GROUP1,GROUP2,CORTICAL_SUMMARY_prior_PVALUE,CORTICAL_SUMMARY_prior_MEAN1,CORTICAL_SUMMARY_prior_MEAN2
1.0,2.0,0.0,0.930338068676,1.81867923656
1.0,4.0,0.0,0.930338068676,2.28987590565
1.0,7.0,0.0,0.930338068676,1.96840101071
1.0,8.0,0.0,0.930338068676,2.05879434441
1.0,9.0,0.0,0.929744257542,1.12243349111
1.0,10.0,0.0,0.929428948535,2.05674542161
1.0,13.0,0.0,0.929491272061,1.20307368016
1.0,14.0,0.0,0.92981565111,1.33683567186
1.0,16.0,0.0,0.930019714634,1.08680405094
1.0,18.0,0.0,0.929853735976,0.978034274073
1.0,19.0,0.0,0.930043688115,1.44182788238
1.0,22.0,0.0,0.93008757711,1.24706305281
1.0,26.0,0.0,0.929453882875,1.79938040117
1.0,72.0,0.00409,0.92986778609,0.843525343645
2.0,4.0,0.0,1.81631570898,2.28967573923
2.0,7.0,0.1932,1.81696071411,1.96932468895
2.0,8.0,2e-05,1.81895380311,2.05864093352
2.0,9.0,0.0,1.81943746018,1.1227346164
2.0,10.0,0.00172,1.82016739792,2.05506385433
2.0,13.0,0.0,1.81741409764,1.20387583184
2.0,14.0,0.0,1.81887773301,1.33786677494
2.0,16.0,0.0,1.81726174432,1.08721321324
2.0,18.0,0.0,1.81750096786,0.977922269935
2.0,19.0,0.0,1.81643884971,1.44075614274
2.0,22.0,0.0,1.81625055662,1.2478340126
2.0,26.0,0.77195,1.81627557939,1.8008614801
2.0,72.0,0.0,1.81596507393,0.843897549595
4.0,7.0,0.00639,2.28981265497,1.97187870155
4.0,8.0,0.0,2.2917582996,2.05750596531
4.0,9.0,0.0,2.29236063763,1.12179728477
4.0,10.0,0.00023,2.29025026053,2.05861116601
4.0,13.0,0.0,2.29137560399,1.20320525107
4.0,14.0,0.0,2.289397803,1.33771872215
4.0,16.0,0.0,2.28825918615,1.08693435387
4.0,18.0,0.0,2.28843753556,0.978208577271
4.0,19.0,0.0,2.29019640807,1.44239646842
4.0,22.0,0.0,2.28940753178,1.24898347871
4.0,26.0,0.0,2.28934286518,1.80099657175
4.0,72.0,0.0,2.28828869379,0.842477856083
7.0,8.0,0.34937,1.96559462631,2.05822069625
7.0,9.0,0.0,1.9656971563,1.12207602766
7.0,10.0,0.49,1.9682058482,2.05526539382
7.0,13.0,0.0,1.97328636688,1.20308303768
7.0,14.0,0.0,1.96825437777,1.3392142829
7.0,16.0,0.0,1.96860122956,1.08683417954
7.0,18.0,0.0,1.96605576833,0.9780903888
7.0,19.0,0.0,1.97302286649,1.4425980769
7.0,22.0,0.0,1.97171151378,1.24808682655
7.0,26.0,0.09265,1.96550247856,1.79854987971
7.0,72.0,0.0,1.96537260476,0.84585891132
8.0,9.0,0.0,2.05770386728,1.12173540198
8.0,10.0,0.9526,2.0583837633,2.0552635968
8.0,13.0,0.0,2.05865906059,1.20431846289
8.0,14.0,0.0,2.05879167561,1.33648488035
8.0,16.0,0.0,2.05845135769,1.08707080578
8.0,18.0,0.0,2.05920937786,0.97809420095
8.0,19.0,0.0,2.05853292936,1.44195224143
8.0,22.0,0.0,2.05723091354,1.2473327556
8.0,26.0,0.0,2.05835926124,1.79903674925
8.0,72.0,0.0,2.05878970654,0.842462506306
9.0,10.0,0.0,1.12165879811,2.0590554578
9.0,13.0,0.0054,1.12244201094,1.20365390692
9.0,14.0,0.0,1.12191208606,1.3376459517
9.0,16.0,0.04087,1.12254346448,1.08674584232
9.0,18.0,0.0,1.12180017532,0.977970771362
9.0,19.0,0.0,1.1223463023,1.44148807502
9.0,22.0,2e-05,1.12214855412,1.24788119964
9.0,26.0,0.0,1.12231306393,1.79978488575
9.0,72.0,0.0,1.12193104114,0.843545415157
10.0,13.0,0.0,2.05595264671,1.20335219429
10.0,14.0,0.0,2.05727811332,1.34049179619
10.0,16.0,0.0,2.05742242316,1.086952094
10.0,18.0,0.0,2.0565257227,0.978060356218
