"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",8.11369947269384e-17,0,0,0,0,0,-0.113657415976053,0,-0.219646279007211,0.0298016446298642,0,0,0.181075558391753,-0.153606952506541,0,0,0,0,0,0,0,-0.103123858200297,0
"AVLT_retroslope_AV1451_BL",0.0992347003817196,-0.173660725668009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",-2.15078008855759e-17,0,0,0,0,0.297811983101497,0,0,0,-0.0831194039424794,0,0,0,0.0264311242058659,0,0,0,0,0,0,0,0,0
"ADAS_retroslope_AV1451_BL",-0.0679011840021638,0.115634264338772,0,0,0,0.225966688131956,0,0,0,-0.0555135251452613,0,0,0,0,0,0,0,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb",-0.179798467621865,0.118650915591836,0,0.368415656840523,0,0.203147121793438,0.0690737180898963,0,0.228306590611853,0,0,0,0,0,0,0,0,0.201165870245205,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
