"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",0,0,0,0,0,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",-0.383657430536217,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",0.496436138054561,0.251563911668981,0.141937862454198,0.0498340121390401,0,0,-1.10982105913673,0.827265479452373,0,0.768955292610755
"ADAS_retroslope_AV1451_BL",0.656955272356182,0.183338871843022,0,0,0,0,0,0,0,0.362980808322539
"AV1451_BL_closest_AV45_wcereb",0.545728982038034,0.359250977629266,0.818684201132353,0,0.468885739069553,0,0,-0.235054794655038,0,0.296813111016758
"AV1451_BL_closest_AV45_wcereb_retroSlope",0,0,0,0.245165465208711,0,0,0,0.251418031835599,0,-0.323059948932468
