"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",8.92260232868672e-17,0,0,0,0,0,0,0,-0.0861869793011531,0,0,0,0.0635212948093684,-0.0402337877935509,0,0,0,-0.106819879970029,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",0.12768109279076,-0.22344191238383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",-1.02434683723131e-17,0,0,0,0,0,0,0,0,-0.0288847076353543,0,0,0,0.00625636185753951,0,0,0,0.135099644681297,0,0,0.266247692742742,0,0
"ADAS_retroslope_AV1451_BL",-0.00333864121928975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129858134839321,0,0,0.0495382884294864,0,0
"AV1451_BL_closest_AV45_wcereb",-0.0683497281407879,0,0,0.220238012898093,0,0.00229578107071035,0,0,0.0636199989759424,0,0,0,0,0,0,0,0,0.335421037409797,0.0725669372590436,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
