"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",-0.298050877534211,-0.234209353480978,0.55346061324877,0.260011715288995,-0.320934477022203,-0.231359684711452,0,0,0,0
"AVLT_retroslope_AV1451_BL",-0.618224743574151,0,0,0.123887013423838,-0.213181752886695,0,0,0,0,0
"ADAS_AV1451_1",0.0949878443204412,0.106825832780055,-0.357813552467357,-0.288081365715298,0.430447527068006,0.241703299853255,-0.61192507052063,0.876856997105825,0,-0.132282505589916
"ADAS_retroslope_AV1451_BL",0.553524486771699,0.175311670360032,-0.174522642737875,-0.30946620277463,0.390128448050307,0,-0.389340077453161,0.717022509944777,0,-0.210413665769597
"AV1451_BL_closest_AV45_wcereb",0.437274558146821,0.232385608158278,0.64618868121689,-0.076476717736049,0.391930767475647,0.109851479548181,0.12764405967678,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",0,0,0,0.227249197051468,0,0,0,0,0,0
