"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",0.359161289001009,-0.175971793471927,-0.207780190982205,-0.0242758608486856,1.51796992446709,-0.192961953643322,-0.622082427846175,-0.552858537827105,-0.257660719051623,0.274882990384092,-1.11559027992884,1.02109163663608,-0.177949485890469,0.0790740196605979,-0.416953540585516,0.173790439457577,0.738756113356655,0.134322178268588,0,0,-4.60564076750722,2.00641593723693
"AVLT_retroslope_AV1451_BL",-0.40720291371511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743280525317708,0,0,0,0,0
"ADAS_AV1451_1",0.0829143602874114,0,-0.146708393732768,-0.15015434033783,0.554786979715095,0.0481128337922848,0,0.283575024510233,-0.460241603905343,0,0,0,0.209881193684628,0.196726524493133,0,0,-0.0152303718257521,0.268803408846418,0,-0.226964452081017,0,0
"ADAS_retroslope_AV1451_BL",0.28371881285538,0,0,-0.0977611135482406,0.272338939824616,0,0,0.0849097445913706,-0.270172214683575,0,0,0,0,0,0,0,0.245790016549629,0,0,-0.123609311604012,0,0
"AV1451_BL_closest_AV45_wcereb",0.210600050466627,0,0.371452708114396,0,0.20424377642325,0.0409265833997257,0,0.258513245311487,0,0,0,-0.0847932505995347,-0.0765889769427169,0,0,-0.123442813131666,0.325462612760967,0.0283544059814205,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
