"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","CTX_BANKSSTS","CTX_PRECENTRAL","PALLIDUM","CAUDATE","CEREBGM","CTX_LINGUAL","HEMIWM","THALAMUS_PROPER","ORBITOFR","CTX_ISTHMUSCINGULATE","AMYGDALA","CTX_PARAHIPPOCAMPAL","CTX_INFERIORTEMPORAL","CTX_LATERALOCCIPITAL","CTX_POSTCENTRAL","CTX_CUNEUS","CTX_INSULA","CTX_ENTORHINAL","PARSFR","CTX_SUPERIORTEMPORAL","CTX_INFERIORPARIETAL","PUTAMEN","MIDDLEFR","CTX_PERICALCARINE","CTX_SUPRAMARGINAL","CTX_ROSTRALANTERIORCINGULATE","CTX_PARACENTRAL","CTX_TRANSVERSETEMPORAL","CTX_MIDDLETEMPORAL","CTX_TEMPORALPOLE","CTX_POSTERIORCINGULATE","CTX_SUPERIORPARIETAL","HIPPOCAMPUS","CEREBWM","BRAIN_STEM","ACCUMBENS_AREA","CTX_FUSIFORM","CTX_PRECUNEUS","CTX_SUPERIORFRONTAL","CTX_CAUDALANTERIORCINGULATE"
"AVLT_AV1451_1",6.97276163327042e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10183799706184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",0.158086519228317,-0.276032140726471,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00772147233627332,0,0,0,0,0,0,-0.00444962300072805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",2.72316946771306e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11756457277339,0.0120909567323748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295928971056485,0,0,0,0,0,0,0,0,0,0,0
"ADAS_retroslope_AV1451_BL",-0.00490203144138313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873811706257678,0,0,0,0,0,0,0.0103403075667955,0,0,0,0,0,0,0,0,0,0,0.214272299171934,0,0,0,0,0,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb",-0.0853081921860984,0,0,0.274881952599649,0,0,0,0,0,0,0.0204856168008142,0,0,0,0,0.218452267389829,0,0,0,0,0,0,0.197174092269067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
