"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",0,-0.107333277876514,0,0,0,-0.181036249179207,0,-0.26657536102544,0.152863263016024,0,0,0.365299323975781,-0.240267243812103,0,0,-0.0507109282813157,0,0,0,0,-0.262511667514446,0
"AVLT_retroslope_AV1451_BL",-0.383657430536217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",0.129588101855948,0,-0.115934634157328,-0.110834718267864,0.536117435754893,0.182427535573186,0,0.286368164057756,-0.375774269368693,0,0,-0.0493143819976053,0.208422799659502,0.179462595034186,0,0,0,0,0,0,0,0
"ADAS_retroslope_AV1451_BL",0.639479339412644,0.225067396756874,-0.151455900860089,-0.240166446638449,0.449583499490799,0.0408937597814039,0,0.0429414791727861,-0.350873086705012,0,0,0,0,0.0623156671776022,0.254249528750187,-0.235043472600072,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb",0.374047468349837,0.195920622263741,0.38426284268233,0,0.571229412438912,0.183450392747593,0.0978694962177864,0.254336677792523,0,0.0843056040080363,0,-0.0655788486286452,-0.0702928444298994,0,0,-0.179818496111833,0.357555805492384,0,0,-0.34916095314782,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",0,0,0,0.229310930655184,0,0,0,0,0,0,0,0,0.18047484781553,0,0.050592311568158,0,0,0,0,0,0,-0.0540983716093561
