"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",56.3337919274472,9.7886014816906,347.479078175612,5.75503988315578,1.90357072327174e-08
"group1",1.85205911922656,6.03062394190955,327.141056263841,0.307109038312895,0.758955776651014
"group2",1.8016251890908,3.44427128989354,341.684146824834,0.523078769775562,0.601258473379505
"group3",-1.77167880503237,3.59360618349045,335.43924616598,-0.493008614347258,0.622329077393868
"group4",0.790683593968022,3.64644058376679,324.880116239333,0.216837097932703,0.828471400737258
"group5",-0.767206052461435,4.40684947891696,329.716480790947,-0.174093999836361,0.861898430207051
"group6",1.58648018167223,3.04316104167872,332.266617049065,0.521326397106173,0.602486705111835
"group9",2.8047212874415,3.7307930054632,335.760012229184,0.75177617287649,0.452712316514761
"group19",-0.226975363683104,3.65500331425752,341.576489494606,-0.0620999063934398,0.950519592500019
"group22",-0.550038190008214,4.01385362381913,341.055172808436,-0.137034939875276,0.891084036327708
"group25",-0.645492960641814,4.58202697181382,351.772927503761,-0.140874980573563,0.888049341867417
"group29",1.23343517334111,3.94162435892816,339.349519178376,0.312925601483881,0.754529411047393
"group34",4.47311363139227,4.05441438774781,339.459171844644,1.10326996789222,0.270691445421058
"group56",-11.6914269476932,10.0540767097523,331.993593341893,-1.16285436099297,0.24572376017949
"TIMEpostAV45_AVLT.",1.93898359803903,2.64378617933673,280.811280189893,0.73341165529713,0.463919225914613
"factor(APOE4_BIN)1",-0.951570703805545,1.27217705237486,327.400059263272,-0.747986062183076,0.455005497864312
"CORTICAL_SUMMARY_prior",-2.27383078874156,3.53511447816742,340.783253111883,-0.643212773669581,0.520518613627776
"Age.AV45",-0.343872697226855,0.0833534493168916,328.318165320448,-4.12547651051039,4.69375046805443e-05
"factor(Gender)1",5.77956157872854,1.05812060885664,323.994557159878,5.46210094610452,9.38861206556396e-08
"Edu..Yrs.",0.812256517737389,0.19494217309448,324.162876098075,4.16665365345919,3.96909001798562e-05
"group1:TIMEpostAV45_AVLT.",2.75474302019374,2.03842270838735,243.904436079848,1.3514091110048,0.177816510214432
"group2:TIMEpostAV45_AVLT.",-0.424740842235887,1.4392859518253,349.785436992154,-0.295105251112353,0.768088560838884
"group3:TIMEpostAV45_AVLT.",1.33081484601083,1.37904885081327,272.619545194845,0.965023715603698,0.335388182048836
"group4:TIMEpostAV45_AVLT.",-0.351337761595545,1.38178631667182,262.990594939613,-0.25426345402072,0.799490720929617
"group5:TIMEpostAV45_AVLT.",-0.911985573172803,1.71070835681418,222.527237502984,-0.533104061566155,0.594493552693221
"group6:TIMEpostAV45_AVLT.",-0.0964771693493993,1.19997313724262,311.24426954218,-0.0803994409167284,0.93597124297594
"group9:TIMEpostAV45_AVLT.",-1.78684810026945,1.32510359452486,223.230600335337,-1.34845917530709,0.178877257081126
"group19:TIMEpostAV45_AVLT.",0.251473975725096,1.51588160768896,326.441796737203,0.165892886653913,0.868343939860522
"group22:TIMEpostAV45_AVLT.",-0.0478642997108008,1.62183252185566,347.706472718305,-0.0295124799051605,0.976472797631774
"group25:TIMEpostAV45_AVLT.",4.04773908803296,2.04785977441949,610.17831312497,1.97657043641105,0.0485400656950321
"group29:TIMEpostAV45_AVLT.",0.611952837703865,1.62155812671768,321.435202676797,0.377385693192858,0.706136044604579
"group34:TIMEpostAV45_AVLT.",-0.681139263857647,1.71904731844289,431.656062115359,-0.396230665991569,0.692130659400067
"group56:TIMEpostAV45_AVLT.",-3.2949271979563,4.40333405794632,660.526702348695,-0.748280088359463,0.454557574420147
"TIMEpostAV45_AVLT.:factor(APOE4_BIN)1",0.120034434747348,0.450883744289545,221.609523644726,0.266220364489932,0.790317026459145
"TIMEpostAV45_AVLT.:CORTICAL_SUMMARY_prior",-1.70079492321969,1.36589227259181,246.850066752405,-1.24518965173762,0.214242771706344
