"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-0.0351985277915529,0.236931355349976,970.792005630733,-0.148560023807573,0.881931671535455
"group1",0.0534209866846457,0.204032112277034,932.277764749894,0.26182636688146,0.79351314594705
"group2",0.162967483613348,0.0872858639534458,957.005241245161,1.86705471232166,0.0621995173786707
"group3",-0.179643685707636,0.100581030664436,965.431890745534,-1.78605930483029,0.0744034178131576
"group4",-0.0449850415604743,0.119540780754259,957.195998337039,-0.376315440443294,0.706765795896312
"group5",-0.240825144928772,0.106256525026186,970.770316869119,-2.26645041205162,0.0236431990541093
"group6",-0.146320862675855,0.0829000634031341,961.567912317018,-1.76502715039327,0.0778765909331354
"group9",-0.037523577508913,0.0935583032160892,955.567488806898,-0.401071590858652,0.688457081655921
"group19",0.0395215168148516,0.0822086446734628,956.991536855516,0.48074648319326,0.630806573418123
"group22",-0.10488452890224,0.129084323558048,987.320028462476,-0.812527238096995,0.416685032888759
"group25",0.157604127058912,0.152286976165387,1000.12210391457,1.03491533568669,0.300958622441345
"group29",0.203001647100802,0.0944704507794668,955.987378760608,2.14883749813677,0.0318978368697671
"group34",0.529094647975502,0.108021714104993,961.299789871689,4.89803973542988,1.13521164646357e-06
"group56",-0.230385042649921,0.222445160076969,974.917372585549,-1.03569366296936,0.300601901905396
"UW_MEM_postAV45_",-0.111079385312851,0.0424922807341028,1384.25580608701,-2.61410739536281,0.00904315230947383
"factor(diag_prior)EMCI",0.945227745842608,0.0582029846725159,1016.93472017864,16.2401937144807,0
"factor(diag_prior)LMCI",0.497397815608293,0.0577539322340334,1032.12906149334,8.61236276679332,0
"factor(diag_prior)N",1.31034505960694,0.061946114480031,1027.23662199091,21.1529822428063,0
"factor(diag_prior)SMC",1.25311599265225,0.0756366563670811,1031.04129870724,16.5675752054745,0
"factor(APOE4_BIN)1",-0.0403262365381054,0.038091520492137,966.460131598165,-1.05866702135006,0.290015973351327
"Age.AV45",-0.0136350516122204,0.00235456631640416,965.730315968798,-5.79089725238386,9.46386080613593e-09
"factor(Gender)1",0.240197229879748,0.0344175851876937,962.614767100758,6.97891001271153,5.53290746552193e-12
"Edu..Yrs.",0.031646236215672,0.00622708337907073,964.126055480669,5.08203187418932,4.48386991536154e-07
"group1:UW_MEM_postAV45_",0.108686238398702,0.0644041616556292,547.049977579365,1.68756545547244,0.0920646883132794
"group2:UW_MEM_postAV45_",0.0419872427874638,0.030884448116686,601.70760927265,1.35949467605281,0.174499134252873
"group3:UW_MEM_postAV45_",-0.126116355415939,0.0379046149827303,621.327634733579,-3.32720317759194,0.000928989148835324
"group4:UW_MEM_postAV45_",0.0430796853926142,0.0428975402629882,576.77933002259,1.00424605067119,0.315681145191817
"group5:UW_MEM_postAV45_",-0.171127628768813,0.0409652024874113,658.099517727969,-4.17739003783518,3.34638280050648e-05
"group6:UW_MEM_postAV45_",-0.0925218974878022,0.030227060455295,614.586713376119,-3.06089629934871,0.00230302790679948
"group9:UW_MEM_postAV45_",-0.0926968945388539,0.0333501123008987,582.047528983223,-2.77950771807015,0.00562007150501964
"group19:UW_MEM_postAV45_",0.0539942146466332,0.0292803207058535,606.474076265866,1.84404450993049,0.065664234153392
"group22:UW_MEM_postAV45_",0.0565193843066979,0.0474264710704175,671.909273322844,1.19172654070718,0.233789243812036
"group25:UW_MEM_postAV45_",0.0710691195717583,0.0668098687697402,1125.07814497794,1.06375182110741,0.287669396859222
"group29:UW_MEM_postAV45_",0.0468545479550194,0.0330523130863048,599.317394550235,1.41758756286359,0.156830892935254
"group34:UW_MEM_postAV45_",-0.0395136652328149,0.0386654005092869,579.229915328581,-1.02193859917019,0.307236582100653
"group56:UW_MEM_postAV45_",-0.0352957552286566,0.0762225844965913,564.248616102189,-0.463061643235608,0.643498725285951
"UW_MEM_postAV45_:factor(diag_prior)EMCI",0.0935889573523559,0.0333945804275584,2254.91951434385,2.80251933559623,0.00511385178411539
"UW_MEM_postAV45_:factor(diag_prior)LMCI",0.016380959361839,0.0334774198585963,2297.50554934677,0.489313675636588,0.624666350802885
"UW_MEM_postAV45_:factor(diag_prior)N",0.0825747839638282,0.0345485374475421,2165.61662860203,2.39010939578002,0.0169283708611876
"UW_MEM_postAV45_:factor(diag_prior)SMC",0.0671163650521696,0.041146660190847,2214.64034880058,1.63114976381727,0.103000907880461
"UW_MEM_postAV45_:factor(APOE4_BIN)1",-0.0150888659964335,0.0138229877135135,642.525573199455,-1.09157776228669,0.275427879120621
