"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-0.00231008334463512,0.00776383656725942,275.174443622989,-0.297544045990984,0.766275691921462
"group1",-0.00326372877340441,0.00427971274166387,274.447411192573,-0.762604635033409,0.446354159056586
"group2",-0.00550028196149061,0.00268227280219908,274.94693326544,-2.05060497835312,0.0412533506971688
"group3",-0.00117612392786504,0.0028464501988163,273.510915394914,-0.41318970848467,0.67979137646174
"group4",-0.00440545411022631,0.00279219847694465,273.533105358956,-1.57777254969602,0.115773618595876
"group5",-0.00401308802521939,0.00322891965642107,274.957803352839,-1.24285781383222,0.214979051350546
"group6",-0.00567076440570524,0.00227981180488187,274.102613915573,-2.48738268376457,0.0134636161437469
"group9",0.00346407649884465,0.00318290382847618,275.489781476317,1.08833841219233,0.277396926078334
"group19",-0.00649956487180749,0.00288526023471179,275.173204469278,-2.25267890695368,0.0250673953775808
"group22",-0.00419340852080604,0.00317380092141783,273.828285293563,-1.32125757873078,0.187518441495853
"group25",-0.00463562446690317,0.00338715372908082,275.223471234587,-1.36858992466254,0.172243561042422
"group29",-0.00739856734369198,0.00309216080326284,274.877666160551,-2.39268518502823,0.017397136146833
"group34",-0.00547324256908553,0.00305491439000326,274.287870083357,-1.79161896876583,0.0742963015732931
"group56",-0.0020963042285249,0.00704315465160488,274.311531634233,-0.297637114648225,0.76620543184431
"WMH_postAV45.",-0.000754271879544662,0.00105832308997827,285.168472791227,-0.712704737038433,0.476611234062652
"factor(APOE4_BIN)1",-4.85988108458144e-05,0.000940339166529651,273.69570206119,-0.0516822148599529,0.958819607974684
"CORTICAL_SUMMARY_prior",-0.000569501795629716,0.00294454865153205,275.297402756898,-0.193408859226491,0.846781396707869
"Age.AV45",0.000150574434626321,6.74214488132567e-05,268.080159887138,2.23333134005146,0.0263524711291323
"factor(Gender)1",0.000154390804323389,0.000816087634445794,270.315814787628,0.189184099607435,0.850090495985342
"Edu..Yrs.",7.52025015956944e-05,0.000153816375491134,270.983537480688,0.488910893626075,0.625300239037659
"group1:WMH_postAV45.",-2.32347835592164e-05,0.000715577621060614,241.33642308427,-0.032469969539822,0.974124101694827
"group2:WMH_postAV45.",0.000299434678452413,0.000519871015868459,266.233205654126,0.575978789569945,0.565116078156317
"group3:WMH_postAV45.",-5.03193323120982e-05,0.000441459857420237,175.441546438896,-0.113983936401714,0.909380862531457
"group4:WMH_postAV45.",-2.43761910641122e-06,0.000461516779119686,216.499703678362,-0.00528175619326522,0.995790651440388
"group5:WMH_postAV45.",-0.0010925008982183,0.000529451741396985,196.472899575824,-2.06345699295593,0.0403837964298503
"group6:WMH_postAV45.",-5.95771961262924e-05,0.000400005161674733,205.419304335475,-0.148941068352358,0.881746249819524
"group9:WMH_postAV45.",0.00249434262802143,0.000649025265700307,309.605826604022,3.84321344613603,0.000147363824293478
"group19:WMH_postAV45.",0.000140443879143008,0.000566824502429271,272.189144638199,0.247773126498766,0.804496757901711
"group22:WMH_postAV45.",-9.0389482370528e-05,0.000554853837268971,246.002770861192,-0.162906834735849,0.870725530790229
"group25:WMH_postAV45.",0.000214449686370708,0.000685155466389505,295.653339605905,0.312994198967384,0.754505743061281
"group29:WMH_postAV45.",0.000370808518732821,0.000587603287936837,259.547087348962,0.631052491273126,0.528561516126923
"group34:WMH_postAV45.",0.000185556188542283,0.000580769794097684,263.449226592938,0.319500412087673,0.749600286875914
"group56:WMH_postAV45.",0.000634463888003228,0.00106029070672541,284.18885337558,0.598386729204387,0.550058527309294
"WMH_postAV45.:factor(APOE4_BIN)1",-2.36308929209226e-05,0.000147704035167882,230.431000240226,-0.159988133662452,0.87303057530048
"WMH_postAV45.:CORTICAL_SUMMARY_prior",0.000711376913945405,0.00055631916135559,265.582219781225,1.27872085551032,0.202111621182368
