"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",31.7679885802889,4.08583380553132,972.831359602933,7.77515437296594,1.90958360235527e-14
"group1",1.54511335068692,3.56176047229371,932.3336693715,0.433806080646376,0.664529624750745
"group2",3.20799765121011,1.52171948478251,952.341149288318,2.10813995831078,0.0352796294330551
"group3",-2.354696080872,1.75606649948266,964.712527037944,-1.34089231903559,0.180271046399938
"group4",-0.374022355751469,2.08380199385235,950.841886230276,-0.179490353140515,0.857590932433213
"group5",-2.82861082591971,1.85442908229845,968.594932346294,-1.52532704157865,0.127503985035851
"group6",-1.48069328456208,1.44695432311051,958.07560677231,-1.02331722633721,0.306416190360223
"group9",-0.0955928990668638,1.63919047742457,952.065566693846,-0.0583171390899339,0.953508253101083
"group19",1.20456601859806,1.43355674471046,952.534353352164,0.840263926100353,0.400971280778352
"group22",0.0489111984952968,2.25921173566275,997.123867456409,0.0216496744077635,0.982731739767959
"group25",4.43104953214693,2.65043176578836,986.649468939141,1.67182177234015,0.0948765483888057
"group29",3.69618175569783,1.64723868508033,952.499546840756,2.24386531786533,0.0250701123141834
"group34",9.1256872657284,1.88404110095031,957.667484873111,4.84367738109609,1.48573323133228e-06
"group56",-4.8839716386807,3.88999883682126,980.808688355607,-1.25552007688303,0.209589049016208
"TIMEpostAV45_AVLT.",-0.826061724619272,0.743016971570467,1607.19724352521,-1.11176696660546,0.266404634619948
"factor(diag_prior)EMCI",13.7136990027453,1.02134615813285,1029.27507382218,13.42708237902,0
"factor(diag_prior)LMCI",7.13509939405946,1.01673919784998,1048.30315701577,7.01762989874642,4.04520861252422e-12
"factor(diag_prior)N",19.5319794012855,1.08789568609445,1037.27354905765,17.9539083121153,0
"factor(diag_prior)SMC",17.9593861189534,1.32722385354771,1046.11513439036,13.5315426037193,0
"factor(APOE4_BIN)1",-0.458568669845218,0.665159943434945,964.27725123575,-0.689411132421969,0.490730439645446
"Age.AV45",-0.270848912956842,0.0405951554527444,960.996187157059,-6.6719516143282,4.25661728087334e-11
"factor(Gender)1",5.16478443867969,0.592479190838441,956.496497748577,8.71724191928292,0
"Edu..Yrs.",0.601917595348885,0.107494089256288,960.09329652294,5.59954132839612,2.80530596530326e-08
"group1:TIMEpostAV45_AVLT.",1.6545028559198,1.05932222282607,600.797698263973,1.5618504174357,0.118849794206939
"group2:TIMEpostAV45_AVLT.",0.284940639193127,0.501996700437682,557.145566362156,0.567614565881992,0.570525362127763
"group3:TIMEpostAV45_AVLT.",-1.92762319921631,0.623397155891459,588.39002633855,-3.09212703490732,0.00208137521634733
"group4:TIMEpostAV45_AVLT.",-0.0250211242201212,0.682501800775666,528.07346199415,-0.0366608911385796,0.970769246075867
"group5:TIMEpostAV45_AVLT.",-3.06643764171191,0.663854616195306,606.367552942326,-4.6191403462498,4.70833511134749e-06
"group6:TIMEpostAV45_AVLT.",-1.37098709761057,0.495052673313493,576.003939011414,-2.76937621290733,0.00579737126505586
"group9:TIMEpostAV45_AVLT.",-1.3199126909372,0.542760777697553,550.501083294515,-2.4318498041373,0.0153397813758194
"group19:TIMEpostAV45_AVLT.",0.566351921441704,0.476783985618832,563.326540523594,1.18785852403708,0.235389739301834
"group22:TIMEpostAV45_AVLT.",-0.0105861315287193,0.788556762435108,730.553008145951,-0.0134246918332533,0.989292632578723
"group25:TIMEpostAV45_AVLT.",1.13565913456652,1.05577861098979,857.109882321528,1.07566029728699,0.282381898771163
"group29:TIMEpostAV45_AVLT.",0.605799877667867,0.53723691772495,564.274364024855,1.12762146025493,0.259959064368827
"group34:TIMEpostAV45_AVLT.",-0.946743450488944,0.627024695795057,532.735288434536,-1.50989818557065,0.131662268123663
"group56:TIMEpostAV45_AVLT.",-0.287908528880006,1.25959501911494,623.443747920984,-0.228572298644294,0.819276309875024
"TIMEpostAV45_AVLT.:factor(diag_prior)EMCI",0.896393137810031,0.603553957576175,2602.8360963971,1.48519138439565,0.137614231020599
"TIMEpostAV45_AVLT.:factor(diag_prior)LMCI",0.156963171971513,0.606940985422421,2641.66068410884,0.258613564978264,0.795953563600892
"TIMEpostAV45_AVLT.:factor(diag_prior)N",0.878073534755152,0.619228711123924,2515.23305890243,1.41801166351188,0.156311235366337
"TIMEpostAV45_AVLT.:factor(diag_prior)SMC",0.559244970135216,0.731913615130112,2606.12929948121,0.76408603225095,0.444885146436513
"TIMEpostAV45_AVLT.:factor(APOE4_BIN)1",-0.14774446500041,0.222464982894882,609.769331187867,-0.664124587509674,0.506861613573022
