"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",3.14654692771593,0.680434178974163,345.147801953612,4.6243222709061,5.32087911242485e-06
"group1",0.439868107202294,0.419895951028239,318.365224742829,1.04756453622653,0.295633919237371
"group2",-0.0332394601872974,0.239504554996833,331.034994892952,-0.138784250628289,0.889705028057323
"group3",0.00431788856493116,0.250014241360301,325.32621708808,0.01727057043406,0.986231350296388
"group4",0.0574599257603623,0.254630107701662,319.425853138521,0.225660375668086,0.821609890386311
"group5",-0.207299544687159,0.30920271063942,331.941293932869,-0.670432494781403,0.503048293286355
"group6",-0.257006013319381,0.212021387140205,324.432838223868,-1.2121702286073,0.226329239418258
"group9",0.00103231867586571,0.254830392919366,328.443162624665,0.00405100295941685,0.996770235471586
"group19",0.085461749496622,0.254114373821868,331.00556685826,0.336312142486399,0.736848594210035
"group22",-0.0528601140041778,0.27897816633023,329.788083336193,-0.189477602134665,0.849835069787019
"group25",-0.0641198120167346,0.318122635104005,338.689291919036,-0.201556899576705,0.840384142184458
"group29",0.185847815952941,0.274152521250894,329.297311354889,0.677899349985772,0.498311549735321
"group34",-0.292903936117634,0.28186568325513,328.591009525754,-1.0391613932389,0.299493718791037
"group56",-0.517552142935055,0.69928980755126,321.421084882483,-0.740111091776663,0.459772838369577
"UW_EF_postAV45_",0.00351788772588142,0.186051943919204,254.239229909967,0.0189080944373745,0.984929252509446
"factor(APOE4_BIN)1",-0.0218719314202904,0.088751098363491,324.888387003028,-0.246441247754605,0.805496312604812
"CORTICAL_SUMMARY_prior",-0.0564675868380657,0.24581623150784,331.071251487145,-0.229714638824673,0.818455375885673
"Age.AV45",-0.0408258318259633,0.00578832706075085,326.069707820755,-7.05313148297938,1.05242481396317e-11
"factor(Gender)1",0.0700388030122037,0.0735633911070738,322.227574512131,0.952087743076717,0.341766094819063
"Edu..Yrs.",0.0433682193621181,0.0135503159388887,322.190717530336,3.2005319697125,0.00150838406406839
"group1:UW_EF_postAV45_",-0.028983815445438,0.141658189189452,191.841366703434,-0.204603882142496,0.838098531414038
"group2:UW_EF_postAV45_",0.0616957533482932,0.0995644873335441,303.671421491039,0.61965621478681,0.535948798732461
"group3:UW_EF_postAV45_",-0.0618786543384367,0.0963334276810485,220.706512852364,-0.64233834327282,0.521320178186085
"group4:UW_EF_postAV45_",-0.0565241076315948,0.0994269498416469,241.828408197861,-0.56849885993303,0.570223809672885
"group5:UW_EF_postAV45_",0.0441781541054969,0.139020173418576,441.401167670511,0.317782326256211,0.750800336068462
"group6:UW_EF_postAV45_",-0.11049365703422,0.0834245908700327,276.599133393291,-1.32447346617927,0.186439149852244
"group9:UW_EF_postAV45_",-0.10277755981466,0.0921768480736657,194.062991551095,-1.11500405972357,0.266227572013854
"group19:UW_EF_postAV45_",-0.00116821401969069,0.105428190380699,284.601886805432,-0.0110806608315318,0.991166855954679
"group22:UW_EF_postAV45_",0.0130116913724757,0.111075184762972,289.360719450206,0.117143099066114,0.906827922218411
"group25:UW_EF_postAV45_",0.145438419749213,0.144170988390097,480.882830607741,1.00879116785748,0.313582116315555
"group29:UW_EF_postAV45_",0.00259513029200197,0.112747019965082,281.421677271585,0.0230172850050111,0.98165279680543
"group34:UW_EF_postAV45_",-0.139754019260126,0.118362061869153,345.35016804764,-1.18073322695765,0.238521267465331
"group56:UW_EF_postAV45_",0.274386973405354,0.29161066752496,483.46222777518,0.940935994331785,0.347207558140632
"UW_EF_postAV45_:factor(APOE4_BIN)1",0.0331178513887836,0.0333921091979232,240.148189221256,0.991786747955511,0.322299808277422
"UW_EF_postAV45_:CORTICAL_SUMMARY_prior",-0.0269942243466197,0.0970313222335952,231.842223789265,-0.278201138820238,0.78110591171634
