"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"group",3.56336576232172e-05,2.74105058640133e-06,13,275.189064360691,2.16488033880232,0.0112282271409698
"WMH_postAV45.",1.79446221217915e-05,1.79446221217915e-05,1,266.553110024128,14.1726532926583,0.000205189845342346
"factor(APOE4_BIN)",5.13996259522528e-09,5.13996259522528e-09,1,274.930172907463,0.00405953980557197,0.949243843903449
"Age.AV45",6.08942316292263e-06,6.08942316292263e-06,1,268.167951103655,4.80942327203315,0.0291634517649918
"factor(Gender)",4.36937329917103e-08,4.36937329917103e-08,1,271.154714028155,0.0345092877715984,0.852766563557813
"Edu..Yrs.",3.82934772554769e-07,3.82934772554769e-07,1,271.72256006869,0.302441685775652,0.582807487764375
"group:WMH_postAV45.",3.69648462533554e-05,2.84344971179657e-06,13,238.923877226477,2.24575511520321,0.0085710292980572
"WMH_postAV45.:factor(APOE4_BIN)",1.1039391802491e-07,1.1039391802491e-07,1,232.434235124287,0.0871890594946108,0.768045162009242
