"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",17.6600189923218,2.30785912253344,899.977384757828,7.65212175210052,5.08482145278322e-14
"group1",-0.468114319861543,2.0026745920096,885.552434628531,-0.233744574245489,0.815237304315405
"group2",-0.929164485881743,0.856271530516715,907.445448003624,-1.08512831825792,0.278153018973512
"group3",1.91977910018453,0.98798760833265,919.742533934596,1.9431206262034,0.0523063951013465
"group4",-0.435565567972864,1.17215659877544,905.631469794484,-0.371593325011268,0.710282579469173
"group5",2.32064873619938,1.04258987325873,920.792612899475,2.22585006407739,0.0262656387779883
"group6",1.10122081288479,0.813543065242076,912.711865267996,1.35361096410687,0.176195633319137
"group9",0.421375835870422,0.92008188565759,907.193361291602,0.457976450182216,0.64707903351076
"group19",-0.507256131314253,0.806635756748954,907.63478163777,-0.628854011330574,0.529602862475395
"group22",0.258711077462145,1.26693639110873,937.7889148255,0.204202104602695,0.838239872798005
"group25",-1.51424433355566,1.49169190448586,941.344292365778,-1.01511869106615,0.310310087253166
"group29",-1.75105756473718,0.926773934926083,906.703379015771,-1.88941175269117,0.0591555165820976
"group34",-1.76562020113572,1.06024653795101,912.978382718558,-1.66529211644293,0.0961975677479554
"group56",-1.89124254318371,2.18411502259808,927.561443823856,-0.865907941484698,0.386764558684213
"TIMEpostAV45_ADAS.",3.29974942676497,0.503724427134227,1086.51202875726,6.55070361693158,8.82129924661967e-11
"factor(diag_prior)EMCI",-11.5920307108703,0.571697157531188,968.431925500972,-20.2765232573994,0
"factor(diag_prior)LMCI",-7.40577286111944,0.567899897243108,984.189583400506,-13.0406307468465,0
"factor(diag_prior)N",-13.3885391542359,0.607874933178647,975.400782943496,-22.0251542274095,0
"factor(diag_prior)SMC",-13.1186738221713,0.742515171797567,980.069646165607,-17.6678865570007,0
"factor(APOE4_BIN)1",0.166758199220879,0.373653967701746,916.191508770017,0.446290454900205,0.655492906796507
"Age.AV45",0.0704242487853522,0.0228513407154847,876.258459118992,3.08184319082997,0.00212156602590263
"factor(Gender)1",-0.612435646581046,0.333153586107246,861.54739886857,-1.83829822676409,0.0663625741073997
"Edu..Yrs.",-0.194366937803406,0.0604061335753086,873.366799533379,-3.2176689071001,0.0013399821868354
"group1:TIMEpostAV45_ADAS.",-0.790407116358895,0.853517127448486,526.587066121002,-0.926058881468199,0.354839590076419
"group2:TIMEpostAV45_ADAS.",-0.657830308292925,0.3932014037045,599.448718480131,-1.67301108819871,0.0948468552805461
"group3:TIMEpostAV45_ADAS.",1.85681547631564,0.480779573779278,650.301339889891,3.86209310374755,0.000123664825553149
"group4:TIMEpostAV45_ADAS.",-0.29034627944025,0.543850429236037,573.065152450985,-0.533871564371308,0.59363741575203
"group5:TIMEpostAV45_ADAS.",2.13737967823802,0.512702303023828,646.035304871303,4.16885133074716,3.47886382949802e-05
"group6:TIMEpostAV45_ADAS.",1.05404462533146,0.38444487415758,618.081269320369,2.74173150998866,0.00628851614468795
"group9:TIMEpostAV45_ADAS.",0.303048689363123,0.426957141120904,592.176012213248,0.709787142961281,0.478115531299459
"group19:TIMEpostAV45_ADAS.",-0.566639607015182,0.37315572584758,599.959308934417,-1.5185070676006,0.129413377327798
"group22:TIMEpostAV45_ADAS.",-0.467588032265359,0.602398029431787,637.602783519246,-0.776211092035629,0.437912188370343
"group25:TIMEpostAV45_ADAS.",-0.582172334571107,0.772236202133205,846.489750865402,-0.753878583991439,0.451131775580712
"group29:TIMEpostAV45_ADAS.",-0.633063420192689,0.422538458910537,589.918606781391,-1.49823857886206,0.134606165243068
"group34:TIMEpostAV45_ADAS.",-0.429812101999056,0.493326284948968,599.587889392072,-0.871253195121192,0.383964628283656
"group56:TIMEpostAV45_ADAS.",0.496355171215608,1.00310926148031,563.043884560539,0.494816656844666,0.620922569244801
"TIMEpostAV45_ADAS.:factor(diag_prior)EMCI",-2.98964726811729,0.378798189884748,1691.11303868459,-7.89245394500674,5.32907051820075e-15
"TIMEpostAV45_ADAS.:factor(diag_prior)LMCI",-1.71107637621708,0.379473620056894,1734.80471719319,-4.50907859144608,6.94709318471709e-06
"TIMEpostAV45_ADAS.:factor(diag_prior)N",-2.85956580460789,0.391868346301325,1615.586193121,-7.29726152060529,4.5852210917019e-13
"TIMEpostAV45_ADAS.:factor(diag_prior)SMC",-3.18629847852984,0.464697749397992,1588.65744500561,-6.85671166399586,1.00550678894251e-11
"TIMEpostAV45_ADAS.:factor(APOE4_BIN)1",0.309179374518304,0.173175156841937,621.98209483587,1.78535639959317,0.0746906884849499
