CTX_BANKSSTS,CTX_PRECENTRAL,CTX_MEDIALORBITOFRONTAL,CTX_PARSORBITALIS,CAUDATE,CTX_LINGUAL,THALAMUS_PROPER,CEREBELLUM_CORTEX,PALLIDUM,CTX_ISTHMUSCINGULATE,AMYGDALA,CTX_PARAHIPPOCAMPAL,CTX_INFERIORTEMPORAL,CTX_LATERALOCCIPITAL,CTX_POSTCENTRAL,CTX_CUNEUS,CTX_PARSTRIANGULARIS,CTX_INSULA,CTX_CAUDALMIDDLEFRONTAL,CTX_ENTORHINAL,CTX_SUPERIORTEMPORAL,CTX_INFERIORPARIETAL,PUTAMEN,CTX_ROSTRALMIDDLEFRONTAL,CTX_PERICALCARINE,CEREBELLUM_WHITE_MATTER,CTX_SUPRAMARGINAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARACENTRAL,CTX_TRANSVERSETEMPORAL,CTX_MIDDLETEMPORAL,CTX_TEMPORALPOLE,CTX_FUSIFORM,CTX_SUPERIORPARIETAL,CTX_LATERALORBITOFRONTAL,CTX_PARSOPERCULARIS,HIPPOCAMPUS,CEREBRAL_WHITE_MATTER,BRAIN_STEM,ACCUMBENS_AREA,CTX_POSTERIORCINGULATE,CTX_FRONTALPOLE,CTX_PRECUNEUS,CTX_SUPERIORFRONTAL,CTX_CAUDALANTERIORCINGULATE
0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.092348,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.184004,0.000000,0.208796,0.000000,0.000000,0.076531,-0.556685,-0.000000,0.000000,-0.173106,0.228685,-0.157914,0.000000,-0.000000,-0.000000,-0.000000,0.388381,0.281559,-0.243711,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.141244,-0.000000,-0.000000,0.000000,-0.295558,0.000000
0.000000,0.000000,0.000000,0.097533,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.386077,0.000000,0.000000,-0.048837,-0.077149,0.000000,0.166227,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.215557,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.100499,0.000000,-0.000000,0.000000,0.229060,0.000000,-0.000000,0.000000,-0.058789,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.248904,-0.537489,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.283386,-0.000000,-0.000000,-0.000000,0.000000,-0.343868,0.000000,0.000000,-0.229094,-0.136360,-0.000000,0.000000,0.293630,-0.000000,-0.000000,0.000000,0.000000,0.129641,-0.082495,-0.404370,0.000000,0.082211,-0.000000,0.079867,0.088779,-0.059222,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.104494,0.280591,-0.209782,-0.183484
-0.000000,-0.000000,0.000000,-0.000000,0.368002,0.000000,0.000000,-0.124012,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.085054,-0.301543,0.000000,0.000000,0.212966,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.060244,0.000000,-0.000000,-0.000000,0.018928,0.000000,-0.000000,-0.000000,0.000000,0.162053,-0.048321,0.000000,-0.000000,0.000000
-0.165634,0.092575,-0.025470,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.495008,-0.243515,0.183138,-0.314621,0.000000,0.133168,0.130432,0.171920,-0.044592,0.000000,0.000000,0.000000,-0.000000,-0.286359,-0.000000,-0.034229,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.370859,0.000000,-0.197031,0.000000,-0.000000,-0.059269,-0.000000,-0.056390,0.340794,-0.000000,-0.000000,-0.086585,0.130261
0.000000,0.024213,-0.089243,-0.000000,0.000000,0.000000,0.081350,-0.000000,0.162293,-0.000000,-0.000000,0.065586,-0.021163,0.129618,-0.049783,0.000000,0.000000,0.068781,-0.000000,-0.000000,-0.097266,0.000000,0.000000,-0.032841,-0.105946,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.059679,0.000000,-0.000000,-0.262398,-0.133237,0.000000,0.000000,0.000000,0.045080,0.000000,0.082363,-0.000000,-0.108245,-0.128060,0.089563
-0.095371,0.004500,0.202300,-0.115169,0.287793,0.157956,-0.009571,-0.010512,-0.055283,-0.113917,0.103475,-0.217972,-0.195908,0.113384,0.019439,0.078739,-0.048588,-0.069704,-0.008373,-0.038566,0.285096,-0.003170,0.025202,0.188173,0.086754,-0.112423,-0.135054,0.153642,-0.190510,0.159383,-0.008784,0.211243,-0.101476,-0.007273,-0.201485,-0.282047,-0.034136,-0.111072,-0.082269,0.110463,-0.251061,0.156967,-0.153731,0.074880,0.063628
0.146807,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.190157,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.210480,0.239038,-0.000000,0.000000,0.349165,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.191441,0.159161,-0.353977,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.361857,0.000000,-0.000000,0.000000,-0.103692,0.000000,-0.365234,-0.095602,0.000000,0.193866
0.000000,0.000000,0.122198,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.176631,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.625883,0.294380,-0.000000,0.000000,-0.000000,-0.000000,0.225882,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.119726,-0.153849,-0.000000,0.000000
0.000000,-0.000000,0.000000,0.574965,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.108083,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.230611,-0.230534,-0.000000,0.036737,0.000000,-0.000000,-0.000000,-0.286237,0.000000,-0.000000,0.000000
-0.000000,0.000000,-0.066453,0.000000,-0.199414,0.000000,-0.050623,0.000000,0.000000,-0.000000,0.131820,0.000000,-0.094457,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.202151,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.225771,0.000000,-0.000000,0.000000,-0.000000,0.268600,-0.000000,-0.000000,-0.120097,-0.000000,-0.000000,0.000000,-0.000000,-0.000000
-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.093318,-0.105137,-0.156645,-0.000000,-0.130915,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.453592,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.087445,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.279383,-0.000000,-0.000000,0.000000,0.080621,-0.000000,0.000000,0.090366,-0.000000,-0.315576,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000
0.000000,-0.000000,-0.234219,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.168547,0.000000,-0.000000,0.000000,-0.019387,0.525127,0.000000,-0.146644,-0.000000,-0.000000,-0.000000
0.242666,-0.000000,-0.000000,-0.030775,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.043862,0.000000,-0.254904,0.000000,-0.157259,0.000000,0.000000,0.000000,-0.000000,0.555545,-0.148870,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.123894,0.135109,0.480486,0.147157,0.000000,-0.000000,-0.302462,-0.177322,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.056743,-0.000000,-0.146435
0.000000,0.000000,0.082437,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.087945,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.188688,0.000000,-0.000000,-0.322717,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.195491,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.125374,-0.000000,-0.000000,-0.000000,-0.082095,-0.000000
-0.126442,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.122854,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.142812,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.627040,-0.000000,-0.000000,-0.000000,-0.000000,-0.110345,0.000000,-0.000000,-0.000000,-0.000000,-0.150479,0.000000,-0.000000,-0.000000
-0.000000,0.000000,-0.336256,0.251342,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.066460,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.258815,-0.000000,0.268898,0.000000,0.000000,0.128975
0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.188531,0.000000,0.000000,-0.000000,0.000000,0.148067,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.086697,0.000000,-0.000000,0.000000,0.000000,-0.036412,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.294399,-0.053836
