CTX_BANKSSTS,CTX_PRECENTRAL,CTX_MEDIALORBITOFRONTAL,CTX_PARSORBITALIS,CAUDATE,CTX_LINGUAL,THALAMUS_PROPER,CEREBELLUM_CORTEX,PALLIDUM,CTX_ISTHMUSCINGULATE,AMYGDALA,CTX_PARAHIPPOCAMPAL,CTX_INFERIORTEMPORAL,CTX_LATERALOCCIPITAL,CTX_POSTCENTRAL,CTX_CUNEUS,CTX_PARSTRIANGULARIS,CTX_INSULA,CTX_CAUDALMIDDLEFRONTAL,CTX_ENTORHINAL,CTX_SUPERIORTEMPORAL,CTX_INFERIORPARIETAL,PUTAMEN,CTX_ROSTRALMIDDLEFRONTAL,CTX_PERICALCARINE,CEREBELLUM_WHITE_MATTER,CTX_SUPRAMARGINAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARACENTRAL,CTX_TRANSVERSETEMPORAL,CTX_MIDDLETEMPORAL,CTX_TEMPORALPOLE,CTX_FUSIFORM,CTX_SUPERIORPARIETAL,CTX_LATERALORBITOFRONTAL,CTX_PARSOPERCULARIS,HIPPOCAMPUS,CEREBRAL_WHITE_MATTER,BRAIN_STEM,ACCUMBENS_AREA,CTX_POSTERIORCINGULATE,CTX_FRONTALPOLE,CTX_PRECUNEUS,CTX_SUPERIORFRONTAL,CTX_CAUDALANTERIORCINGULATE
0.119488,-0.419635,0.000000,-0.300493,-0.000000,0.554806,0.000000,-0.000000,-0.000000,0.278889,0.309077,0.353068,0.256385,0.000000,-0.426388,0.420950,-0.526073,0.315377,-0.418948,0.132116,0.083015,-0.199717,0.000000,-0.452557,0.389832,0.010069,-0.402380,-0.000000,-0.198006,0.239527,0.000000,0.093910,0.594868,-0.242370,0.000000,-0.315749,0.179576,-0.039256,-0.000000,0.029650,-0.119306,-0.376683,0.018636,-0.347073,-0.171056
0.000000,0.000000,-0.000000,0.029163,0.000000,0.154927,-0.111543,-0.000000,-0.195109,0.000000,-0.344342,-0.000000,0.000000,-0.000000,0.000000,0.047455,0.028728,-0.155806,-0.000000,-0.000000,-0.000000,-0.000000,-0.385557,-0.000000,-0.000000,0.000000,0.074565,0.196800,0.129979,0.112645,0.000000,0.073100,0.128237,-0.115275,-0.000000,0.152922,-0.085231,0.138349,-0.000000,-0.228417,0.000000,-0.000000,0.000000,0.000000,0.172049
-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.273154,-0.070218,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.043831,-0.172402,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.161541,-0.000000,0.030945,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.267671,-0.000000,0.385703,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000
-0.141174,0.000000,0.000000,-0.000000,-0.000000,0.384363,0.000000,0.104494,-0.000000,-0.222492,-0.000000,-0.278641,-0.395879,0.000000,-0.173270,0.508190,-0.000000,-0.032835,-0.000000,-0.000000,-0.247498,-0.240054,0.000000,-0.000000,0.460277,0.000000,-0.211544,0.000000,0.040502,-0.000000,-0.350586,-0.000000,-0.165821,-0.185770,-0.050682,0.000000,0.000000,0.000000,-0.000000,-0.025681,0.000000,0.000000,-0.037470,-0.000000,-0.000000
0.000000,0.296801,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.292476,0.369611,-0.000000,0.000000,-0.000000,0.000000,-0.074338,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.252893,0.000000,0.000000,-0.148606,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.054466,-0.000000,-0.000000,-0.108211,0.000000,0.000000,0.000000,-0.000000
0.068295,-0.055597,-0.000000,-0.093422,-0.206467,-0.146580,0.122836,-0.108246,0.271208,-0.096036,-0.059933,-0.405957,-0.103457,0.000000,-0.125263,0.000000,-0.053759,-0.000000,0.000000,-0.445445,-0.078795,0.000000,0.046268,-0.000000,-0.167186,0.339332,-0.000000,0.000000,-0.000000,-0.075209,-0.083258,-0.035290,0.000000,-0.005589,-0.000000,-0.055728,-0.098350,0.321934,0.243334,-0.000000,-0.175674,-0.021602,0.000000,0.000000,-0.065391
0.754116,-0.176032,0.557387,0.064104,-0.513326,0.158464,-0.917127,-0.918667,-0.853424,0.395038,-0.362810,-0.047914,0.475056,0.133092,0.218776,-0.148432,0.470904,0.230061,0.644706,-0.657284,0.393289,0.742114,-0.391840,0.738213,0.598689,-0.932224,0.661083,0.386764,0.010681,0.215674,0.488049,-0.629491,0.295368,0.616402,0.189379,0.592521,-0.890737,-0.926555,-0.969270,0.598352,0.658523,0.302797,0.838443,0.674548,0.309862
-0.025585,-0.248158,0.091346,0.535126,-0.443706,-0.000000,-0.212485,-0.000000,-0.000000,-0.131005,-0.204532,0.030644,0.460046,0.248390,-0.174803,0.000000,0.211785,-0.222057,-0.259573,0.066803,-0.000000,0.045112,-0.328663,0.199734,-0.000000,0.018294,-0.000000,0.000000,-0.285359,-0.569799,0.464960,0.215957,0.155507,-0.165475,0.408530,-0.000000,-0.117418,0.021766,0.000000,0.000000,-0.223492,0.594630,-0.148270,-0.178853,-0.259499
-0.000000,-0.536732,0.629772,0.000000,0.492060,-0.479763,0.144365,-0.167370,0.000000,0.337908,0.311284,0.115050,-0.287159,-0.856706,-0.582871,-0.612543,0.141332,0.560531,0.000000,0.000000,0.000000,-0.350210,0.421482,0.161704,-0.368746,-0.000000,-0.234465,0.694325,-0.121430,0.160602,-0.345216,0.000000,-0.243570,-0.524540,0.426095,0.353497,0.079305,-0.000000,0.000000,0.385024,0.323081,-0.000000,0.195569,0.352198,0.595481
-0.000000,-0.000000,-0.000000,-0.367756,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.081392,-0.031559,0.000000,-0.268053,-0.000000,-0.114582,0.000000,-0.000000,0.086460,-0.090745,-0.000000,0.000000,0.000000,0.090963,0.080281,0.000000,-0.086076,0.000000,-0.000000,-0.000000,0.177701,-0.295873,-0.403651,-0.040048,-0.000000,-0.000000,0.000000,0.381962,0.047474,0.115066,-0.000000,0.305878
