112,142,668,722,800,925,1414,2180,2183,2245,2247,2304,4028,4071,4197,4198,4214,4229,4262,4281,4302,4309,4313,4356,4367,4380,4399,4410,4427,4429,4446,4448,4489,4510,4513,4598,4604,4654,4706,4722,4723,4815,4862,4869,4919,4926,5126,5200,5222,5242,5266,5269,5273,5277
-0.448211,-0.349691,-0.152350,1.014294,0.339163,-0.008205,0.872159,0.037544,-0.003935,-0.189832,0.030333,0.239462,-0.763118,-0.163325,0.214627,-0.992082,0.338966,-2.025907,-4.039523,0.814791,-1.189976,0.478859,-0.366367,0.497565,-0.008699,1.998288,0.152794,0.052095,1.245648,-0.092305,-0.210800,-0.790286,0.751973,-0.688553,1.040607,0.458351,1.934371,-0.695059,0.573268,-0.513142,0.306739,-0.983766,-0.029685,-0.314286,-0.599087,-0.457695,-0.639787,0.390596,0.117613,0.668139,1.626783,0.441891,1.242117,-1.341079
-0.771841,-0.919114,0.040295,-0.761784,-2.187886,-1.162631,-0.359922,0.495022,0.055615,0.561236,1.656153,0.637941,0.255463,-0.092830,-1.783507,-0.214171,-0.395192,1.281011,-0.034729,-0.029704,-2.702512,0.604917,-0.099540,0.637456,1.081985,-0.195393,0.248999,0.439210,0.017557,1.135696,0.367532,1.023260,0.142130,-1.134401,0.116056,0.948133,0.048636,-0.656422,0.809922,0.957571,0.777856,-1.582819,-0.898430,0.115695,0.132112,0.885069,0.817371,-0.105478,0.498520,0.494965,-0.235757,0.639913,-0.314133,-0.303390
0.139849,-0.136423,0.140228,-0.054189,-0.872987,-0.106934,0.371594,-0.216715,0.378127,-0.071523,0.163821,-0.003713,-0.026244,0.373111,0.590703,1.227228,-0.428734,-0.221256,0.088982,0.170304,-0.480836,0.018574,-0.055589,0.196932,-0.361907,0.255730,0.047881,-0.061272,0.211300,0.104264,0.065311,-0.129357,0.364089,0.118258,-0.040722,0.145977,-0.121806,-0.265174,0.096057,0.155022,-0.171353,-0.236412,-0.058952,-0.096094,-0.308709,-0.234188,0.073983,0.004857,0.005755,-0.089948,-0.004258,-0.161229,0.091044,-0.314671
-0.188217,-0.409086,0.106300,0.266592,0.394154,-0.292478,0.511194,-0.064355,0.276260,0.463875,0.138160,-0.005830,0.015979,0.228415,-0.410852,-0.109801,-0.433227,-0.271873,-0.462141,0.140564,0.120226,-0.194256,0.222378,-0.108577,0.486967,-0.499488,0.223878,0.309132,-0.501957,-0.357745,-0.085814,-0.195981,0.315237,-0.160768,-0.128524,0.134537,-0.452035,-0.055071,0.464620,0.207384,-0.027923,0.156053,0.395962,0.351634,0.118381,0.144968,0.016554,-0.235523,0.263800,0.400915,-0.085068,-0.550490,-0.031127,0.101641
0.376754,-0.608248,0.447587,-0.294894,0.028142,0.763824,-0.227573,0.324762,-0.263559,-0.374315,-0.205604,0.052896,-0.072024,-0.343898,-0.555402,0.023890,0.296996,-0.119143,0.668107,0.463874,-0.043085,-0.081064,0.065704,0.287061,-0.274187,0.242971,-0.022755,-0.151305,-0.083435,-0.400719,0.289025,-0.257629,0.207681,0.049861,-0.359900,0.096136,-0.097482,-0.412797,-0.120875,-0.182374,0.003551,-0.672001,0.231586,-0.058301,-0.211652,0.051978,0.054398,0.567832,-0.161148,0.145339,0.161589,0.444793,0.494283,-0.036033
-0.405872,-0.434974,0.350342,-0.142429,-0.636097,-0.449988,0.233829,-0.407391,-0.072333,0.249888,-0.288807,-0.110308,-0.105179,0.131383,0.594416,1.116337,-0.002429,-0.052389,0.482953,-0.204959,0.024658,0.021133,0.024396,0.313143,0.045772,0.332059,-0.324348,0.131145,-0.312901,-0.328618,-0.011818,0.103844,0.472585,0.229719,-0.136432,0.027692,-0.258198,0.022742,0.236373,0.395574,-0.186767,0.521901,-0.173880,-0.033059,-0.006447,-0.062507,-0.044249,0.152636,0.177552,-0.043052,-0.054800,-0.111756,-0.662932,-0.196840
-0.119979,-0.200803,-0.346486,-0.132685,-0.166874,-0.328953,-0.111847,-0.151548,-0.150515,-0.140281,0.243690,-0.247326,0.033202,-0.203304,0.224690,-0.230936,0.450002,-0.024234,1.514925,-0.139162,0.240732,0.065569,-0.256632,-0.056510,-0.082529,-0.121284,-0.316171,-0.010831,0.242906,-0.036160,-0.213832,0.167075,0.034616,-0.325767,0.160832,-0.061895,0.169236,0.178099,0.146333,-0.151411,0.119109,0.001796,-0.443684,-0.090766,0.084619,0.182618,0.230413,0.274245,-0.113470,0.053450,0.554580,0.266862,-0.011248,-0.525137
-0.122491,0.279326,-0.405655,-0.022833,-0.020074,0.420232,0.240038,-0.548925,0.133848,-0.311535,-0.219954,0.137972,0.409945,-0.091648,1.291762,-0.645929,-0.018124,0.512619,0.610270,-0.640382,-2.893466,0.387587,0.328524,0.097590,-0.409855,-0.485057,0.343965,0.274874,0.756750,-0.040368,-0.476704,0.436183,-0.293885,0.380253,1.180600,-0.118876,-0.147714,1.177585,0.244815,-0.087182,-0.105087,-2.168045,-0.404250,-0.226755,-0.047682,-0.468321,0.591510,-0.358325,0.023414,-0.169993,-0.041528,0.404127,0.353188,0.239001
-0.773885,0.142108,-0.305837,0.381375,0.530725,-0.894800,0.278472,-0.401606,0.150848,0.242737,0.090222,-0.147812,0.021546,0.092913,0.224749,-0.432611,0.207239,-0.319898,0.207667,-0.405313,0.538220,0.026115,-0.100358,-0.104863,0.016504,-0.100216,-0.187835,0.291353,0.121729,-0.051770,-0.230796,0.179650,0.227379,-0.011155,0.352416,0.024009,0.370166,0.534638,0.503416,-0.055366,0.074914,-0.971908,-0.170591,0.101063,0.054187,0.048624,-0.003831,-0.147894,0.215341,0.133665,0.310135,-0.158792,-0.329235,-0.288452
