BRAIN_STEM,CTX_LH_BANKSSTS,CTX_LH_CAUDALANTERIORCINGULATE,CTX_LH_CAUDALMIDDLEFRONTAL,CTX_LH_CUNEUS,CTX_LH_ENTORHINAL,CTX_LH_FRONTALPOLE,CTX_LH_FUSIFORM,CTX_LH_INFERIORPARIETAL,CTX_LH_INFERIORTEMPORAL,CTX_LH_INSULA,CTX_LH_ISTHMUSCINGULATE,CTX_LH_LATERALOCCIPITAL,CTX_LH_LATERALORBITOFRONTAL,CTX_LH_LINGUAL,CTX_LH_MEDIALORBITOFRONTAL,CTX_LH_MIDDLETEMPORAL,CTX_LH_PARACENTRAL,CTX_LH_PARAHIPPOCAMPAL,CTX_LH_PARSOPERCULARIS,CTX_LH_PARSORBITALIS,CTX_LH_PARSTRIANGULARIS,CTX_LH_PERICALCARINE,CTX_LH_POSTCENTRAL,CTX_LH_POSTERIORCINGULATE,CTX_LH_PRECENTRAL,CTX_LH_PRECUNEUS,CTX_LH_ROSTRALANTERIORCINGULATE,CTX_LH_ROSTRALMIDDLEFRONTAL,CTX_LH_SUPERIORFRONTAL,CTX_LH_SUPERIORPARIETAL,CTX_LH_SUPERIORTEMPORAL,CTX_LH_SUPRAMARGINAL,CTX_LH_TEMPORALPOLE,CTX_LH_TRANSVERSETEMPORAL,CTX_RH_BANKSSTS,CTX_RH_CAUDALANTERIORCINGULATE,CTX_RH_CAUDALMIDDLEFRONTAL,CTX_RH_CUNEUS,CTX_RH_ENTORHINAL,CTX_RH_FRONTALPOLE,CTX_RH_FUSIFORM,CTX_RH_INFERIORPARIETAL,CTX_RH_INFERIORTEMPORAL,CTX_RH_INSULA,CTX_RH_ISTHMUSCINGULATE,CTX_RH_LATERALOCCIPITAL,CTX_RH_LATERALORBITOFRONTAL,CTX_RH_LINGUAL,CTX_RH_MEDIALORBITOFRONTAL,CTX_RH_MIDDLETEMPORAL,CTX_RH_PARACENTRAL,CTX_RH_PARAHIPPOCAMPAL,CTX_RH_PARSOPERCULARIS,CTX_RH_PARSORBITALIS,CTX_RH_PARSTRIANGULARIS,CTX_RH_PERICALCARINE,CTX_RH_POSTCENTRAL,CTX_RH_POSTERIORCINGULATE,CTX_RH_PRECENTRAL,CTX_RH_PRECUNEUS,CTX_RH_ROSTRALANTERIORCINGULATE,CTX_RH_ROSTRALMIDDLEFRONTAL,CTX_RH_SUPERIORFRONTAL,CTX_RH_SUPERIORPARIETAL,CTX_RH_SUPERIORTEMPORAL,CTX_RH_SUPRAMARGINAL,CTX_RH_TEMPORALPOLE,CTX_RH_TRANSVERSETEMPORAL,LEFT_ACCUMBENS_AREA,LEFT_AMYGDALA,LEFT_CAUDATE,LEFT_CEREBELLUM_CORTEX,LEFT_CEREBELLUM_WHITE_MATTER,LEFT_CEREBRAL_WHITE_MATTER,LEFT_HIPPOCAMPUS,LEFT_PALLIDUM,LEFT_PUTAMEN,LEFT_THALAMUS_PROPER,RIGHT_ACCUMBENS_AREA,RIGHT_AMYGDALA,RIGHT_CAUDATE,RIGHT_CEREBELLUM_CORTEX,RIGHT_CEREBELLUM_WHITE_MATTER,RIGHT_CEREBRAL_WHITE_MATTER,RIGHT_HIPPOCAMPUS,RIGHT_PALLIDUM,RIGHT_PUTAMEN,RIGHT_THALAMUS_PROPER
0.679707,0.256596,0.076865,-0.285678,0.498772,-0.240354,-0.139886,-0.236131,-0.433023,-0.602487,0.692455,-0.042696,-0.098509,0.455794,0.547901,0.157854,-0.378821,0.200585,-0.292407,0.434313,-0.313773,0.016960,0.530609,-0.084397,-0.307583,-0.233122,-0.085851,0.351551,-0.301039,-0.138240,-0.636562,0.131865,-0.424409,0.178245,0.478562,-0.451123,0.171888,-0.592927,0.113612,-0.324616,-0.211524,-0.675730,-0.879253,-0.756755,0.131888,-0.305156,-0.554245,0.108844,0.067871,0.057006,-0.626248,-0.163701,-0.451759,0.096980,-0.142074,-0.056049,0.077131,-0.232292,-0.498882,-0.264511,-0.387860,0.461671,-0.575335,-0.284577,-0.921892,-0.234147,-0.706128,0.040106,0.487139,0.440568,-0.024111,0.741404,0.394336,0.714997,0.841072,0.218483,0.592225,0.593896,0.941214,0.516740,-0.122424,0.741970,0.393244,0.753823,0.794280,0.164156,0.501000,0.529013,0.926243
-0.216225,0.065397,0.055616,-0.097555,-0.070440,-0.282358,-0.297600,0.000000,-0.217130,-0.163527,-0.009638,-0.199049,-0.433058,-0.032039,-0.114630,-0.073574,-0.569980,0.048187,-0.079844,0.082527,-0.136866,-0.257529,0.017607,-0.316121,0.020006,-0.091357,-0.075182,0.152874,-0.264642,0.026818,-0.204855,-0.379266,-0.034696,-0.298292,0.180473,0.559258,-0.170849,0.546570,-0.037821,-0.109822,-0.325932,0.263562,0.327823,0.168567,0.431235,0.042585,-0.095268,0.140238,-0.105879,0.089200,0.182226,0.408020,-0.000000,0.624905,-0.021584,-0.000000,0.055259,-0.000000,0.334881,0.185951,0.504343,0.058966,0.133014,0.511215,0.175870,0.435469,0.550954,-0.174638,0.603778,-0.038701,0.022266,0.237137,-0.087000,-0.000000,0.007176,-0.048206,0.092431,0.381884,0.155670,-0.114347,0.097541,0.361486,-0.044074,0.000000,0.063469,0.000000,0.017144,0.483363,0.245188
-0.441527,0.401197,-0.384457,-0.015458,-0.052204,0.682155,-0.473129,0.185235,0.064440,0.136816,0.134278,0.463553,0.132648,-0.221089,0.161536,0.003951,0.027107,-0.491826,0.697165,-0.393715,-0.626184,-0.690775,-0.129283,-0.619210,0.056224,-0.398923,0.294214,-0.020070,-0.489839,-0.220230,-0.237479,-0.325121,-0.266272,0.013377,-0.023617,0.083185,-0.574518,-0.116225,0.114709,0.375228,-0.525409,0.086016,-0.108116,-0.058047,0.140157,0.333288,0.048926,-0.274812,0.158175,-0.306136,0.000704,-0.508463,0.486210,-0.289425,-0.492937,-0.721770,0.073850,-0.475187,-0.077879,-0.713348,0.308206,-0.223991,-0.489560,-0.282048,-0.279969,-0.271666,-0.208649,-0.044329,0.025401,0.491098,0.922490,-0.041783,-0.459483,-0.268938,-0.145283,0.482889,0.045575,0.002341,-0.121893,0.370457,0.934664,-0.125313,-0.465933,-0.324356,-0.198448,0.455559,-0.022515,0.049522,-0.245668
0.000000,0.000000,0.000000,0.652321,-0.000000,0.000000,0.000000,-0.475259,0.133544,-0.494926,-0.000000,0.000000,-0.000000,-0.000000,-0.139572,0.000000,0.000000,0.000000,0.000000,0.311448,-0.000000,0.000000,-0.000000,0.492317,0.000000,0.741393,0.000000,-0.000000,0.282884,0.438315,0.000000,0.000000,0.498736,0.000000,0.000000,0.000000,-0.000000,0.419091,0.000000,-0.000000,-0.000000,-0.696353,0.000000,-0.522788,-0.000000,0.000000,-0.000000,-0.406304,-0.184705,-0.258580,-0.000000,-0.000000,-0.182305,0.000000,-0.000000,0.000000,0.000000,0.639687,-0.000000,0.468014,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000
-0.000000,0.419402,-0.178458,0.000000,0.605874,-0.218056,-0.000000,0.000000,0.398632,0.000000,-0.127320,-0.073867,0.732279,-0.451109,0.294770,-0.000000,0.000000,0.000000,-0.431378,-0.000000,-0.486409,-0.153783,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.337106,0.547223,0.000000,-0.000000,-0.000000,-0.000000,0.002943,0.000000,-0.000000,0.000000,-0.223954,0.000000,-0.120656,0.124492,-0.104061,-0.203423,-0.000000,0.330075,-0.484935,-0.000000,-0.207512,-0.000000,0.000000,-0.394876,-0.145129,-0.242234,-0.000000,-0.000000,-0.000000,0.246042,0.000000,0.000000,-0.000000,-0.000000,-0.114872,0.302126,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.164192,0.000000,0.000000,0.000000
-0.000000,0.347943,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.391858,0.339843,0.346404,-0.000000,0.515994,-0.000000,-0.000000,-0.000000,-0.239590,0.296026,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.177768,-0.144533,0.715075,0.000000,-0.000000,0.000000,-0.000000,0.161184,0.172151,0.000000,-0.000000,-0.000000,0.000000,0.147099,-0.168886,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.173369,-0.335174,-0.000000,-0.000000,0.000000,-0.157017,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.141222,-0.000000,0.286045,0.000000,0.580616,0.000000,0.210570,0.000000,-0.000000,-0.353823,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.192347,0.000000,0.000000,0.000000,-0.000000,-0.210958,-0.000000,-0.000000,0.000000,-0.000000,-0.269451,-0.000000,0.000000,-0.000000
0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.650250,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.641086,-0.000000
0.000000,0.338280,-0.000000,-0.164534,0.000000,-0.000000,-0.176720,-0.000000,0.000000,-0.000000,0.000000,-0.493842,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.575057,-0.000000,-0.363401,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.252892,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.566331,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.196005,0.000000,0.460023,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.423060,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.441394,0.000000,-0.000000,-0.000000,-0.000000
0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.179057,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.517434,-0.000000,0.000000,-0.287861,-0.000000,0.333033,0.362080,-0.000000,-0.251536,0.000000,-0.581411,0.000000,0.772710,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.412469,0.470525,-0.390149,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.422718,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.202064,0.000000,0.000000,-0.000000
