CTX_BANKSSTS,CTX_PRECENTRAL,CTX_MEDIALORBITOFRONTAL,CTX_PARSORBITALIS,CAUDATE,CTX_LINGUAL,THALAMUS_PROPER,CEREBELLUM_CORTEX,PALLIDUM,CTX_ISTHMUSCINGULATE,AMYGDALA,CTX_PARAHIPPOCAMPAL,CTX_INFERIORTEMPORAL,CTX_LATERALOCCIPITAL,CTX_POSTCENTRAL,CTX_CUNEUS,CTX_PARSTRIANGULARIS,CTX_INSULA,CTX_CAUDALMIDDLEFRONTAL,CTX_ENTORHINAL,CTX_SUPERIORTEMPORAL,CTX_INFERIORPARIETAL,PUTAMEN,CTX_ROSTRALMIDDLEFRONTAL,CTX_PERICALCARINE,CEREBELLUM_WHITE_MATTER,CTX_SUPRAMARGINAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARACENTRAL,CTX_TRANSVERSETEMPORAL,CTX_MIDDLETEMPORAL,CTX_TEMPORALPOLE,CTX_FUSIFORM,CTX_SUPERIORPARIETAL,CTX_LATERALORBITOFRONTAL,CTX_PARSOPERCULARIS,HIPPOCAMPUS,CEREBRAL_WHITE_MATTER,BRAIN_STEM,ACCUMBENS_AREA,CTX_POSTERIORCINGULATE,CTX_FRONTALPOLE,CTX_PRECUNEUS,CTX_SUPERIORFRONTAL,CTX_CAUDALANTERIORCINGULATE
0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.093007,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.178116,-0.000000,0.210313,0.000000,0.000000,0.074479,-0.561216,-0.000000,0.000000,-0.172517,0.226467,-0.159087,0.000000,-0.000000,-0.000000,-0.000000,0.392439,0.279743,-0.238884,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.139224,-0.000000,0.000000,0.000000,-0.296835,0.000000
0.000000,0.000000,0.000000,0.103349,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.385727,-0.000000,0.000000,-0.051064,-0.081641,0.000000,0.161321,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.214398,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.098100,0.000000,0.000000,0.000000,0.230843,0.000000,-0.000000,0.000000,-0.057765,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.250147,-0.535280,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.292005,-0.000000,0.000000,0.000000,0.000000,-0.341317,-0.000000,0.000000,-0.229926,-0.137289,-0.000000,0.000000,0.292250,-0.000000,-0.000000,0.000000,0.000000,0.129666,-0.083520,-0.406491,0.000000,0.083950,-0.000000,0.079890,0.084056,-0.061021,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.102758,0.280468,-0.212297,-0.181437
-0.000000,-0.000000,-0.000000,-0.000000,0.372419,0.000000,0.000000,-0.118550,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.085819,-0.294186,0.000000,0.000000,0.216424,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.055450,0.000000,-0.000000,-0.000000,0.024370,0.000000,-0.000000,-0.000000,0.000000,0.161764,-0.049693,0.000000,-0.000000,-0.000000
-0.165841,0.092751,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.491236,-0.242932,0.182568,-0.311583,0.000000,0.131490,0.133274,0.173082,-0.037621,0.000000,0.000000,0.000000,-0.021028,-0.284624,-0.000000,-0.027916,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.029935,-0.370622,0.000000,-0.193775,0.000000,-0.000000,-0.059543,-0.000000,-0.055130,0.343442,0.000000,0.000000,-0.084181,0.130396
0.000000,0.025684,-0.092341,-0.000000,0.000000,0.000000,0.080571,-0.000000,0.165175,-0.000000,-0.000000,0.065673,-0.027878,0.121575,-0.045158,0.000000,0.000000,0.066279,-0.000000,-0.000000,-0.103260,0.000000,0.000000,-0.034676,-0.109059,0.000000,0.000000,0.000000,0.035333,-0.000000,0.050905,0.000000,-0.000000,-0.256889,-0.140081,0.000000,0.000000,-0.000000,0.045762,0.000000,0.096997,-0.000000,-0.101956,-0.124725,0.097621
-0.099055,0.011759,0.198108,-0.106062,0.288393,0.162087,-0.008327,-0.011346,-0.053564,-0.114052,0.101599,-0.221183,-0.205496,0.115389,0.026102,0.089762,-0.040687,-0.067840,-0.009343,-0.048048,0.277941,-0.004729,0.031541,0.184887,0.094423,-0.114431,-0.133912,0.153258,-0.178340,0.159740,-0.015492,0.206606,-0.106392,-0.007965,-0.200617,-0.276162,-0.036697,-0.112270,-0.083835,0.108858,-0.250217,0.148855,-0.155576,0.070714,0.065441
0.143086,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.189735,0.000000,-0.000000,-0.027340,-0.000000,0.000000,0.000000,0.208534,0.241060,0.000000,0.000000,0.347123,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.189100,0.164173,-0.349169,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.359503,0.000000,0.000000,-0.000000,-0.098005,-0.000000,-0.370900,-0.094157,0.000000,0.196213
0.000000,0.000000,0.119647,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.182235,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.626540,0.297247,-0.000000,0.000000,-0.000000,-0.000000,0.223887,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.119228,-0.155641,0.000000,-0.000000
0.000000,-0.000000,0.000000,0.567554,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.107238,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.233417,-0.227050,0.000000,0.038218,0.000000,-0.000000,-0.000000,-0.290972,0.000000,-0.000000,0.000000
-0.000000,0.000000,-0.065874,0.000000,-0.196963,0.000000,-0.052292,0.000000,0.000000,-0.000000,0.131124,-0.000000,-0.091931,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.199752,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.225645,0.000000,-0.000000,0.000000,-0.000000,0.270460,-0.000000,-0.000000,-0.109139,-0.000000,-0.000000,0.000000,-0.000000,-0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,-0.091342,-0.106567,-0.153747,-0.000000,-0.126003,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.452900,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.088711,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.281116,-0.000000,-0.000000,0.000000,0.083461,0.000000,0.000000,0.081766,0.000000,-0.314434,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000
0.000000,-0.000000,-0.230900,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.168697,0.000000,-0.000000,0.000000,-0.020143,0.524834,0.000000,-0.140642,-0.000000,-0.023383,-0.000000
0.239450,-0.000000,-0.000000,-0.037817,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.051066,-0.000000,-0.255715,0.000000,-0.155902,-0.000000,0.000000,0.000000,-0.000000,0.559348,-0.151790,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.121251,0.127965,0.472712,0.147627,0.000000,-0.000000,-0.304088,-0.179767,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.055298,-0.000000,-0.143678
0.000000,0.000000,0.080460,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.089917,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.190199,-0.000000,-0.000000,-0.324110,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.202075,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.128015,0.000000,0.000000,-0.000000,-0.083181,-0.000000
-0.126796,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.124771,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.144221,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.626554,-0.000000,-0.000000,-0.000000,-0.000000,-0.109555,0.000000,-0.000000,0.000000,-0.000000,-0.149693,0.000000,-0.000000,-0.000000
0.000000,-0.000000,-0.337238,0.256657,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.061723,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.264543,-0.000000,0.262465,0.000000,0.000000,0.128991
-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.185438,0.000000,0.000000,-0.000000,0.000000,0.146542,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.087649,0.000000,-0.000000,-0.000000,0.000000,-0.036070,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.304462,-0.060652
