CTX_BANKSSTS,CTX_PRECENTRAL,CTX_MEDIALORBITOFRONTAL,CTX_PARSORBITALIS,CAUDATE,CTX_LINGUAL,THALAMUS_PROPER,CEREBELLUM_CORTEX,PALLIDUM,CTX_ISTHMUSCINGULATE,AMYGDALA,CTX_PARAHIPPOCAMPAL,CTX_INFERIORTEMPORAL,CTX_LATERALOCCIPITAL,CTX_POSTCENTRAL,CTX_CUNEUS,CTX_PARSTRIANGULARIS,CTX_INSULA,CTX_CAUDALMIDDLEFRONTAL,CTX_ENTORHINAL,CTX_SUPERIORTEMPORAL,CTX_INFERIORPARIETAL,PUTAMEN,CTX_ROSTRALMIDDLEFRONTAL,CTX_PERICALCARINE,CEREBELLUM_WHITE_MATTER,CTX_SUPRAMARGINAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARACENTRAL,CTX_TRANSVERSETEMPORAL,CTX_MIDDLETEMPORAL,CTX_TEMPORALPOLE,CTX_FUSIFORM,CTX_SUPERIORPARIETAL,CTX_LATERALORBITOFRONTAL,CTX_PARSOPERCULARIS,HIPPOCAMPUS,CEREBRAL_WHITE_MATTER,BRAIN_STEM,ACCUMBENS_AREA,CTX_POSTERIORCINGULATE,CTX_FRONTALPOLE,CTX_PRECUNEUS,CTX_SUPERIORFRONTAL,CTX_CAUDALANTERIORCINGULATE
0.113774,-0.411394,0.000000,-0.299735,-0.000000,0.557064,0.000000,-0.000000,-0.000000,0.274319,0.304776,0.351565,0.253178,0.014594,-0.422153,0.424451,-0.527424,0.313209,-0.416468,0.132548,0.077095,-0.200283,0.000000,-0.455028,0.394232,0.008640,-0.403041,-0.000000,-0.195866,0.239870,0.000000,0.095366,0.593721,-0.241353,0.000000,-0.317583,0.178806,-0.040059,-0.000000,0.024581,-0.119864,-0.372130,0.016308,-0.347906,-0.169783
0.000000,0.000000,-0.000000,0.024697,0.027294,0.154732,-0.111368,-0.000000,-0.196299,0.000000,-0.341014,-0.000000,0.000000,-0.000000,0.000000,0.038358,0.031050,-0.154630,-0.000000,-0.000000,-0.000000,-0.000000,-0.384583,-0.000000,-0.000000,0.000000,0.074587,0.194406,0.131743,0.116679,0.000000,0.075291,0.130588,-0.116058,-0.000000,0.155806,-0.083824,0.136875,-0.000000,-0.231242,0.000000,-0.000000,0.000000,0.000000,0.170487
-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.269071,-0.070654,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.051338,-0.171461,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.164583,-0.000000,0.033814,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.269394,0.000000,0.384972,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
-0.140831,0.000000,0.000000,0.000000,-0.000000,0.383475,0.000000,0.104265,-0.000000,-0.222057,-0.000000,-0.279296,-0.391672,-0.000000,-0.175400,0.505734,-0.000000,-0.037694,-0.000000,-0.000000,-0.256895,-0.236869,0.000000,-0.000000,0.460450,-0.000000,-0.209301,0.000000,0.050310,-0.000000,-0.355313,-0.000000,-0.164739,-0.179941,-0.042146,0.000000,0.000000,0.000000,-0.000000,-0.032062,0.000000,0.000000,-0.031768,-0.000000,-0.000000
0.000000,0.297521,0.000000,-0.000000,-0.000000,0.000000,-0.018360,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.295539,0.369641,-0.000000,0.000000,-0.000000,0.000000,-0.074560,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.253536,0.000000,0.000000,-0.152191,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.054167,0.000000,0.000000,-0.103241,0.000000,0.000000,-0.000000,-0.000000
0.072176,-0.057422,-0.000000,-0.094929,-0.208823,-0.139046,0.118151,-0.110907,0.268258,-0.093757,-0.061523,-0.409226,-0.104599,0.000000,-0.122757,0.000000,-0.050240,-0.000000,0.000000,-0.452402,-0.075842,0.000000,0.042465,-0.000000,-0.158134,0.335067,0.000000,0.000000,-0.000000,-0.068277,-0.086097,-0.040141,0.000000,-0.002432,-0.024553,-0.050047,-0.100913,0.318152,0.238865,-0.000000,-0.175037,-0.023929,0.000000,0.000000,-0.068389
0.759584,-0.177346,0.561067,0.061542,-0.514021,0.156712,-0.919854,-0.921668,-0.856099,0.402088,-0.367479,-0.041979,0.477590,0.131225,0.218687,-0.155411,0.473690,0.232480,0.649619,-0.660379,0.396800,0.746388,-0.394290,0.740531,0.599254,-0.936796,0.664559,0.390343,0.008499,0.216151,0.490009,-0.634027,0.295529,0.619411,0.188343,0.595949,-0.893967,-0.930726,-0.973204,0.605792,0.666579,0.301748,0.843387,0.676280,0.313146
-0.030635,-0.242334,0.092128,0.538174,-0.442427,-0.000000,-0.213470,-0.000000,-0.000000,-0.133929,-0.206659,0.025956,0.458494,0.252128,-0.171007,0.000000,0.215022,-0.221865,-0.254300,0.072559,-0.000000,0.046860,-0.327422,0.203182,-0.000000,0.015858,-0.000000,0.000000,-0.283884,-0.572983,0.463829,0.216828,0.150055,-0.166184,0.408531,-0.000000,-0.119605,0.020797,0.000000,-0.000000,-0.225960,0.596221,-0.152581,-0.175806,-0.257382
-0.000000,-0.536271,0.631960,0.000000,0.489610,-0.472170,0.143624,-0.168585,0.000000,0.335199,0.311151,0.114148,-0.286827,-0.853254,-0.584540,-0.605667,0.140668,0.559777,0.000000,0.000000,0.000000,-0.347948,0.418848,0.161048,-0.367246,-0.000000,-0.236656,0.694654,-0.126834,0.164557,-0.347243,0.000000,-0.239079,-0.519868,0.426776,0.350227,0.078131,0.000000,0.000000,0.384911,0.319447,-0.000000,0.194664,0.351795,0.590929
-0.000000,-0.000000,0.000000,-0.364513,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.084466,-0.041249,0.000000,-0.273018,-0.028136,-0.117215,0.000000,-0.000000,0.088020,-0.092365,-0.000000,0.000000,0.000000,0.083293,0.085935,0.000000,-0.086744,0.000000,-0.000000,-0.000000,0.179677,-0.295457,-0.409408,-0.034134,-0.000000,0.000000,0.000000,0.380143,0.051219,0.116258,-0.000000,0.305480
