"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",-0.0852871681025504,-0.102957370429512,-0.222424152908873,0.311859570697448,0.125901859938616,-0.17216504966063,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",0.00303094160981936,-0.00775901642457205,-0.0387127330779308,0,0,0,0,0,0,0,-0.0934627383316517
"ADAS_AV1451_1",0.000790176453815903,0,0.0186606953959986,0,0,0,0,0,0,0,0.239122185885426
"ADAS_retroslope_AV1451_BL",-0.0357005365478998,0.0873619999971503,0,0,0,0,0,0,0,0,0.155916397060674
"AV1451_BL_closest_AV45_wcereb",-0.126380633888238,0.433734796042933,0.213604258620386,0,0,0.346191318721874,0,0,0,0,0.175510447922722
"AV1451_BL_closest_AV45_wcereb_retroSlope",-0.0471685808612735,0.146655579541402,0.0910874898882716,0,0.0225269598542245,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_BIN1.11",-0.387043878635526,1.40214698797309,1.04230642618444,-0.892804856926463,0,0.00205994027645163,0,0.64630285068313,0,0,0.951383057088846
