"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11"
"AVLT_AV1451_1",-0.0548382245302006,-0.0983501157160361,0.545986047880629,0.152094699052295,-0.236413304989012,-0.111953054222052,0,-0.227540399415445,0.056724347128982,-0.207932732693989,-0.103800173991471,0.103717795984992,-0.0242984952276841,0,-0.0774210782621288,-0.024524747581786
"AVLT_retroslope_AV1451_BL",-0.166311123601978,-0.126574947506646,0,0,-0.0461021433602004,-0.0919005607575975,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",0.134720977374956,0,-0.174518573468097,-0.125147521697771,0.460382698378642,0.0692710031127215,0,0.290486728568624,-0.315534378576969,0.0281340124425532,0,0,0.16989784024536,0.132788061943935,0.0280934697860867,0
"ADAS_retroslope_AV1451_BL",0.325222667199861,0,0,-0.108311694760023,0.350188228132242,0.0874386104073185,0,0.161889231867666,-0.260857145430294,0,0,0,0.0240444341960051,0.0471418716857642,0.0442877248488717,0
"AV1451_BL_closest_AV45_wcereb",0.561359087240059,0.236908777575062,0,0,0.521493312417266,0.205076063573195,0.0604718300520614,0.179653501309579,0.105596927258321,0,0.072062932011528,0.0884271663472346,0,0,0.0306314748774004,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",0.355976033495492,0.175983211271577,0,0.0620247611118136,0,0,0,0,0,0.0543565254909651,0.0461453680741957,0.197403823735233,0.126431466421503,0,0.125902745359612,0
