"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",-0.0515914211566897,-0.196279122758118,0.687860740533386,0.250487387192379,-0.662887990352588,-0.203959238213508,0.297118383315399,1.39336693921522,-1.42004522924022,0.185203665682317
"AVLT_retroslope_AV1451_BL",-0.238625523519714,-0.127971706330989,0,0.0479576791027985,-0.140695799074181,-0.0795489079701114,0,0,0,0
"ADAS_AV1451_1",0.15790141703996,0.12976714806612,-0.312686362948244,-0.170103012418151,0.395922218548468,0.125904494775273,-0.592059429529572,0.417054880427793,0.418867038139441,-0.103933582944179
"ADAS_retroslope_AV1451_BL",0.473587913050434,0.0837319614576946,-0.0670612574567252,-0.175012595916626,0.266336267419378,0,-0.386603378470629,0.715596699228897,0,-0.162635450978858
"AV1451_BL_closest_AV45_wcereb",0.568664491567548,0.23157600615976,0,0,0.39565163214698,0.0651175557325507,0.181613041799404,0,0,0.0570246726031424
"AV1451_BL_closest_AV45_wcereb_retroSlope",0.266066721524654,0.15615328910283,0,0.108333032239201,0.151759064052782,0,0,0,0,-0.0675809740090201
