"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",-0.0284926871933952,0,-0.000413521231956475,0.0896788532830858,0.00702442307539044,0,0,0,-0.150314320511967,0,-0.0611534932810916,0,0,0,0,0,0,-0.172747602381358,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",4.56180340060973e-05,0,-0.00334650282818665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119426964958343,-0.00735223987238649,0,0,0,0
"ADAS_AV1451_1",0.00407304463351836,0.00743927963138645,0,-0.00974811787857728,-0.0408101874573175,0.225407465352535,0,0,0.187551127238514,-0.242746769592629,0,0,0,0.108061937036059,0.0479531376643521,0,0,0.153258734771882,0.0102625346288049,0,0.10444878650522,0,0
"ADAS_retroslope_AV1451_BL",-0.000779828121075274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139916361418117,0,0,0.149047980784061,0,0
"AV1451_BL_closest_AV45_wcereb",-0.0937105517681082,0.349460173686894,0.113101085714212,0,0,0.0869113252530282,0,0,0.0418355325521984,0,0,0,0,0,0,0,0,0.377309312315331,0.0466639898195941,0.0967930254841677,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-0.00295537367770441,0.0198358894857795,0.00424639100228637,0,0,0,0,0,0,0,0,0,0.114056199600462,0,0,0.00799953498817149,0,0.0188796987607555,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_BIN1.11",-0.392403861466005,0.938689555557895,0.661843925983513,-0.510639558401727,0,0.184752573769308,0,0,0,0,0,0,0.220362686213298,0,0,0,0.00138459276394026,0.686977870839842,0.0615700638864493,0.153172192025907,0,0,0.0801054266092763
