"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",-0.0538843552322602,-0.0918732745735864,0.533159286437592,0.149986596304705,-0.253300602112919,-0.117426900110602,0,-0.234531932973765,0.0431047302671686,-0.201879281017985,-0.0998048910135273,0.0814784474400864,-0.0195523786770936,0,-0.0723885487247641,-0.0168739504324595,0.0371079015317439,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",-0.173176806240851,-0.127458353670282,0,0,0,-0.06326307667303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144193998224145
"ADAS_AV1451_1",0.129999217174797,0,-0.148185562071312,-0.122773168607543,0.429725093711352,0.0508808407402014,0,0.287508189434421,-0.318052237651987,0.0234155110993745,0,0,0.160350044259477,0.131549771049805,0.0306103124699596,0,0,0,0,0.0366890052805837,0,0
"ADAS_retroslope_AV1451_BL",0.325222667199861,0,0,-0.108311694760023,0.350188228132242,0.0874386104073185,0,0.161889231867666,-0.260857145430294,0,0,0,0.0240444341960051,0.0471418716857642,0.0442877248488717,0,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb",0.521374113697947,0.249478948863354,0,0,0.306429953002001,0.103998452302349,0.0817853182652452,0.141730809062169,0.0384017018548093,0,0.0807229183551966,0.0219029569674323,0,0,0.0751769622546554,0,0.0984105969380596,0,0.0974410081479128,0,0,0.114366338062123
"AV1451_BL_closest_AV45_wcereb_retroSlope",0.355976033495492,0.175983211271577,0,0.0620247611118136,0,0,0,0,0,0.0543565254909651,0.0461453680741957,0.197403823735233,0.126431466421503,0,0.125902745359612,0,0,0,0,0,0,0
