"","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","BRAAK1_MAX","BRAAK2_MAX","BRAAK3_MAX","BRAAK4_MAX","BRAAK5_MAX","BRAAK6_MAX"
"AVLT_AV1451_1",-0.235343208581777,-0.272003229128604,0.467023512646444,0.192905126429734,-0.21619836059187,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",-0.220874624617832,-0.146868591047046,0,0,0,0,0,0,0,-0.168314794269151
"ADAS_AV1451_1",0.375636809208323,0.229274800074989,-0.191194086100933,-0.0323672129781224,0.13150947049012,0,-0.877467487929486,0.572795579124112,0,0.610761705544109
"ADAS_retroslope_AV1451_BL",0.499965340691613,0.104483481017375,0,-0.0471748931228127,0,0,0,0,0,0.318780720727246
"AV1451_BL_closest_AV45_wcereb",0.526126812497284,0.265478677321142,0,0,0.341737499697196,0,0,0,0,0.212235916796014
"AV1451_BL_closest_AV45_wcereb_retroSlope",0.386918658010692,0.213947186433431,0,0.135646169883428,0,0,0,0.0636615350294805,0,0
