"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","AV1451_PVC_Braak1_CerebGray_BL","AV1451_PVC_Braak2_CerebGray_BL","AV1451_PVC_Braak3_CerebGray_BL","AV1451_PVC_Braak4_CerebGray_BL","AV1451_PVC_Braak5_CerebGray_BL","AV1451_PVC_Braak6_CerebGray_BL"
"AVLT_AV1451_1",-0.127202744174556,0,-0.138556848703602,0.323329988483336,0.108421932716584,-0.303313328605203,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",-0.000116818609958965,0,-0.016539022665248,0,0,-0.128437175731136,-0.0167977680270993,0,0,0,0
"ADAS_AV1451_1",0.000893320597769763,0,0.00208908445472752,0,0,0.222353567967095,0,0,0.338988643308082,0,0
"ADAS_retroslope_AV1451_BL",-0.0597357741516048,0.150681572573608,0,0,0,0.168077889822865,0,0,0.216751243249429,0,0
"AV1451_BL_closest_AV45_wcereb",-0.0986471010400114,0.362275508113109,0.125751430360955,0,0,0.410399254504589,0.0388336538577393,0.159769743757888,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-0.0220678883278202,0.0814614958497132,0.057894483255186,0,0.0173586385001505,0.0795866520346557,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_BIN1.11",-0.397210688248248,0.83806232091966,0.628425255138312,-0.473135789317477,0,0.753010086625577,0.037188722378347,0.261511060231542,0,0,0.0225687937819008
