"","(Intercept)","APOE4_BIN1","Age.AV1451","Gender1","Edu..Yrs.","NSFA_0","NSFA_1","NSFA_2","NSFA_3","NSFA_4","NSFA_5","NSFA_6","NSFA_7","NSFA_8","NSFA_9","NSFA_10","NSFA_11"
"AVLT_AV1451_1",-0.0707347810340026,0,-0.035869482784165,0.192155039927523,0.0515289828502917,-0.0911163065730032,-0.00150729142661568,0,-0.215550858983264,0,-0.112256164099314,0,0,0,0,0,0
"AVLT_retroslope_AV1451_BL",0.017080632053237,-0.0479741047647366,-0.060269271542889,0,0,0,-0.0425880051005327,0,0,0,0,0,0,0,0,0,0
"ADAS_AV1451_1",-0.00206571379743301,0.00440603010265058,0,0,-0.00381294635725055,0.4062630967181,0,0,0.226366900286577,-0.248243801239057,0,0,0,0.111437751555275,0.0324498646636363,0,0
"ADAS_retroslope_AV1451_BL",-0.0167617009267218,0.0435424171774657,0,0,0,0.235089423934878,0,0,0,-0.0446151664212393,0,0,0,0,0,0,0
"AV1451_BL_closest_AV45_wcereb",-0.119185696033771,0.406035684678382,0.132733912262142,0,0,0.429420284934604,0.134727906655313,0,0.1785994836157,0,0,0.00421885517635215,0.00355501592160819,0,0,0,0
"AV1451_BL_closest_AV45_wcereb_retroSlope",-0.00911983999345878,0.0371638482341793,0.011526744346128,0,0,0,0,0,0,0,0,0,0.120994269673135,0,0,0.0167750540721438,0
"AV1451_BL_closest_AV45_wcereb_BIN1.11",-0.365434619758269,1.25867408070314,0.920753549937282,-0.835776465180681,0,1.1747132275685,0.25275299777157,0.0312369660480752,0.0421154235764356,0,0,0,0.406643133964925,0,0,0,0.164366392560974
