HIPPOCAMPUS_change_PVALUE,0.67596,0.41546,0.74092,0.56073,0.43526,0.09286,0.76013,0.25363,0.92496,0.08361
CEREBRAL_WHITE_MATTER_change_PVALUE,0.33471,0.49349,0.16516,0.35095,0.15179,0.26318,0.69023,0.53148,0.22923,0.39046
BRAIN_STEM_change_PVALUE,0.93636,0.47334,0.53184,0.6326,0.72117,0.68867,0.42246,0.95819,0.35106,0.89021
ACCUMBENS_AREA_change_PVALUE,0.22001,0.56868,0.17147,0.09008,0.06637,0.89973,0.37393,0.39156,0.32971,0.00055
CTX_POSTERIORCINGULATE_change_PVALUE,0.64058,0.55432,0.56156,0.3299,0.47812,0.97496,0.35966,0.31397,0.4703,0.01313
CTX_FRONTALPOLE_change_PVALUE,0.74287,0.25505,0.89275,0.75612,0.73602,0.59417,0.62706,0.28171,0.58809,0.45434
CTX_PRECUNEUS_change_PVALUE,0.52005,0.77197,0.46237,0.27718,0.44386,0.49049,0.28498,0.00838,0.95527,0.00255
CTX_SUPERIORFRONTAL_change_PVALUE,0.41866,0.44891,0.21949,0.12542,0.17558,0.63381,0.99199,0.00364,0.49532,0.00288
CTX_CAUDALANTERIORCINGULATE_change_PVALUE,0.42576,0.8728,0.58542,0.36894,0.43584,0.75131,0.19338,0.00105,0.55102,2e-05
DIAGS_PVALUE,0.352309034627,0.00299293452541,7.67994130541e-06,0.0304231200362,8.26097062538e-06,0.00573852828347,0.0173740710857,0.436323007763,0.781627093783,0.587637866256
