Name,INC_LOW_N_rank_effect_pvalue,INC_LOW_N_rank_effect_rank_biserial,INC_LOW_N_ranks_post_mean,INC_LOW_N_ranks_post_std,INC_LOW_N_ranks_prior_mean,INC_LOW_N_ranks_prior_std,INC_LOW_N_uptake_effect_pvalue,INC_LOW_N_uptake_effect_rank_biserial,INC_LOW_N_uptakes_post_mean,INC_LOW_N_uptakes_post_std,INC_LOW_N_uptakes_prior_mean,INC_LOW_N_uptakes_prior_std,INC_VS_STABLE_uptake_effect_pvalue,INC_VS_STABLE_uptake_effect_rank_biserial,LOW_N_rank_effect_pvalue,LOW_N_rank_effect_rank_biserial,LOW_N_ranks_post_mean,LOW_N_ranks_post_std,LOW_N_ranks_prior_mean,LOW_N_ranks_prior_std,LOW_N_uptake_effect_pvalue,LOW_N_uptake_effect_rank_biserial,LOW_N_uptakes_post_mean,LOW_N_uptakes_post_std,LOW_N_uptakes_prior_mean,LOW_N_uptakes_prior_std,STABLE_LOW_N_rank_effect_pvalue,STABLE_LOW_N_rank_effect_rank_biserial,STABLE_LOW_N_ranks_post_mean,STABLE_LOW_N_ranks_post_std,STABLE_LOW_N_ranks_prior_mean,STABLE_LOW_N_ranks_prior_std,STABLE_LOW_N_uptake_effect_pvalue,STABLE_LOW_N_uptake_effect_rank_biserial,STABLE_LOW_N_uptakes_post_mean,STABLE_LOW_N_uptakes_post_std,STABLE_LOW_N_uptakes_prior_mean,STABLE_LOW_N_uptakes_prior_std,regions
right_occipital,0.40684202143504183,0.023265306122448925,29.100000000000001,14.874858942908622,30.399999999999999,13.021301229688442,0.021733829104985475,0.19795918367346943,0.99197729450579797,0.19758997192127817,0.92743298994709322,0.18426647742287314,0.10126293166950251,0.12903225806451613,0.27712748729446141,0.042125803489439839,30.113636363636363,13.936896597767364,31.393939393939394,12.840960489751428,0.13386111148601215,0.078971533516988046,0.93218993996009769,0.18987317337792223,0.90775187169132354,0.1686156475965517,0.25367540054055543,0.069198751300728389,31.258064516129032,12.698660691217651,32.516129032258064,12.53992583129256,0.27686113107976551,0.061914672216441202,0.86468808805366204,0.15518951813759541,0.88553125430577717,0.14582394892546818,"['ctx-rh-lateraloccipital', 'ctx-rh-cuneus', 'ctx-rh-lingual', 'ctx-rh-pericalcarine']"
ctx-lh-rostralanteriorcingulate,0.37405731714464752,0.031632653061224536,23.771428571428572,13.116152994981229,24.471428571428572,12.467926197787239,0.010418686167001716,0.22653061224489801,1.0708332787843609,0.20666615397540267,0.98832356278217903,0.1571782182635513,0.21980851316520844,0.078341013824884786,0.34488874893144872,0.028466483011937549,23.030303030303031,12.524484743493076,23.643939393939394,12.612002806224144,0.15204125973383537,0.073232323232323204,1.0276368474286197,0.18203071512065749,0.99797888614468133,0.14510186065366937,0.40323100132519629,0.02575442247658688,22.193548387096776,11.764954395367541,22.70967741935484,12.708121732201731,0.1226390584033864,0.1212278876170656,0.97886668299471846,0.13356144947818652,1.0088800576829899,0.12926326987865119,['ctx-lh-rostralanteriorcingulate']
ctx-rh-caudalanteriorcingulate,0.44363311546587753,0.014081632653061171,22.485714285714284,12.034169040270122,22.257142857142856,12.672451239131414,0.014109574912601027,0.21510204081632656,1.0900732257540131,0.19121849608804006,1.0182224847383752,0.15594346574163259,0.47001497425292227,0.0078341013824885231,0.44102683360880118,0.010617539026629985,21.636363636363637,12.695306175830169,21.810606060606062,13.019875584611059,0.12938972620700301,0.080463728191000894,1.0521819926192224,0.18684798415450571,1.0202932785800474,0.16414562485927942,0.37542882714046916,0.033298647242455792,20.677419354838708,13.337763745372284,21.306451612903224,13.383413795751213,0.28359254750074253,0.059833506763787736,1.0094015681122008,0.17203328652853581,1.0226312716270964,0.17290941034117352,['ctx-rh-caudalanteriorcingulate']
ctx-rh-parsorbitalis,0.16240811608109212,0.096122448979591879,6.3571428571428568,6.148253443715805,5.2714285714285714,6.6653076846168355,0.032580623223872555,0.18081632653061219,1.3248574017597314,0.20707466140883324,1.2556844407631218,0.18874747063567157,0.1020728282327093,0.12857142857142856,0.2633751238469062,0.044880624426078986,6.0606060606060606,6.910419861556429,5.7196969696969697,7.5169650487770845,0.12011348817442874,0.08367768595041325,1.26760731308432,0.20177665908891165,1.2466466542267456,0.20740273294027314,0.43695999583008088,0.016649323621227841,5.725806451612903,7.6667891980737481,6.225806451612903,8.3461780993317429,0.43942759145739052,0.016129032258064502,1.202970116192726,0.17432663672607729,1.2364427016856754,0.22619333120938265,['ctx-rh-parsorbitalis']
left_hippocampus,0.11438096278273124,0.11795918367346936,32.399999999999999,8.3724036487225604,30.428571428571427,9.3938755558706273,0.0014323409406903206,0.29224489795918362,0.9864762492569219,0.098871455081702184,0.94033055038086222,0.10030487628447259,0.042193360174656414,0.17465437788018434,0.38450321240395524,0.020948117539026589,31.106060606060606,8.400268372117619,31.348484848484848,8.9264544256612197,0.011057546101718527,0.16299357208448118,0.94623402640725163,0.1003177068391901,0.92595920463012982,0.08582180654233601,0.036858258415215651,0.18626430801248695,29.64516129032258,8.1894833705925087,32.387096774193552,8.2449492627591994,0.47509528192990907,0.0067637877211238484,0.90079925867375266,0.080598865542206397,0.90973349168575457,0.061849876653548179,"['Left-Hippocampus', 'ctx-lh-entorhinal', 'ctx-lh-inferiortemporal', 'ctx-lh-parahippocampal', 'ctx-lh-temporalpole', 'ctx-lh-transversetemporal']"
ctx-lh-superiortemporal,0.27266565440523438,0.059387755102040862,31.757142857142856,7.8493597815103273,30.328571428571429,9.9351057634336364,0.0017536216504543969,0.28612244897959183,0.98801304751298724,0.11518222318901639,0.93416734448719596,0.11398476250171997,0.34496180072099292,0.040552995391705093,0.050845605352352177,0.11650596877869601,32.628787878787875,8.2318720053570047,30.606060606060606,9.4152982988821421,0.38861727708351984,0.020202020202020221,0.93319958555093652,0.12053790377289579,0.92677280262999862,0.10492723361632816,0.03769160562936346,0.18522372528616027,33.612903225806448,8.5371197808116221,30.919354838709676,8.7810249734166508,0.0010850663834858266,0.31945889698231011,0.87131341881958901,0.093448547225262676,0.91842412633961412,0.092949675684269248,['ctx-lh-superiortemporal']
ctx-rh-medialorbitofrontal,0.34909191857110278,0.038163265306122462,26.714285714285715,14.773666589232205,25.857142857142858,14.512345202113478,0.058313420545034148,0.15387755102040812,1.0524111929961133,0.23590605214901819,0.98551999657781941,0.19115653681781106,0.31040282825895493,0.050230414746543772,0.49163659548240829,0.0015495867768594573,24.530303030303031,14.244318055908103,24.598484848484848,14.135094863325996,0.26661623900057368,0.044421487603305776,1.0148445123791612,0.20635600449060357,0.98924514471863145,0.17287149434783242,0.32814230796976063,0.046566077003121764,22.06451612903226,13.194415934881054,23.177419354838708,13.556957734598495,0.18752918840986127,0.092611862643080078,0.9724305181342151,0.1563180434650005,0.99345095713567744,0.1494525213032673,['ctx-rh-medialorbitofrontal']
right_hippocampus,0.017959464249406414,0.20551020408163267,34.25714285714286,7.9618478011177318,30.885714285714286,9.1924547586483083,0.029101814597595376,0.18571428571428572,0.95880017416137375,0.074739608525394186,0.9335910831751103,0.086568193780008296,0.081132310178096134,0.1414746543778802,0.25857850276189448,0.046143250688705284,32.477272727272727,7.999494216105079,31.628787878787879,8.5735722400295096,0.12938972620700301,0.080463728191000894,0.93067860958696325,0.089628535448416424,0.92336948899371429,0.078712574716248457,0.073103630801296213,0.15140478668054114,30.467741935483872,7.553503228977724,32.467741935483872,7.7307883459277127,0.26691306142368032,0.065036420395421457,0.89892845603520977,0.09431531992472944,0.91182897943407337,0.066922400117639183,"['Right-Hippocampus', 'ctx-rh-entorhinal', 'ctx-rh-inferiortemporal', 'ctx-rh-parahippocampal', 'ctx-rh-temporalpole', 'ctx-rh-transversetemporal']"
ctx-rh-rostralmiddlefrontal,0.013695005699501059,0.21612244897959187,16.742857142857144,10.302129758017049,20.985714285714284,11.433650657027211,9.4960125181875335e-05,0.36571428571428577,1.1609159871958112,0.21336073309183781,1.0289201802427903,0.17843549016147495,0.23353800296944771,0.07373271889400923,0.02756564652639296,0.13653581267217629,16.234848484848484,9.7932102704519508,19.022727272727273,11.232707861211241,0.011880263247204908,0.16104224058769512,1.0986047110818424,0.19701177051195304,1.0439554573049092,0.17755545678671403,0.34916539515831846,0.040582726326742979,15.661290322580646,9.1509624883997791,16.806451612903224,10.572085443977242,0.23052584865536269,0.077003121748179026,1.0282532703080063,0.14800594945255072,1.0609307701169786,0.17501097912132393,['ctx-rh-rostralmiddlefrontal']
ctx-lh-caudalanteriorcingulate,0.46842768885273955,0.0079591836734693722,20.085714285714285,13.651523051757012,19.914285714285715,14.417987631668254,0.055457269757741873,0.15632653061224488,1.1179196396358722,0.22487215240053854,1.046276636648743,0.19459121708885804,0.43032694544896061,0.017972350230414769,0.43847756837724239,0.011076675849403084,19.666666666666668,14.000901846854457,19.515151515151516,14.697703824214035,0.30325273149579102,0.036730945821854877,1.0790973328277849,0.22992384676037333,1.0617376150749596,0.22131375347402829,0.44629455474083513,0.014308012486992761,19.193548387096776,14.370488026459867,19.06451612903226,14.994483897304171,0.21270084537678563,0.083246618106139425,1.0352656961089763,0.22767533559651199,1.0791935584593975,0.2468871936443475,['ctx-lh-caudalanteriorcingulate']
ctx-lh-parsopercularis,0.25101221358334469,0.065918367346938789,22.12857142857143,10.55857326478133,23.614285714285714,12.119986866026425,0.0014919364107602885,0.29102040816326535,1.0956235761341258,0.19403967979869374,1.0040985308578407,0.14815778383410139,0.1912907398248534,0.088479262672811032,0.25811333342485626,0.046258034894398503,23.856060606060606,10.619544999496302,24.681818181818183,11.134384487089356,0.11946930668105932,0.083907254361799799,1.0251219733115686,0.18425872854475944,0.98961109277520187,0.13355413368879393,0.46811660550780676,0.0085848074921955897,25.806451612903224,10.346947048062082,25.887096774193548,9.7651533835131321,0.036601165782683125,0.1867845993756504,0.94552338947964942,0.133513908805894,0.97325430784319056,0.11263805055421831,['ctx-lh-parsopercularis']
