pattern,count_prior,count_post,cortical_summary,below_threshold,cortical_summary_change,N,SMC,MCI,AD,neg-neg,neg-pos,pos-neg,pos-pos,AD-AD,AD-MCI,MCI-AD,MCI-MCI,MCI-N,N-AD,N-MCI,N-N,SMC-AD,SMC-SMC,Age@AV45,Age@AV45_N,Gender,Gender_N,APOE2_BIN,APOE2_BIN_N,APOE4_BIN,APOE4_BIN_N,Edu.(Yrs),Edu.(Yrs)_N,SMOKING,SMOKING_N,DIABETES,DIABETES_N,UW_MEM_BL_3months,UW_MEM_BL_3months_N,UW_MEM_slope,UW_MEM_slope_N,UW_EF_BL_3months,UW_EF_BL_3months_N,UW_EF_slope,UW_EF_slope_N,WMH_percentOfICV_AV45_6MTHS,WMH_percentOfICV_AV45_6MTHS_N,WMH_percentOfICV_slope,WMH_percentOfICV_slope_N,CSF_TAU_closest_AV45,CSF_TAU_closest_AV45_N,CSF_TAU_slope,CSF_TAU_slope_N,CSF_ABETA_closest_AV45,CSF_ABETA_closest_AV45_N,CSF_ABETA_slope,CSF_ABETA_slope_N,FSX_HC/ICV_BL_3months,FSX_HC/ICV_BL_3months_N,FSX_HC/ICV_slope,FSX_HC/ICV_slope_N,FDG_PONS_AV45_6MTHS,FDG_PONS_AV45_6MTHS_N,FDG_postAV45_slope,FDG_postAV45_slope_N
0.0,375.0,234.0,0.977264527642,0.995073891626,0.0155596467963,0.388157894737,0.116776315789,0.440789473684,0.0542763157895,0.959677419355,0.0403225806452,0.0,0.0,0.0242914979757,,0.0161943319838,0.392712550607,0.0607287449393,0.0080971659919,0.0364372469636,0.372469635628,0.00404858299595,0.085020242915,72.6624777174,368.0,1.40533333333,375.0,0.143243243243,370.0,0.202702702703,370.0,16.56,375.0,0.210666666667,375.0,0.101333333333,375.0,0.66623655914,372.0,-0.00402098039216,357.0,0.68464516129,372.0,-0.0157202247191,356.0,0.00325302547771,314.0,0.000121414141414,297.0,57.935472973,296.0,4.75440485437,103.0,220.916887417,302.0,-2.83886398058,103.0,0.00493101538462,325.0,-5.0625e-05,304.0,1.30944746631,371.0,-0.00540751295337,193.0
1.0,7.0,6.0,1.00694274332,1.0,0.0372029242844,0.307692307692,0.0769230769231,0.615384615385,0.0,1.0,0.0,0.0,0.0,,,,0.75,,,,0.25,,,75.2533571429,7.0,1.57142857143,7.0,0.0,7.0,0.285714285714,7.0,15.5714285714,7.0,0.571428571429,7.0,0.0,7.0,0.471142857143,7.0,-0.0169642857143,7.0,0.111285714286,7.0,0.0535385714286,7.0,0.00477666666667,6.0,0.000268333333333,6.0,64.68,5.0,6.7559,1.0,220.04,5.0,3.66559,1.0,0.00546333333333,6.0,-9.66666666667e-05,6.0,1.32249857143,7.0,-0.0194866666667,3.0
2.0,11.0,6.0,0.868345938502,1.0,-0.0193140291547,0.294117647059,0.0588235294118,0.588235294118,0.0588235294118,1.0,0.0,0.0,0.0,,,,0.571428571429,,,,0.428571428571,,,69.21588,10.0,1.27272727273,11.0,0.272727272727,11.0,0.363636363636,11.0,17.4545454545,11.0,0.454545454545,11.0,0.0909090909091,11.0,0.675727272727,11.0,-0.0553788888889,9.0,0.490454545455,11.0,0.0435922222222,9.0,0.00249,11.0,0.000127,10.0,66.6,10.0,-2.80769,1.0,235.5,10.0,1.38005,1.0,0.00506727272727,11.0,0.000178,10.0,1.31676,11.0,0.0126933333333,6.0
3.0,16.0,7.0,1.03425056481,1.0,0.028710218974,0.391304347826,0.0434782608696,0.565217391304,0.0,0.818181818182,0.181818181818,0.0,0.0,,,,0.545454545455,0.0909090909091,,,0.363636363636,,,73.0249428571,14.0,1.75,16.0,0.25,16.0,0.125,16.0,16.0625,16.0,0.125,16.0,0.125,16.0,0.6833125,16.0,0.047454,15.0,0.5533125,16.0,0.0443473333333,15.0,0.00270615384615,13.0,0.000136363636364,11.0,55.2545454545,11.0,-1.1056975,4.0,211.345454545,11.0,-0.24452,4.0,0.00493133333333,15.0,-8.15384615385e-05,13.0,1.351532,15.0,-0.0223222222222,9.0
5.0,6.0,7.0,1.10455751117,1.0,0.0280490884928,0.307692307692,0.0,0.692307692308,0.0,0.75,0.25,0.0,0.0,,,0.25,0.25,,,,0.5,,,72.67125,6.0,1.5,6.0,0.333333333333,6.0,0.5,6.0,17.3333333333,6.0,0.0,6.0,0.166666666667,6.0,0.389833333333,6.0,0.0201933333333,6.0,0.149666666667,6.0,0.0135866666667,6.0,0.00386333333333,6.0,-0.00102,6.0,54.4,4.0,3.87121,1.0,196.86,5.0,-13.3649,1.0,0.00452,4.0,1.75e-05,4.0,1.227035,6.0,0.00683666666667,3.0
6.0,99.0,55.0,2.02781376319,0.0,0.0625584128605,0.136363636364,0.0909090909091,0.474025974026,0.298701298701,0.0,0.0,0.0,1.0,0.0943396226415,0.0188679245283,0.22641509434,0.377358490566,,0.0188679245283,,0.169811320755,,0.0943396226415,74.82428,95.0,1.40404040404,99.0,0.0309278350515,97.0,0.659793814433,97.0,16.101010101,99.0,0.20202020202,99.0,0.10101010101,99.0,0.00861224489796,98.0,-0.133292688172,93.0,-0.101897959184,98.0,-0.100429782609,92.0,0.00458296296296,81.0,0.000321408450704,71.0,116.917857143,84.0,-0.260344230769,26.0,135.460465116,86.0,-1.24574346154,26.0,0.00442493975904,83.0,-0.000148985507246,69.0,1.17548969697,99.0,-0.0300594285714,35.0
7.0,21.0,7.0,1.2787809063,0.714285714286,-0.0174928140566,0.214285714286,0.178571428571,0.535714285714,0.0714285714286,0.875,0.125,0.0,0.0,,,,0.75,,,,0.125,,0.125,71.9436809524,21.0,1.47619047619,21.0,0.190476190476,21.0,0.333333333333,21.0,16.4285714286,21.0,0.190476190476,21.0,0.0952380952381,21.0,0.61580952381,21.0,-0.0147735,20.0,0.704,21.0,-0.0020225,20.0,0.00658529411765,17.0,0.000967142857143,14.0,74.0411764706,17.0,1.98157666667,3.0,220.2,17.0,8.29059,3.0,0.00459533333333,15.0,-0.000111538461538,13.0,1.3472045,20.0,0.03026,4.0
8.0,42.0,22.0,1.09892857759,0.953125,0.00977011195802,0.40625,0.1875,0.40625,0.0,0.958333333333,0.0416666666667,0.0,0.0,,,,0.458333333333,,,,0.375,,0.166666666667,71.0507175,40.0,1.71428571429,42.0,0.166666666667,42.0,0.214285714286,42.0,16.380952381,42.0,0.166666666667,42.0,0.047619047619,42.0,0.867682926829,41.0,0.0369895121951,41.0,0.69543902439,41.0,0.106129756098,41.0,0.00408540540541,37.0,0.00012,35.0,57.4485714286,35.0,2.69276833333,12.0,211.791428571,35.0,-5.31586583333,12.0,0.00522333333333,36.0,-7.69444444444e-05,36.0,1.33393738095,42.0,-0.01171125,16.0
9.0,16.0,9.0,1.32380360048,0.6,0.0427549526435,0.56,0.12,0.16,0.16,0.6,0.0,0.0,0.4,,,,,,,,0.75,,0.25,78.1726625,16.0,1.4375,16.0,0.375,16.0,0.125,16.0,15.1875,16.0,0.375,16.0,0.125,16.0,0.4685625,16.0,0.0013,13.0,0.3143125,16.0,-0.102056153846,13.0,0.00622454545455,11.0,0.00028125,8.0,86.9818181818,11.0,-3.04328,2.0,143.136363636,11.0,-8.49305,2.0,0.00480416666667,12.0,-5.125e-05,8.0,1.293835,16.0,0.00251833333333,6.0
12.0,61.0,47.0,1.64520331671,0.0740740740741,0.0653128506382,0.231481481481,0.0925925925926,0.638888888889,0.037037037037,0.0,0.0512820512821,0.0,0.948717948718,,,0.0769230769231,0.487179487179,0.128205128205,,0.025641025641,0.179487179487,,0.102564102564,74.58202,60.0,1.45901639344,61.0,0.114754098361,61.0,0.524590163934,61.0,16.0819672131,61.0,0.27868852459,61.0,0.114754098361,61.0,0.436950819672,61.0,-0.0671556666667,60.0,0.352180327869,61.0,-0.0328538333333,60.0,0.0065822,50.0,0.000517,50.0,86.5530612245,49.0,0.824487894737,19.0,145.614285714,49.0,-3.09105526316,19.0,0.00471769230769,52.0,-5.98039215686e-05,51.0,1.27927409836,61.0,-0.0202325,28.0
