,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
6_RANK,CTX_PARSTRIANGULARIS,CTX_POSTCENTRAL,CTX_PARSORBITALIS,CTX_PARACENTRAL,CTX_PRECENTRAL,CTX_ROSTRALMIDDLEFRONTAL,CTX_CAUDALMIDDLEFRONTAL,CTX_FRONTALPOLE,CTX_PARSOPERCULARIS,CTX_SUPRAMARGINAL,CTX_LATERALOCCIPITAL,CTX_SUPERIORPARIETAL,CTX_CAUDALANTERIORCINGULATE,CTX_INFERIORPARIETAL,PALLIDUM,CTX_SUPERIORFRONTAL,CTX_LATERALORBITOFRONTAL,CTX_ROSTRALANTERIORCINGULATE,CTX_POSTERIORCINGULATE,THALAMUS_PROPER,CTX_ISTHMUSCINGULATE,CTX_PRECUNEUS,CTX_BANKSSTS,CTX_MEDIALORBITOFRONTAL,CTX_MIDDLETEMPORAL,CTX_CUNEUS,CTX_SUPERIORTEMPORAL,CTX_TRANSVERSETEMPORAL,CTX_TEMPORALPOLE,CTX_INFERIORTEMPORAL,HIPPOCAMPUS,CAUDATE,CEREBELLUM_CORTEX,CTX_FUSIFORM,CTX_INSULA,CTX_LINGUAL,CTX_ENTORHINAL,PUTAMEN,CTX_PARAHIPPOCAMPAL,CTX_PERICALCARINE,AMYGDALA,ACCUMBENS_AREA
6_UPTAKE,0.030268004,0.030205964,0.029011051,0.028572614,0.028311851,0.027642117,0.026898113,0.026212761,0.026122873,0.0256152,0.025091539,0.024670425,0.024044854,0.02384898,0.023522429,0.023302716,0.023101822,0.0226427,0.022324779,0.021932416,0.021384539,0.021056268,0.020939012,0.020796547,0.020339579,0.020280584,0.019979363,0.019325438,0.019317188,0.018473465,0.016490267,0.016227892,0.016221082,0.016020586,0.015740043,0.015721489,0.01507663,0.013602801,0.012795993,0.011989822,0.01178848,0.00309688
16_RANK,CTX_PARSORBITALIS,CTX_FRONTALPOLE,CTX_LATERALOCCIPITAL,CTX_POSTCENTRAL,CTX_LATERALORBITOFRONTAL,CTX_ROSTRALMIDDLEFRONTAL,CTX_PARSTRIANGULARIS,CTX_SUPERIORPARIETAL,CTX_PRECENTRAL,CTX_PARACENTRAL,CTX_INFERIORPARIETAL,CTX_CAUDALMIDDLEFRONTAL,CTX_INFERIORTEMPORAL,PALLIDUM,CTX_SUPRAMARGINAL,CTX_TEMPORALPOLE,CTX_MIDDLETEMPORAL,CTX_CUNEUS,CTX_PARSOPERCULARIS,CTX_SUPERIORFRONTAL,THALAMUS_PROPER,CTX_ROSTRALANTERIORCINGULATE,CTX_CAUDALANTERIORCINGULATE,CTX_BANKSSTS,CTX_SUPERIORTEMPORAL,CTX_MEDIALORBITOFRONTAL,CTX_ISTHMUSCINGULATE,CTX_PRECUNEUS,CTX_FUSIFORM,CTX_ENTORHINAL,CTX_POSTERIORCINGULATE,CEREBELLUM_CORTEX,CTX_LINGUAL,HIPPOCAMPUS,CTX_TRANSVERSETEMPORAL,CTX_PARAHIPPOCAMPAL,CAUDATE,CTX_INSULA,CTX_PERICALCARINE,AMYGDALA,PUTAMEN,ACCUMBENS_AREA
16_UPTAKE,0.030578393,0.028316445,0.027833617,0.025829967,0.025664122,0.025233466,0.025158596,0.025081122,0.024472827,0.024351312,0.023943167,0.023700343,0.02332777,0.023295862,0.023219854,0.023047012,0.022870851,0.022835966,0.022084007,0.021727364,0.02116901,0.020738024,0.020567067,0.020205935,0.020200508,0.01999399,0.019963112,0.019695098,0.019486946,0.019282696,0.019094046,0.018166627,0.017578602,0.017428009,0.016794833,0.01549511,0.015290017,0.01475656,0.013982623,0.01354079,0.01350928,0.003908732
11_RANK,CTX_PARSORBITALIS,PALLIDUM,CTX_LATERALORBITOFRONTAL,CTX_LATERALOCCIPITAL,CTX_PARACENTRAL,THALAMUS_PROPER,CTX_FRONTALPOLE,CTX_PARSTRIANGULARIS,CTX_TEMPORALPOLE,CTX_POSTCENTRAL,CTX_PRECENTRAL,CTX_ROSTRALMIDDLEFRONTAL,CTX_CUNEUS,CTX_CAUDALMIDDLEFRONTAL,CTX_PARSOPERCULARIS,CTX_SUPERIORPARIETAL,CTX_INFERIORTEMPORAL,CTX_TRANSVERSETEMPORAL,CTX_MIDDLETEMPORAL,CTX_SUPRAMARGINAL,CTX_ROSTRALANTERIORCINGULATE,CTX_INFERIORPARIETAL,CTX_CAUDALANTERIORCINGULATE,CTX_ISTHMUSCINGULATE,CTX_MEDIALORBITOFRONTAL,CTX_SUPERIORFRONTAL,CTX_BANKSSTS,CTX_SUPERIORTEMPORAL,CTX_ENTORHINAL,CTX_FUSIFORM,CTX_PRECUNEUS,CTX_POSTERIORCINGULATE,HIPPOCAMPUS,CEREBELLUM_CORTEX,CTX_LINGUAL,CAUDATE,CTX_INSULA,CTX_PARAHIPPOCAMPAL,AMYGDALA,PUTAMEN,CTX_PERICALCARINE,ACCUMBENS_AREA
11_UPTAKE,0.027085568,0.025679936,0.024414726,0.024105633,0.023982562,0.023885075,0.023702308,0.023578821,0.023328932,0.023148159,0.022659334,0.022328881,0.022029586,0.021939786,0.021852357,0.021772847,0.021733721,0.021619239,0.021352852,0.021330072,0.021233284,0.021200109,0.021133295,0.021082719,0.020758505,0.020609432,0.020584301,0.020393014,0.020241967,0.020011526,0.019851665,0.019105528,0.018779305,0.018390906,0.017903062,0.017371821,0.01648224,0.015977983,0.015250899,0.015224526,0.013490369,0.005076766
24_RANK,PALLIDUM,THALAMUS_PROPER,CTX_PARSORBITALIS,CTX_LATERALORBITOFRONTAL,CTX_TRANSVERSETEMPORAL,CTX_TEMPORALPOLE,CTX_MEDIALORBITOFRONTAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARSTRIANGULARIS,CTX_PARACENTRAL,CTX_CAUDALANTERIORCINGULATE,CTX_PARSOPERCULARIS,CTX_CAUDALMIDDLEFRONTAL,CTX_SUPERIORFRONTAL,CTX_PRECENTRAL,CTX_POSTCENTRAL,CTX_ISTHMUSCINGULATE,CTX_ROSTRALMIDDLEFRONTAL,CTX_SUPERIORTEMPORAL,CTX_BANKSSTS,HIPPOCAMPUS,CTX_INFERIORTEMPORAL,CTX_CUNEUS,CAUDATE,CTX_FRONTALPOLE,CTX_SUPRAMARGINAL,CTX_FUSIFORM,CTX_PRECUNEUS,CTX_MIDDLETEMPORAL,CTX_SUPERIORPARIETAL,CTX_ENTORHINAL,CTX_POSTERIORCINGULATE,CTX_INFERIORPARIETAL,CEREBELLUM_CORTEX,CTX_INSULA,AMYGDALA,CTX_LATERALOCCIPITAL,PUTAMEN,CTX_LINGUAL,CTX_PARAHIPPOCAMPAL,CTX_PERICALCARINE,ACCUMBENS_AREA
24_UPTAKE,0.027571841,0.026346225,0.026062961,0.025850028,0.024942643,0.023242631,0.023044436,0.022998527,0.022923775,0.02287758,0.022840703,0.022376551,0.021552939,0.021545698,0.021159171,0.021080536,0.02106017,0.020986772,0.020386706,0.020350761,0.020281663,0.020247243,0.02013866,0.020048399,0.019949275,0.019797359,0.01979139,0.019434209,0.019199337,0.019105962,0.019046244,0.018773803,0.018503485,0.018283986,0.017792553,0.017514046,0.01736827,0.017332319,0.016979117,0.015606453,0.011063006,0.00627327
63_RANK,THALAMUS_PROPER,CTX_TRANSVERSETEMPORAL,CTX_ROSTRALANTERIORCINGULATE,CTX_PARACENTRAL,CTX_TEMPORALPOLE,PALLIDUM,CTX_LATERALORBITOFRONTAL,CTX_CAUDALANTERIORCINGULATE,CTX_PARSORBITALIS,CTX_MEDIALORBITOFRONTAL,CAUDATE,CTX_PRECUNEUS,HIPPOCAMPUS,CTX_PARSOPERCULARIS,CTX_ISTHMUSCINGULATE,CTX_CUNEUS,CTX_SUPERIORFRONTAL,CTX_PARSTRIANGULARIS,PUTAMEN,CTX_LINGUAL,CTX_INSULA,CTX_POSTERIORCINGULATE,AMYGDALA,CTX_SUPERIORTEMPORAL,CTX_ENTORHINAL,CTX_FUSIFORM,CTX_CAUDALMIDDLEFRONTAL,CEREBELLUM_CORTEX,CTX_BANKSSTS,CTX_PRECENTRAL,CTX_SUPRAMARGINAL,CTX_PERICALCARINE,CTX_POSTCENTRAL,CTX_SUPERIORPARIETAL,CTX_ROSTRALMIDDLEFRONTAL,CTX_INFERIORPARIETAL,CTX_INFERIORTEMPORAL,CTX_MIDDLETEMPORAL,CTX_PARAHIPPOCAMPAL,CTX_FRONTALPOLE,CTX_LATERALOCCIPITAL,ACCUMBENS_AREA
63_UPTAKE,0.028604293,0.028239068,0.02792893,0.027606302,0.027595826,0.026946424,0.025843376,0.025703778,0.025634892,0.024311377,0.02414141,0.02295446,0.021985687,0.021649341,0.021523426,0.02116414,0.021134078,0.020911677,0.020172396,0.019913697,0.019846977,0.019739177,0.019710392,0.019638749,0.01933462,0.019114369,0.018724153,0.018328533,0.0182269,0.017604072,0.017374563,0.017073877,0.017019881,0.016408641,0.016154791,0.01474076,0.014448683,0.014398526,0.014203084,0.011314165,0.008792643,0.007453167
