BASALGANGLIA,BRAIN_STEM,CEREBGM,CEREBRAL_WHITE,CEREBWM,CINGULATE,FRONTAL,LIMBIC,MEDIALOCCIPITAL,OCCIPITAL,PARIETAL,SENSORY,TEMPORAL,mean_suvr,pattern
0.0575370522002,0.114580297941,0.0595676488099,0.120613166449,0.117247267877,0.0663366118454,0.0714546170288,0.0561894396339,0.0601767102108,0.0705218207153,0.0657530850229,0.0723556853833,0.0676665968825,0.957252008747,0.0
0.0505302767102,0.105194708121,0.0594507365815,0.111110312085,0.105804093854,0.0647418843058,0.0764486893166,0.0513450247664,0.0600194698821,0.0892323342427,0.0747102059193,0.080647551879,0.0707647123363,1.07189795647,1.0
0.0745190713452,0.127911043227,0.0588239523845,0.134670634323,0.134064933108,0.0746337218803,0.0664092569201,0.0624712245642,0.060627684329,0.0316504276916,0.0554697504324,0.0618492125019,0.0568990872921,0.838741941576,2.0
0.052770984609,0.0975358482794,0.0558644267585,0.115723225419,0.100135563683,0.0738184384373,0.0833440577592,0.0476291601664,0.051436067603,0.0830031039943,0.0786984799713,0.0953883370692,0.0646523062501,1.20820558049,3.0
0.0522964705716,0.0960190020396,0.0606605434217,0.0957411509332,0.0951933885512,0.0716921573355,0.0723307842861,0.0572565838729,0.075946862648,0.0942155294706,0.0789429541146,0.0779231029928,0.0717814697621,1.10931231615,4.0
0.0488141164989,0.115601065282,0.0580936345997,0.135612197627,0.121588193287,0.060016105581,0.0690627638855,0.0542213416657,0.059233344006,0.0722125485693,0.066626752151,0.0678036273208,0.0711143095256,0.948218714127,5.0
0.0495302165634,0.0692639579054,0.0365259868584,0.0792608049703,0.0691030667742,0.0887388308473,0.0997353420649,0.0498028033219,0.0738965502743,0.0994550195954,0.104437715893,0.103953412873,0.0762962920583,2.31161261812,6.0
0.0542384602113,0.100221768267,0.0547642401876,0.10590542454,0.101882534582,0.0794696676856,0.0885045750253,0.0537800467286,0.0581084499515,0.081183937282,0.0770722932677,0.0714658960859,0.0734027061865,1.27062110303,7.0
0.0608441913698,0.0972987512825,0.0507279422448,0.103287864324,0.0968698502717,0.0894917812323,0.102964410075,0.0600318629395,0.0551077723981,0.0594921457888,0.0780713961394,0.0722144317153,0.0735976002189,1.48855641819,8.0
0.0595511194876,0.0945699552202,0.051758105024,0.0973573993454,0.0953926456872,0.0806516397934,0.0850109948257,0.0538118182419,0.0643820521898,0.0778410866032,0.0876667983278,0.0785450609917,0.0734613242621,1.37201564257,9.0
0.047504059342,0.0887272826967,0.0534473392596,0.0979578579908,0.0906692112013,0.0785300001917,0.0800832454521,0.0579842741301,0.0771043605925,0.0882378862865,0.0860179670369,0.0750561531902,0.0786803626298,1.34544463788,10.0
0.0446529359093,0.0906114571698,0.0475173133128,0.0957508718281,0.0922969294342,0.070499734655,0.0775706423227,0.0526694564246,0.0840087567878,0.112164505171,0.0884419426629,0.0683334537438,0.0754820005779,1.43280077054,11.0
0.0469305770199,0.066574605146,0.0424371012968,0.0697019722215,0.0673704605508,0.0819254826015,0.0914024813387,0.0539752497844,0.092697944488,0.114496339324,0.0988276410319,0.0870010474992,0.0866590976974,1.98420977932,12.0
0.0528060492497,0.0867641759017,0.0447701653442,0.0917387052348,0.0891780720896,0.096767889069,0.101129120066,0.0575057359046,0.0599523530009,0.0699163846108,0.0956423938045,0.0659278873818,0.0879010683423,1.82810600208,13.0
0.0644515765166,0.105087323543,0.0588364853786,0.102984724584,0.0999730431013,0.0836742837191,0.0804177578821,0.0623340753774,0.058163222517,0.0632480439069,0.0714093134641,0.0809622142011,0.0684579358085,1.13169827522,14.0
0.0544067239326,0.0710167765217,0.0407933045929,0.0761166012583,0.071799093822,0.0921427142866,0.10269594162,0.0554053174117,0.0689745102432,0.0877548134871,0.102366400221,0.0897512650694,0.0867765375336,2.12634422131,15.0
0.0517220299185,0.0826265352454,0.0433461668281,0.0896822684305,0.0849399623791,0.0922589748764,0.11016662002,0.051222370642,0.0545759697358,0.0794326883576,0.0976260698399,0.0836503935528,0.0787499501738,1.95727975173,20.0
0.05362264357,0.10677292781,0.0521080467977,0.110431830055,0.110126015096,0.0899717658251,0.0763528280921,0.0544241161245,0.0582447714234,0.069723341663,0.0811421829302,0.067080483318,0.069999047295,1.2039879371,21.0
0.0566286483016,0.075051474641,0.0430406340868,0.0785000953065,0.0756502790061,0.0913466717373,0.0971589184249,0.060468804308,0.0752970484838,0.0848416061158,0.0945075625318,0.0805570960228,0.0869511610337,1.9213004895,23.0
0.0656785111924,0.0824530120894,0.0447964459112,0.0861325209894,0.0818387733102,0.0985568660347,0.101753141835,0.0643250885361,0.0615060554499,0.0592710568873,0.0895810506092,0.0824578495918,0.0816496275639,1.82019695236,24.0
