GROUP1,GROUP2,MEAN1_APOE4_BIN,MEAN1_Age@AV45,MEAN1_CORTICAL_SUMMARY_change,MEAN1_CORTICAL_SUMMARY_post,MEAN1_CORTICAL_SUMMARY_prior,MEAN1_CSF_ABETA_closest_AV45,MEAN1_CSF_ABETA_slope,MEAN1_CSF_TAU_closest_AV45,MEAN1_CSF_TAU_slope,MEAN1_FAQTOTAL_AV45_6MTHS,MEAN1_FAQTOTAL_slope,MEAN1_FSX_HC/ICV_BL_3months,MEAN1_FSX_HC/ICV_slope,MEAN1_Gender,MEAN1_Handedness,MEAN1_NPITOTAL_AV45_6MTHS,MEAN1_NPITOTAL_slope,MEAN1_UW_EF_BL_3months,MEAN1_UW_EF_slope,MEAN1_UW_MEM_BL_3months,MEAN1_UW_MEM_slope,MEAN1_WMH_percentOfICV_AV45_6MTHS,MEAN1_WMH_percentOfICV_slope,MEAN2_APOE4_BIN,MEAN2_Age@AV45,MEAN2_CORTICAL_SUMMARY_change,MEAN2_CORTICAL_SUMMARY_post,MEAN2_CORTICAL_SUMMARY_prior,MEAN2_CSF_ABETA_closest_AV45,MEAN2_CSF_ABETA_slope,MEAN2_CSF_TAU_closest_AV45,MEAN2_CSF_TAU_slope,MEAN2_FAQTOTAL_AV45_6MTHS,MEAN2_FAQTOTAL_slope,MEAN2_FSX_HC/ICV_BL_3months,MEAN2_FSX_HC/ICV_slope,MEAN2_Gender,MEAN2_Handedness,MEAN2_NPITOTAL_AV45_6MTHS,MEAN2_NPITOTAL_slope,MEAN2_UW_EF_BL_3months,MEAN2_UW_EF_slope,MEAN2_UW_MEM_BL_3months,MEAN2_UW_MEM_slope,MEAN2_WMH_percentOfICV_AV45_6MTHS,MEAN2_WMH_percentOfICV_slope,PVALUE_APOE4_BIN,PVALUE_Age@AV45,PVALUE_CORTICAL_SUMMARY_change,PVALUE_CORTICAL_SUMMARY_post,PVALUE_CORTICAL_SUMMARY_prior,PVALUE_CSF_ABETA_closest_AV45,PVALUE_CSF_ABETA_slope,PVALUE_CSF_TAU_closest_AV45,PVALUE_CSF_TAU_slope,PVALUE_FAQTOTAL_AV45_6MTHS,PVALUE_FAQTOTAL_slope,PVALUE_FSX_HC/ICV_BL_3months,PVALUE_FSX_HC/ICV_slope,PVALUE_Gender,PVALUE_Handedness,PVALUE_NPITOTAL_AV45_6MTHS,PVALUE_NPITOTAL_slope,PVALUE_UW_EF_BL_3months,PVALUE_UW_EF_slope,PVALUE_UW_MEM_BL_3months,PVALUE_UW_MEM_slope,PVALUE_WMH_percentOfICV_AV45_6MTHS,PVALUE_WMH_percentOfICV_slope
0.0,1.0,0.223444444444,76.948789325,0.103057239876,1.47133646073,1.27740895553,154.379333333,-4.18934569,71.183375,5.73198601333,2.57333333333,1.15642972222,0.00440775555556,-3.58625e-05,1.33066666667,1.0,2.776875,1.43178011111,0.157325444444,-0.154070782222,0.461542,-0.159568265556,0.00868280857143,0.00181414125,0.726345132743,74.6313780646,0.0479775090888,1.54776122685,1.48680686102,130.159896842,-1.18604333429,126.057331351,1.76197644583,7.83869298246,2.36453088186,0.00422360348718,-0.000144794941176,1.52509606987,1.06908296943,4.95509497207,2.99370555365,-0.296156376106,-0.189405681174,-0.134637123894,-0.196011079302,0.00544489449198,0.000210421197605,0.0260700060169,0.984889187351,0.316894642389,0.984889187351,0.0700042515842,0.0125737613415,0.98309972199,0.178118306792,0.984889187351,0.546338125642,0.984889187351,0.984889187351,0.967663287873,0.974560598076,0.984889187351,0.984889187351,0.984889187351,0.861885841934,0.984889187351,0.182194562463,0.984889187351,0.941237655294,0.736606388255
1.0,25.0,0.72596460177,74.6506553407,0.0482646001981,1.54664779181,1.48634948888,130.193477368,-1.15240076286,126.078353514,1.72588498,7.82546052632,2.35817036,0.00422141025641,-0.000145934470588,1.52399126638,1.06953275109,4.95855307263,3.01372475417,-0.298104234513,-0.188988272535,-0.131846358407,-0.196598210512,0.00543030727273,0.000206227964072,0.677084745763,73.3562811678,0.0530694623704,1.26205785103,1.1583811419,135.398676,-0.739716752667,104.77936875,6.74350314533,3.44686666667,2.04807955439,0.00474651196078,-0.000102406382979,1.51553333333,1.06546666667,5.61023255814,1.9501244717,0.237400266667,-0.137651021228,0.24846865,-0.124185490702,0.00547513903846,0.000357014897959,0.998821930781,0.970991282566,0.999449752051,0.0,0.0,0.879381461446,0.999449752051,0.342802149841,0.979689861021,0.000759726462007,0.999449752051,0.000209979001329,0.99628647349,0.999486462463,0.999486462463,0.999449752051,0.999449752051,0.00039992400912,0.998821930781,0.000899617601981,0.953269349264,0.999486462463,0.999449752051
5.0,25.0,0.579285714286,78.2936043143,0.043882992533,1.59879893246,1.68149143169,121.6967,-4.17597,92.5417714286,2.92334,6.728,4.13702695714,0.00420156571429,-0.000105405,1.42728571429,1.0,6.92633333333,3.78998518,-0.0549527142857,-0.413195837143,-0.0662874285714,-0.43399173,0.00608697,0.000985074,0.678593220339,73.3170360034,0.0529960244023,1.26134461998,1.15929455396,135.89744,-0.61730487,104.696333333,6.78196292533,3.42845,1.99361372456,0.00474288509804,-0.000102622553191,1.51963333333,1.06708333333,5.62402325581,2.00572001509,0.22379225,-0.137905765439,0.248475666667,-0.125757390526,0.00547691326923,0.000363305510204,0.999580695973,0.832774885241,0.999580695973,0.787745310549,0.0,0.944910020735,0.995337758666,0.999580695973,0.999580695973,0.832774885241,0.944910020735,0.787745310549,0.999580695973,0.999580695973,0.999283562718,0.999580695973,0.999580695973,0.997371855505,0.787745310549,0.97207042075,0.187251791018,0.999580695973,0.995337758666
0.0,25.0,0.224222222222,76.9620684375,0.103217031023,1.47068445809,1.27907804455,154.558277778,-4.22978840333,72.047775,5.72266852,2.65777777778,1.14025586667,0.00440753111111,-3.4325e-05,1.34177777778,1.0,2.7845,1.41412334444,0.162549777778,-0.158086024444,0.457986222222,-0.157740562222,0.00880911285714,0.00189142375,0.679745762712,73.3212160492,0.0536388899863,1.26088793323,1.15872372249,135.52735,-0.703504549333,104.668104167,6.702774246,3.4866,2.05510730526,0.00474173666667,-0.000102432553191,1.51946666667,1.0683,5.65944186047,1.97974240943,0.228403866667,-0.135649870702,0.244642816667,-0.123541862105,0.00546275365385,0.000383767346939,0.0974566777267,0.96068735986,0.0209472335349,0.145326442441,0.517688116653,0.485159480501,0.96068735986,0.78954962581,0.998657747814,0.99774067644,0.992641695817,0.96068735986,0.96068735986,0.975224378114,0.986852397535,0.975224378114,0.998657747814,0.998657747814,0.998657747814,0.975224378114,0.998657747814,0.96068735986,0.550491230565
5.0,17.0,0.567285714286,78.3297495571,0.043882992533,1.59879893246,1.68662812627,122.209071429,-4.17597,94.0103285714,2.92334,6.70171428571,4.10433384286,0.00420257857143,-0.00010484,1.44057142857,1.0,7.004,3.7505718,-0.0478997142857,-0.42133312,-0.0839081428571,-0.443207601429,0.006041585,0.000965346,0.735879120879,75.0771317035,0.0463530849677,1.28977144181,1.23896627415,132.079225333,-2.027291515,123.224254167,1.2765280972,5.84382417582,2.48551927816,0.00412547878049,-0.000112096081081,1.22930769231,1.08708791209,6.52481690141,1.47136110244,0.113889714286,-0.183785818953,-0.0321524945055,-0.167584117126,0.00534993618421,0.000156664736842,0.994731689,0.990620075321,0.999973172706,0.58767264933,0.000459898814167,0.971940961601,0.999960872595,0.982772628946,0.999973172706,0.999973172706,0.984989646661,0.999973172706,0.999973172706,0.990620075321,0.995157410975,0.999973172706,0.992361511184,0.999960872595,0.983193972372,0.999973172706,0.435159424502,0.999973172706,0.994731689
4.0,17.0,0.470392156863,75.5681787702,0.0440185057015,1.62251802012,1.50539277959,130.302745238,-2.79559892727,114.179438462,-0.101620581818,8.28962745098,3.65142238958,0.00423850205128,-0.000120778285714,1.56780392157,1.058,4.31146153846,2.99236141111,-0.53453988,-0.210165300213,-0.0911844117647,-0.169525256875,0.00960818926829,0.0008659965,0.738527472527,75.1040455337,0.04599486287,1.29070782862,1.23970427216,132.115313333,-1.96403875731,122.680333333,1.1627434768,5.78889010989,2.47723554828,0.00413063329268,-0.000113924189189,1.23047252747,1.08793406593,6.45701408451,1.42937666098,0.117478208791,-0.180514907907,-0.0278609230769,-0.16709592908,0.005333895,0.000142655526316,0.0178965001483,0.999818583976,0.999818583976,0.0,0.0,0.999818583976,0.999818583976,0.998846573517,0.999818583976,0.557359531263,0.758937341996,0.998501756576,0.999818583976,0.000209979001329,0.999496613334,0.949506628663,0.978361400076,0.00039992400912,0.999818583976,0.999818583976,0.999818583976,0.0867708778131,0.984740601598
1.0,17.0,0.725146017699,74.6193539279,0.0479969970157,1.54866283032,1.48594726387,130.169798421,-1.12710379531,126.279801622,1.80884277167,7.84348684211,2.35115118884,0.00422563430769,-0.000144539941176,1.52420087336,1.07022707424,4.97040223464,3.23589447708,-0.297289384956,-0.189386862488,-0.133550044248,-0.196503582233,0.0054373415508,0.000211658982036,0.732802197802,75.1251308616,0.0461555025062,1.28993827155,1.23882263971,132.039501333,-1.99861740308,122.9377375,1.333600926,5.8200989011,2.49422116322,0.00412898085366,-0.000112835405405,1.23291208791,1.08841758242,6.4903943662,1.44524757195,0.113202901099,-0.182563878023,-0.0284634175824,-0.168605475747,0.00536018592105,0.000162764868421,0.999989488719,0.99994156105,0.999989488719,0.0,0.0,0.99994156105,0.99994156105,0.99994156105,0.999989488719,0.414042718775,0.999989488719,0.998609508609,0.99994156105,0.0,0.99994156105,0.965264939778,0.999757506708,0.00219770251663,0.999989488719,0.989171025286,0.99994156105,0.999989488719,0.999989488719
1.0,4.0,0.72514159292,74.6574309319,0.0480589509926,1.54820370137,1.486530048,130.258520526,-1.15620311816,126.051412973,1.78255338771,7.82984649123,2.36832338186,0.00422356502564,-0.000145247529412,1.52308733624,1.06942358079,5.00111173184,3.16797060312,-0.29709799115,-0.188380218873,-0.133109575221,-0.19639133907,0.00543760058824,0.000195963952096,0.471823529412,75.5412327,0.0448521459748,1.62511877087,1.50409249006,130.5285,-2.80052507545,114.573746154,-0.141253085455,8.18682352941,3.63417007708,0.00423975333333,-0.000124047714286,1.56739215686,1.06005882353,4.32417948718,3.01637619778,-0.52983584,-0.214218336596,-0.0989099215686,-0.16945162125,0.0095464497561,0.00087544,0.00756251183955,0.999535309498,0.999993486091,0.981170178377,0.999990913714,0.999993486091,0.999286218107,0.993698368929,0.999993486091,0.999993486091,0.726995359701,0.999993486091,0.999993486091,0.999990913714,0.999993486091,0.999990913714,0.999993486091,0.848288415926,0.999993486091,0.999993486091,0.999993486091,0.0725987456679,0.977655561946
0.0,17.0,0.219111111111,76.998279,0.103503575498,1.46783018408,1.27870377596,154.917333333,-4.18879767,71.758225,5.71106710667,2.61955555556,1.08254706667,0.00440399888889,-3.430375e-05,1.33333333333,1.0,2.746375,1.38813327778,0.146569888889,-0.154539152222,0.463774222222,-0.160012052222,0.00880281714286,0.00185173125,0.736956043956,75.1138158163,0.0461819101195,1.29113430301,1.23919700952,131.973128,-2.06045607077,122.598620833,1.3512504884,5.7723956044,2.4897873954,0.00412796,-0.000111916081081,1.23140659341,1.08826373626,6.52407042254,1.45419184268,0.109755428571,-0.182249823488,-0.0323224065934,-0.16825548023,0.00532932671053,0.000142586973684,0.0207913240353,0.994067926629,0.00710573937818,0.151147210543,0.994067926629,0.0126825912464,0.994067926629,0.272150327212,0.994067926629,0.931107457555,0.981363522665,0.981363522665,0.987582936069,0.994067926629,0.987582936069,0.981363522665,0.999726920987,0.999726920987,0.999726920987,0.514972367541,0.999726920987,0.931107457555,0.922376604252
1.0,5.0,0.726818584071,74.6411360991,0.0482980933911,1.54770387501,1.48695062686,130.270123684,-1.14111175714,126.235013514,1.62407771354,7.82249561404,2.36941984,0.00422191712821,-0.000145823,1.52459388646,1.06991266376,4.98121787709,3.10099264792,-0.294585823009,-0.18859959892,-0.134148106195,-0.197132534233,0.00546156497326,0.000207473113772,0.582571428571,78.2726197857,0.043882992533,1.59879893246,1.69198845621,122.181871429,-4.17597,95.1494428571,2.92334,6.70414285714,4.09219595714,0.00418592857143,-0.000107716666667,1.438,1.0,7.05333333333,3.7509109,-0.0640244285714,-0.427302667143,-0.0605095714286,-0.444229537143,0.00606063166667,0.000999626,0.998944587513,0.982109458439,0.999972498225,0.999972498225,0.312676153063,0.998723054614,0.999826135104,0.969130132118,0.999972498225,0.999956117396,0.990651769802,0.999972498225,0.999892383983,0.999892383983,0.99982987423,0.999826135104,0.999972498225,0.999826135104,0.982109458439,0.999972498225,0.902743313659,0.999972498225,0.998313544798
