,1_RANK,1_UPTAKE,2_RANK,2_UPTAKE,4_RANK,4_UPTAKE,7_RANK,7_UPTAKE,8_RANK,8_UPTAKE,9_RANK,9_UPTAKE,10_RANK,10_UPTAKE,13_RANK,13_UPTAKE,14_RANK,14_UPTAKE,16_RANK,16_UPTAKE,18_RANK,18_UPTAKE,19_RANK,19_UPTAKE,22_RANK,22_UPTAKE,26_RANK,26_UPTAKE,72_RANK,72_UPTAKE
0,CEREBRAL_WHITE_MATTER,0.038825754477023994,CTX_FRONTALPOLE,0.03472207105311094,CTX_ROSTRALMIDDLEFRONTAL,0.03184538477530216,CTX_ROSTRALMIDDLEFRONTAL,0.035054862846372006,CTX_ROSTRALMIDDLEFRONTAL,0.02929267928929217,BRAIN_STEM,0.03115321689219089,CTX_LATERALOCCIPITAL,0.03159278564583047,CTX_LATERALOCCIPITAL,0.03059337588666705,CTX_PARSORBITALIS,0.03279239456285442,CEREBRAL_WHITE_MATTER,0.03325760012012823,CEREBRAL_WHITE_MATTER,0.03571222483239678,CEREBRAL_WHITE_MATTER,0.026807507145567153,CEREBRAL_WHITE_MATTER,0.03368819159477133,CTX_ROSTRALMIDDLEFRONTAL,0.028569957257783822,CEREBRAL_WHITE_MATTER,0.040940565951540706
1,CEREBELLUM_WHITE_MATTER,0.037570261630969014,CTX_PARSORBITALIS,0.03211311535386807,CTX_FRONTALPOLE,0.030450056562622854,CTX_FRONTALPOLE,0.034124578151081726,CTX_FRONTALPOLE,0.028621393623808594,VENTRALDC,0.029999832502628714,CTX_PERICALCARINE,0.03157486729535395,CEREBRAL_WHITE_MATTER,0.028773944272655668,CEREBRAL_WHITE_MATTER,0.03056144346922622,CEREBELLUM_WHITE_MATTER,0.03203997362498629,CEREBELLUM_WHITE_MATTER,0.035417999477499545,CTX_ROSTRALMIDDLEFRONTAL,0.02675906846555274,CTX_PARSTRIANGULARIS,0.03092426217367106,CTX_MEDIALORBITOFRONTAL,0.028205953857829036,CEREBELLUM_WHITE_MATTER,0.040824568004356895
2,BRAIN_STEM,0.03666382164006588,CTX_ROSTRALMIDDLEFRONTAL,0.031244192483741433,CTX_PRECUNEUS,0.029713424620457788,CTX_PARSORBITALIS,0.0324532130236359,CTX_PARSORBITALIS,0.02809474626946252,CEREBRAL_WHITE_MATTER,0.02974629056509942,CTX_SUPERIORPARIETAL,0.029022048703192437,BRAIN_STEM,0.028043190889206305,CTX_ROSTRALMIDDLEFRONTAL,0.029903904570530514,BRAIN_STEM,0.03187835954292385,BRAIN_STEM,0.034654604987037804,CEREBELLUM_WHITE_MATTER,0.026632032344361276,CEREBELLUM_WHITE_MATTER,0.03041327989662548,CTX_ROSTRALANTERIORCINGULATE,0.027787001119057003,BRAIN_STEM,0.038663273763073394
3,VENTRALDC,0.0350425995061391,CTX_PARSTRIANGULARIS,0.029044702410026393,CTX_PARSORBITALIS,0.029462484197123356,CTX_CAUDALMIDDLEFRONTAL,0.03204600942786519,CTX_PRECUNEUS,0.027708156539521824,CEREBELLUM_WHITE_MATTER,0.029437303761612965,CTX_CUNEUS,0.028543939863940375,CEREBELLUM_WHITE_MATTER,0.028042351050751695,CTX_FRONTALPOLE,0.029827547509421817,CTX_PARSORBITALIS,0.030327035390980903,VENTRALDC,0.032653296589090025,CTX_PARSORBITALIS,0.02643148842017773,CTX_POSTCENTRAL,0.030212591408611465,CTX_PARSORBITALIS,0.027645206651864873,VENTRALDC,0.03741739686264293
4,PALLIDUM,0.027203097057273057,CTX_LATERALORBITOFRONTAL,0.02865951541292547,CTX_PARSTRIANGULARIS,0.028708674170425247,CTX_PARSTRIANGULARIS,0.031207102819598414,CTX_INFERIORPARIETAL,0.026650860077576992,CTX_CAUDALANTERIORCINGULATE,0.027442957188760515,CTX_INFERIORPARIETAL,0.027694047730783124,CTX_CUNEUS,0.02791540193064712,CEREBELLUM_WHITE_MATTER,0.029720072543011736,VENTRALDC,0.029638368223592722,CTX_PARSORBITALIS,0.0270342800119148,CTX_PRECUNEUS,0.02640758478473509,BRAIN_STEM,0.02942723753021181,CTX_LATERALORBITOFRONTAL,0.027448811200678113,CTX_TRANSVERSETEMPORAL,0.028773219961651546
5,CTX_PARSORBITALIS,0.026439343939409943,CTX_MEDIALORBITOFRONTAL,0.02862273416456597,CTX_CAUDALMIDDLEFRONTAL,0.0285167245723583,CTX_PARSOPERCULARIS,0.029654798753483272,CTX_BANKSSTS,0.026647128925960425,CTX_PARACENTRAL,0.02523599385083557,CTX_ROSTRALMIDDLEFRONTAL,0.027533478786481283,CTX_PARSORBITALIS,0.027670661633566924,BRAIN_STEM,0.02955002379716343,CTX_FRONTALPOLE,0.028557638301452793,PALLIDUM,0.02577224770963079,BRAIN_STEM,0.026024743706695018,CTX_PARACENTRAL,0.029125154003554112,CTX_PRECUNEUS,0.02710931439436132,CTX_ROSTRALANTERIORCINGULATE,0.02814263039689932
6,THALAMUS_PROPER,0.026204868201490244,CTX_PRECUNEUS,0.028533816611851004,CTX_SUPERIORPARIETAL,0.028108013982707424,CTX_SUPERIORFRONTAL,0.02955677591425162,CTX_MEDIALORBITOFRONTAL,0.02653546772070226,CTX_TRANSVERSETEMPORAL,0.025017142708068135,CTX_BANKSSTS,0.027215265792076178,CTX_SUPERIORPARIETAL,0.02696813746576665,CTX_LATERALORBITOFRONTAL,0.02942674483297791,CTX_LATERALOCCIPITAL,0.02764015309681327,CTX_LATERALORBITOFRONTAL,0.024431545815118853,CTX_SUPERIORPARIETAL,0.02590048195951993,CTX_PARSORBITALIS,0.029100529439437906,CTX_CAUDALANTERIORCINGULATE,0.026998325091796813,THALAMUS_PROPER,0.02806395560146847
7,CTX_LATERALORBITOFRONTAL,0.02618345926000399,CTX_ISTHMUSCINGULATE,0.027116374996726512,CTX_INFERIORPARIETAL,0.027780378095594683,CTX_SUPRAMARGINAL,0.028749153146575175,CTX_PARSTRIANGULARIS,0.026532581079625132,CTX_POSTERIORCINGULATE,0.02501308758578549,CTX_PRECUNEUS,0.02702745461056835,VENTRALDC,0.02664600356611076,CTX_ROSTRALANTERIORCINGULATE,0.028751746097091763,CTX_POSTCENTRAL,0.025972704460342715,CTX_FRONTALPOLE,0.023992369377200513,CTX_FRONTALPOLE,0.025763996679301678,CTX_PRECENTRAL,0.02864057756306544,CTX_TRANSVERSETEMPORAL,0.02699831221655668,PALLIDUM,0.027690146633595113
8,CTX_TRANSVERSETEMPORAL,0.02511689407559589,CTX_ROSTRALANTERIORCINGULATE,0.026868311833734927,CTX_POSTCENTRAL,0.027469474080968708,CTX_INFERIORPARIETAL,0.02817045136403518,CTX_LATERALORBITOFRONTAL,0.026404395115498507,CTX_PARSTRIANGULARIS,0.024582201658545175,CTX_PARSORBITALIS,0.027017924952407416,CTX_INFERIORTEMPORAL,0.025715602780977766,CTX_PARSTRIANGULARIS,0.02807833398770961,CTX_LATERALORBITOFRONTAL,0.02540023697200692,CTX_LATERALOCCIPITAL,0.023964911100316143,CTX_PARSTRIANGULARIS,0.02535934275521562,VENTRALDC,0.028251846612194573,CTX_PARSOPERCULARIS,0.026615282523357257,CTX_PARACENTRAL,0.02753341902641096
9,CTX_ROSTRALANTERIORCINGULATE,0.023196359763600665,CTX_INFERIORPARIETAL,0.0268551647937567,CTX_PARACENTRAL,0.02722795273640133,CTX_CAUDALANTERIORCINGULATE,0.028146390200920794,CTX_CAUDALMIDDLEFRONTAL,0.026199682282267638,CTX_PARSORBITALIS,0.024563758508450783,CTX_FRONTALPOLE,0.026501113673745944,CTX_INFERIORPARIETAL,0.025663728972433707,VENTRALDC,0.027985213072762253,CTX_ROSTRALMIDDLEFRONTAL,0.02525430916400117,CTX_PARACENTRAL,0.023925897455231503,CTX_INFERIORPARIETAL,0.025034251259270224,CTX_ROSTRALMIDDLEFRONTAL,0.02793923461721327,CTX_CAUDALMIDDLEFRONTAL,0.026544737666027784,CTX_TEMPORALPOLE,0.027216880792665377
