pattern,count_prior,count_post,cortical_summary,below_threshold,cortical_summary_change,N,SMC,MCI,AD,neg-neg,neg-pos,pos-neg,pos-pos,AD-AD,AD-MCI,MCI-AD,MCI-MCI,MCI-N,N-AD,N-MCI,N-N,SMC-AD,SMC-SMC,Age@AV45,Age@AV45_N,Gender,Gender_N,APOE2_BIN,APOE2_BIN_N,APOE4_BIN,APOE4_BIN_N,Edu.(Yrs),Edu.(Yrs)_N,SMOKING,SMOKING_N,DIABETES,DIABETES_N,UW_MEM_BL_3months,UW_MEM_BL_3months_N,UW_MEM_slope,UW_MEM_slope_N,UW_EF_BL_3months,UW_EF_BL_3months_N,UW_EF_slope,UW_EF_slope_N,WMH_percentOfICV_AV45_6MTHS,WMH_percentOfICV_AV45_6MTHS_N,WMH_percentOfICV_slope,WMH_percentOfICV_slope_N,CSF_TAU_closest_AV45,CSF_TAU_closest_AV45_N,CSF_TAU_slope,CSF_TAU_slope_N,CSF_ABETA_closest_AV45,CSF_ABETA_closest_AV45_N,CSF_ABETA_slope,CSF_ABETA_slope_N,FSX_HC/ICV_BL_3months,FSX_HC/ICV_BL_3months_N,FSX_HC/ICV_slope,FSX_HC/ICV_slope_N,FDG_PONS_AV45_6MTHS,FDG_PONS_AV45_6MTHS_N,FDG_postAV45_slope,FDG_postAV45_slope_N
0.0,269.0,162.0,0.965208688226,0.997679814385,0.0141059542585,0.413953488372,0.109302325581,0.411627906977,0.0651162790698,0.988439306358,0.0115606936416,0.0,0.0,0.028901734104,,0.0173410404624,0.35838150289,0.0751445086705,0.0115606936416,0.0462427745665,0.387283236994,0.00578034682081,0.0693641618497,73.3655281955,266.0,1.4126394052,269.0,0.158490566038,265.0,0.192452830189,265.0,16.4275092937,269.0,0.223048327138,269.0,0.10780669145,269.0,0.610063670412,267.0,0.0172058661417,254.0,0.652898876404,267.0,-0.0300904724409,254.0,0.00346428571429,217.0,4.19230769231e-05,208.0,57.9043902439,205.0,7.05839126761,71.0,221.461722488,209.0,-2.60116957746,71.0,0.00487666666667,225.0,-5.58215962441e-05,213.0,1.2990514717,265.0,-0.00704130434783,138.0
1.0,96.0,67.0,0.993941110868,1.0,0.00975623187563,0.351851851852,0.111111111111,0.493827160494,0.0432098765432,0.957746478873,0.0422535211268,0.0,0.0,0.0281690140845,,0.0281690140845,0.43661971831,0.0281690140845,,0.0281690140845,0.366197183099,,0.0845070422535,71.1771276596,94.0,1.30208333333,96.0,0.157894736842,95.0,0.231578947368,95.0,17.03125,96.0,0.28125,96.0,0.125,96.0,0.896129032258,93.0,-0.0379763333333,90.0,0.819752688172,93.0,-0.005931,90.0,0.00281385542169,83.0,0.000178227848101,79.0,59.3890410959,73.0,-1.5351028125,32.0,228.12972973,74.0,-3.34097181818,33.0,0.00500554347826,92.0,-1.13253012048e-05,83.0,1.2970828125,96.0,-0.00645039215686,51.0
3.0,9.0,2.0,1.49500346963,0.0909090909091,0.113326705001,0.272727272727,0.181818181818,0.454545454545,0.0909090909091,0.0,0.333333333333,0.0,0.666666666667,,,,0.666666666667,,,,0.333333333333,,,77.4419444444,9.0,1.44444444444,9.0,0.111111111111,9.0,0.444444444444,9.0,16.2222222222,9.0,0.444444444444,9.0,0.0,9.0,0.521222222222,9.0,-0.307495,8.0,0.351444444444,9.0,-0.06300125,8.0,0.0174725,4.0,0.0019525,4.0,132.475,4.0,12.06312,1.0,136.725,4.0,-0.62128,1.0,0.0046725,4.0,-0.0001425,4.0,1.24534666667,9.0,-0.00133333333333,3.0
4.0,4.0,1.0,1.64585235107,0.2,0.0324504902189,0.4,0.0,0.6,0.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,,,83.584525,4.0,1.5,4.0,0.0,4.0,0.0,4.0,13.5,4.0,0.25,4.0,0.5,4.0,0.60875,4.0,0.02837,3.0,0.2275,4.0,-0.188693333333,3.0,0.00593333333333,3.0,0.000796666666667,3.0,118.9,3.0,-12.49864,1.0,147.9,3.0,-3.33629,1.0,0.00451666666667,3.0,-3.5e-05,2.0,1.2288825,4.0,-0.001175,2.0
6.0,24.0,19.0,1.36376968555,0.395348837209,0.0796367585437,0.302325581395,0.046511627907,0.604651162791,0.046511627907,0.0625,0.25,0.0,0.6875,,,0.0625,0.375,0.3125,,0.0625,0.1875,,,72.3328173913,23.0,1.5,24.0,0.125,24.0,0.583333333333,24.0,16.5416666667,24.0,0.25,24.0,0.0416666666667,24.0,0.539833333333,24.0,0.0303395833333,24.0,0.586833333333,24.0,0.0525775,24.0,0.00281363636364,22.0,0.00029,21.0,79.2043478261,23.0,3.75737875,8.0,163.341666667,24.0,-2.8390625,8.0,0.00514652173913,23.0,-3.40909090909e-05,22.0,1.34503125,24.0,-0.0191036363636,11.0
7.0,134.0,76.0,1.07244551131,0.971428571429,0.0156242634452,0.342857142857,0.157142857143,0.5,0.0,0.905882352941,0.0941176470588,0.0,0.0,,,0.0238095238095,0.464285714286,0.0238095238095,,,0.321428571429,,0.166666666667,71.1234445312,128.0,1.70149253731,134.0,0.112781954887,133.0,0.225563909774,133.0,16.4552238806,134.0,0.149253731343,134.0,0.0597014925373,134.0,0.806946564885,131.0,-0.0136109923664,131.0,0.611740458015,131.0,0.0498823846154,130.0,0.00400213675214,117.0,0.000294821428571,112.0,57.3092592593,108.0,1.36420258065,31.0,214.680733945,109.0,-3.3970909375,32.0,0.00515053571429,112.0,-5.77142857143e-05,105.0,1.33728984848,132.0,-0.00779253968254,63.0
8.0,15.0,6.0,1.19241902299,0.809523809524,-0.0136440195886,0.190476190476,0.142857142857,0.571428571429,0.0952380952381,1.0,0.0,0.0,0.0,,,,0.833333333333,,,,0.166666666667,,,70.67324,15.0,1.33333333333,15.0,0.266666666667,15.0,0.333333333333,15.0,16.4,15.0,0.2,15.0,0.133333333333,15.0,0.646333333333,15.0,0.0213553333333,15.0,0.739866666667,15.0,-0.0162966666667,15.0,0.00422384615385,13.0,-0.000193636363636,11.0,67.125,12.0,1.98157666667,3.0,229.583333333,12.0,8.29059,3.0,0.00450923076923,13.0,-0.000108333333333,12.0,1.37657533333,15.0,0.03026,4.0
12.0,208.0,116.0,1.96443287022,0.0,0.0541879259457,0.083850931677,0.0434782608696,0.478260869565,0.394409937888,0.0,0.0,0.0,1.0,0.212121212121,0.010101010101,0.252525252525,0.363636363636,0.010101010101,0.010101010101,0.020202020202,0.0909090909091,,0.030303030303,75.3300778325,203.0,1.50724637681,207.0,0.048309178744,207.0,0.753623188406,207.0,15.5169082126,207.0,0.264423076923,208.0,0.0673076923077,208.0,-0.0819178743961,207.0,-0.182394132653,196.0,-0.158657004831,207.0,-0.194454183673,196.0,0.00551505747126,174.0,7.9375e-05,160.0,119.341420118,169.0,3.46989333333,45.0,130.386206897,174.0,-1.30920217391,46.0,0.00422602272727,176.0,-0.000116942675159,157.0,1.16761214634,205.0,-0.0318282926829,82.0
15.0,3.0,1.0,1.20085232833,1.0,0.0625129310532,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,77.5149666667,3.0,1.33333333333,3.0,0.333333333333,3.0,0.666666666667,3.0,18.0,3.0,0.333333333333,3.0,0.0,3.0,0.536666666667,3.0,-0.14608,3.0,0.399666666667,3.0,0.180643333333,3.0,0.004085,2.0,-0.00038,1.0,52.1666666667,3.0,-2.66247,1.0,163.9,3.0,-15.73276,1.0,0.00408333333333,3.0,-0.000123333333333,3.0,1.38872666667,3.0,-0.00327,1.0
16.0,87.0,39.0,1.72178125746,0.0238095238095,0.0626948901794,0.103174603175,0.031746031746,0.619047619048,0.246031746032,0.0188679245283,0.0188679245283,0.0,0.962264150943,0.0754716981132,,0.207547169811,0.566037735849,,0.0188679245283,0.0377358490566,0.0566037735849,,0.0377358490566,74.6925797619,84.0,1.22988505747,87.0,0.0459770114943,87.0,0.747126436782,87.0,16.275862069,87.0,0.206896551724,87.0,0.149425287356,87.0,0.0989310344828,87.0,-0.158605,82.0,0.211298850575,87.0,-0.15701345679,81.0,0.00505436619718,71.0,9.62857142857e-05,70.0,108.507692308,65.0,0.894205217391,23.0,134.357352941,68.0,-3.10005041667,24.0,0.00423702702703,74.0,-9.49295774648e-05,71.0,1.18319081395,86.0,-0.0183505555556,36.0
18.0,62.0,45.0,2.09113234748,0.0,0.0385062296171,0.196261682243,0.11214953271,0.448598130841,0.242990654206,0.0,0.0,0.0,1.0,0.0588235294118,,0.352941176471,0.205882352941,0.0294117647059,,,0.176470588235,,0.176470588235,74.2529783333,60.0,1.46774193548,62.0,0.05,60.0,0.616666666667,60.0,16.0806451613,62.0,0.225806451613,62.0,0.112903225806,62.0,0.138180327869,61.0,-0.151088305085,59.0,-0.0689016393443,61.0,-0.189667586207,58.0,0.00670851851852,54.0,0.0007336,50.0,120.60625,48.0,2.81729529412,17.0,140.056862745,51.0,-2.21985058824,17.0,0.00447245614035,57.0,-0.000153125,48.0,1.21172983607,61.0,-0.0367335,20.0
19.0,40.0,31.0,1.27678641819,0.535211267606,0.0389989099384,0.366197183099,0.0845070422535,0.450704225352,0.0985915492958,0.28,0.2,0.04,0.48,,,,0.583333333333,,0.0416666666667,,0.25,,0.125,76.846375,36.0,1.525,40.0,0.15,40.0,0.25,40.0,16.0,40.0,0.3,40.0,0.1,40.0,0.564675,40.0,-0.0483405714286,35.0,0.3987,40.0,-0.0620177142857,35.0,0.00560321428571,28.0,0.000103333333333,27.0,86.937037037,27.0,0.749786363636,11.0,165.925925926,27.0,-6.20210454545,11.0,0.00474393939394,33.0,-0.000117857142857,28.0,1.25880538462,39.0,-0.0118,17.0
