,1_RANK,1_UPTAKE,2_RANK,2_UPTAKE,4_RANK,4_UPTAKE,7_RANK,7_UPTAKE,8_RANK,8_UPTAKE,9_RANK,9_UPTAKE,10_RANK,10_UPTAKE,13_RANK,13_UPTAKE,14_RANK,14_UPTAKE,16_RANK,16_UPTAKE,18_RANK,18_UPTAKE,19_RANK,19_UPTAKE,22_RANK,22_UPTAKE,26_RANK,26_UPTAKE,72_RANK,72_UPTAKE
0,CTX_FRONTALPOLE_change,0.03173456083686823,CTX_PERICALCARINE_change,0.09829262222815499,CTX_POSTCENTRAL_change,0.09640052177454544,CTX_PERICALCARINE_change,0.1632762511298297,CTX_PERICALCARINE_change,0.0861961386095342,CTX_PARSORBITALIS_change,0.045047566045505326,CTX_ENTORHINAL_change,0.0801974546811232,CTX_LATERALOCCIPITAL_change,0.09223566582291085,CTX_MEDIALORBITOFRONTAL_change,0.09225570045776318,CTX_TRANSVERSETEMPORAL_change,0.039025490985930056,CTX_CUNEUS_change,0.02339571554579354,CTX_FRONTALPOLE_change,0.09622961466395605,CEREBELLUM_WHITE_MATTER_change,0.05048674832570093,CTX_FRONTALPOLE_change,0.11003291306595323,CEREBRAL_WHITE_MATTER_change,0.020034810839352366
1,CTX_ROSTRALMIDDLEFRONTAL_change,0.028899058669091655,CTX_POSTCENTRAL_change,0.09460100891735188,CTX_TRANSVERSETEMPORAL_change,0.09102907768029896,CTX_ROSTRALMIDDLEFRONTAL_change,0.16260013941147633,CTX_FRONTALPOLE_change,0.0675670577552891,CTX_PARSTRIANGULARIS_change,0.04083449132367212,CTX_CUNEUS_change,0.06723547346772313,CTX_PRECUNEUS_change,0.079399553789571,CTX_ROSTRALANTERIORCINGULATE_change,0.08955473687007899,CTX_PARSOPERCULARIS_change,0.02601057833893791,CTX_ENTORHINAL_change,0.021674523823569835,CTX_BANKSSTS_change,0.0822343376385608,CEREBRAL_WHITE_MATTER_change,0.04681675227948027,CTX_ROSTRALMIDDLEFRONTAL_change,0.0818718890658945,CEREBELLUM_WHITE_MATTER_change,0.01846310468597381
2,CTX_PARSTRIANGULARIS_change,0.023401745588445495,CTX_SUPERIORPARIETAL_change,0.08819774471840502,CTX_PERICALCARINE_change,0.09046959987045369,CTX_PARSTRIANGULARIS_change,0.1403127789133696,CTX_LINGUAL_change,0.0598627384039309,CTX_BANKSSTS_change,0.03477095856440902,CTX_TRANSVERSETEMPORAL_change,0.06349257082590902,CTX_INFERIORTEMPORAL_change,0.07791737427503427,CTX_PARSOPERCULARIS_change,0.08682062047523272,CTX_ISTHMUSCINGULATE_change,0.024555746598219942,CTX_PERICALCARINE_change,0.02021245981979465,CTX_PRECUNEUS_change,0.07943521202796319,CTX_FRONTALPOLE_change,0.03281704514296071,CTX_POSTCENTRAL_change,0.06950626951219135,CTX_PRECENTRAL_change,0.015058674487646242
3,CTX_SUPERIORPARIETAL_change,0.02098842421689828,CTX_CAUDALMIDDLEFRONTAL_change,0.08599164818627628,CTX_FRONTALPOLE_change,0.08936775246932913,CTX_MEDIALORBITOFRONTAL_change,0.12963605970559616,CTX_LATERALOCCIPITAL_change,0.05753234782542968,CTX_TRANSVERSETEMPORAL_change,0.03319670621077465,CTX_INFERIORTEMPORAL_change,0.05855102507983302,CTX_FRONTALPOLE_change,0.07701388631776702,CTX_ROSTRALMIDDLEFRONTAL_change,0.08130795738227864,CTX_PRECUNEUS_change,0.02416408435315597,CTX_ISTHMUSCINGULATE_change,0.01999545980208706,CTX_ROSTRALMIDDLEFRONTAL_change,0.0743974655136467,CTX_PARACENTRAL_change,0.028714151307463614,CTX_PARSTRIANGULARIS_change,0.0677243717223019,CTX_POSTCENTRAL_change,0.00943270627101279
4,CTX_PARSORBITALIS_change,0.020234442519072447,CTX_ROSTRALMIDDLEFRONTAL_change,0.07837865765845162,CTX_LATERALOCCIPITAL_change,0.08313311642752083,ACCUMBENS_AREA_change,0.12167879837282823,CTX_CAUDALMIDDLEFRONTAL_change,0.05616476954668989,CTX_LATERALORBITOFRONTAL_change,0.03308194292776061,CTX_LATERALOCCIPITAL_change,0.056663683735935916,CTX_PARSORBITALIS_change,0.07406342681853634,CTX_BANKSSTS_change,0.08023876527867442,CTX_SUPERIORTEMPORAL_change,0.023724519298082853,CTX_PARSORBITALIS_change,0.019157011168087507,CTX_TRANSVERSETEMPORAL_change,0.06935606099665774,CTX_BANKSSTS_change,0.01990969334468881,CTX_SUPERIORPARIETAL_change,0.06636594379329655,CTX_SUPERIORPARIETAL_change,0.007988333804768877
5,CTX_CAUDALMIDDLEFRONTAL_change,0.019271017939347056,CTX_PRECENTRAL_change,0.0714607185143473,CTX_PRECENTRAL_change,0.08269342706326507,CTX_BANKSSTS_change,0.11713017813155951,CTX_ROSTRALMIDDLEFRONTAL_change,0.05561156526890814,CTX_PARAHIPPOCAMPAL_change,0.030255910213312653,CTX_PERICALCARINE_change,0.05057275539857816,CTX_LATERALORBITOFRONTAL_change,0.07351351526749278,CTX_PARSTRIANGULARIS_change,0.07939948707079783,CTX_BANKSSTS_change,0.02310545385143536,CTX_PRECUNEUS_change,0.01845038231840779,CTX_MEDIALORBITOFRONTAL_change,0.06918478902374141,CTX_LATERALORBITOFRONTAL_change,0.019759505335239354,CTX_PERICALCARINE_change,0.06433748667415522,CTX_SUPERIORTEMPORAL_change,-0.0021279720154790916
6,CTX_SUPRAMARGINAL_change,0.017761361888322322,CTX_LATERALOCCIPITAL_change,0.0699459102990311,CTX_SUPRAMARGINAL_change,0.08149787425275751,CTX_POSTCENTRAL_change,0.1118786874167052,CTX_INFERIORTEMPORAL_change,0.05464274153531483,CTX_PARSOPERCULARIS_change,0.02813433270569473,CTX_LINGUAL_change,0.049355622946047915,CTX_INFERIORPARIETAL_change,0.0703317683171327,CTX_PRECUNEUS_change,0.07810490106733575,CTX_PERICALCARINE_change,0.02296664327476071,CTX_POSTERIORCINGULATE_change,0.017211454445401606,CTX_ISTHMUSCINGULATE_change,0.06623305950872452,BRAIN_STEM_change,0.016376646911060826,CTX_PARACENTRAL_change,0.06252234793359861,CEREBELLUM_CORTEX_change,-0.0030255157071518357
7,CTX_LATERALOCCIPITAL_change,0.017356980887162705,CTX_SUPERIORFRONTAL_change,0.06518150142505395,CTX_SUPERIORPARIETAL_change,0.07971383200366099,CTX_PRECENTRAL_change,0.11123799303136873,CTX_ENTORHINAL_change,0.05342595405587431,CTX_MIDDLETEMPORAL_change,0.026343860199992897,CTX_FRONTALPOLE_change,0.04903055538598674,CTX_CAUDALMIDDLEFRONTAL_change,0.06837849189217622,ACCUMBENS_AREA_change,0.0773957446530674,CTX_LINGUAL_change,0.0223276759258359,CTX_MEDIALORBITOFRONTAL_change,0.01680352296526249,CTX_PARSTRIANGULARIS_change,0.06127280201491693,VENTRALDC_change,0.016184968626337875,CTX_LATERALOCCIPITAL_change,0.06174357213048228,VENTRALDC_change,-0.004265316119230112
8,CTX_INFERIORPARIETAL_change,0.01628402465431079,CTX_PARACENTRAL_change,0.06339962098857785,CTX_ROSTRALMIDDLEFRONTAL_change,0.07939645026208762,CTX_INFERIORPARIETAL_change,0.10623317952524425,CTX_MIDDLETEMPORAL_change,0.052498957518966737,CTX_ROSTRALMIDDLEFRONTAL_change,0.025631455600034544,CTX_MIDDLETEMPORAL_change,0.04659900004334744,CTX_ROSTRALMIDDLEFRONTAL_change,0.06687306171230013,CTX_CAUDALMIDDLEFRONTAL_change,0.07597238175534904,CTX_CAUDALANTERIORCINGULATE_change,0.02198792308975789,CTX_FRONTALPOLE_change,0.016643773646896003,CTX_PARSORBITALIS_change,0.060974383999778774,PALLIDUM_change,0.013843121206407825,CTX_BANKSSTS_change,0.06087670827740643,AMYGDALA_change,-0.006869921283192028
9,CTX_SUPERIORFRONTAL_change,0.01483992780833085,CTX_INFERIORPARIETAL_change,0.06269961370573594,CTX_CAUDALMIDDLEFRONTAL_change,0.07852082244323336,CTX_LINGUAL_change,0.10566430907349161,CTX_PRECUNEUS_change,0.05121977925575765,CTX_FRONTALPOLE_change,0.02528695468613729,CTX_FUSIFORM_change,0.04551278551883865,CTX_FUSIFORM_change,0.06575761283990451,CTX_FRONTALPOLE_change,0.07397571214340475,CTX_PARAHIPPOCAMPAL_change,0.02164982603521044,CTX_INFERIORTEMPORAL_change,0.016574358945084133,CTX_PARSOPERCULARIS_change,0.06083974499142728,CTX_PARSOPERCULARIS_change,0.011241119444314551,CTX_INFERIORPARIETAL_change,0.05962824785247458,HIPPOCAMPUS_change,-0.009457829035006015
