pattern,count_prior,count_post,cortical_summary,below_threshold,cortical_summary_change,N,SMC,MCI,AD,neg-neg,neg-pos,pos-neg,pos-pos,AD-AD,AD-MCI,MCI-AD,MCI-MCI,MCI-N,N-AD,N-MCI,N-N,SMC-AD,SMC-SMC,Age@AV45,Age@AV45_N,Gender,Gender_N,APOE2_BIN,APOE2_BIN_N,APOE4_BIN,APOE4_BIN_N,Edu.(Yrs),Edu.(Yrs)_N,SMOKING,SMOKING_N,DIABETES,DIABETES_N,UW_MEM_BL_3months,UW_MEM_BL_3months_N,UW_MEM_slope,UW_MEM_slope_N,UW_EF_BL_3months,UW_EF_BL_3months_N,UW_EF_slope,UW_EF_slope_N,WMH_percentOfICV_AV45_6MTHS,WMH_percentOfICV_AV45_6MTHS_N,WMH_percentOfICV_slope,WMH_percentOfICV_slope_N,CSF_TAU_closest_AV45,CSF_TAU_closest_AV45_N,CSF_TAU_slope,CSF_TAU_slope_N,CSF_ABETA_closest_AV45,CSF_ABETA_closest_AV45_N,CSF_ABETA_slope,CSF_ABETA_slope_N,FSX_HC/ICV_BL_3months,FSX_HC/ICV_BL_3months_N,FSX_HC/ICV_slope,FSX_HC/ICV_slope_N,FDG_PONS_AV45_6MTHS,FDG_PONS_AV45_6MTHS_N,FDG_postAV45_slope,FDG_postAV45_slope_N
0.0,50.0,26.0,1.71247696803,0.0721000050433,0.0592702127202,0.236842105263,0.144736842105,0.539473684211,0.0789473684211,0.0,0.0333333333333,0.0,0.966666666667,,,0.166666666667,0.4,0.1,,,0.2,,0.133333333333,74.0603714286,49.0,1.48,50.0,0.102040816327,49.0,0.551020408163,49.0,16.32,50.0,0.3,50.0,0.06,50.0,0.37268,50.0,-0.0880840425532,47.0,0.26878,50.0,-0.0834134042553,47.0,0.00634142857143,42.0,0.000673076923077,39.0,96.1868421053,38.0,6.61168166667,12.0,140.88974359,39.0,-1.5405325,12.0,0.00475125,40.0,-8.5e-05,36.0,1.26770632653,49.0,-0.0207142105263,19.0
1.0,7.0,8.0,1.45001069604,0.210400413004,0.082173105187,0.4,0.0,0.533333333333,0.0666666666667,0.0,0.166666666667,0.0,0.833333333333,,,,0.333333333333,0.166666666667,,0.333333333333,0.166666666667,,,76.9922714286,7.0,1.42857142857,7.0,0.0,7.0,0.714285714286,7.0,16.0,7.0,0.285714285714,7.0,0.0,7.0,0.467857142857,7.0,0.0571585714286,7.0,0.582,7.0,0.02649,7.0,0.00515833333333,6.0,0.000595,6.0,90.5333333333,6.0,7.01973333333,3.0,171.816666667,6.0,-4.57294333333,3.0,0.00498,6.0,-1.85714285714e-05,7.0,1.36629285714,7.0,-0.03106,4.0
2.0,139.0,76.0,1.09538276989,0.968619040761,0.0151783539195,0.348837209302,0.181395348837,0.460465116279,0.0093023255814,0.872093023256,0.104651162791,0.0,0.0232558139535,,,0.0238095238095,0.428571428571,0.0357142857143,,,0.321428571429,,0.190476190476,71.3963507576,132.0,1.69064748201,139.0,0.129496402878,139.0,0.208633093525,139.0,16.6258992806,139.0,0.172661870504,139.0,0.0647482014388,139.0,0.837306569343,137.0,-0.0124765441176,136.0,0.669306569343,137.0,0.059647037037,135.0,0.00388247933884,121.0,0.000337565217391,115.0,58.0464285714,112.0,1.09122060606,33.0,214.289473684,114.0,-3.25893294118,34.0,0.00515577586207,116.0,-5.99099099099e-05,111.0,1.34244956522,138.0,-0.00873793650794,63.0
3.0,62.0,27.0,2.05719266664,0.0164110133385,0.0397591846227,0.202247191011,0.0561797752809,0.415730337079,0.325842696629,0.0,0.0,0.0,1.0,0.0909090909091,,0.227272727273,0.272727272727,,0.0454545454545,0.0454545454545,0.227272727273,,0.0909090909091,75.8944965517,58.0,1.54838709677,62.0,0.0491803278689,61.0,0.491803278689,61.0,15.8870967742,62.0,0.209677419355,62.0,0.129032258065,62.0,-0.0804590163934,61.0,-0.203393793103,58.0,-0.485466666667,60.0,-0.265790526316,57.0,0.00913285714286,49.0,0.000574468085106,47.0,111.36122449,49.0,0.408627,10.0,129.663461538,52.0,-5.125493,10.0,0.00422954545455,44.0,-0.000134146341463,41.0,1.12335934426,61.0,-0.0328555,20.0
4.0,31.0,12.0,1.4248264346,0.210135598272,0.0504730397183,0.232558139535,0.139534883721,0.53488372093,0.093023255814,0.0,0.111111111111,0.0,0.888888888889,,,,0.529411764706,0.0588235294118,0.0588235294118,,0.176470588235,,0.176470588235,75.5358931034,29.0,1.45161290323,31.0,0.129032258065,31.0,0.41935483871,31.0,15.8387096774,31.0,0.225806451613,31.0,0.0967741935484,31.0,0.415709677419,31.0,-0.0360782142857,28.0,0.309032258065,31.0,-0.0872225,28.0,0.0051456,25.0,-0.000106923076923,26.0,92.608,25.0,0.557371818182,11.0,149.152,25.0,-3.95511818182,11.0,0.00479357142857,28.0,-9.25925925926e-05,27.0,1.25820451613,31.0,-0.0194807142857,14.0
5.0,47.0,33.0,2.31745322193,0.000497093058468,0.0500771313484,0.175,0.0625,0.4625,0.3,0.0,0.0,0.0,1.0,,,0.333333333333,0.333333333333,,0.047619047619,,0.190476190476,,0.0952380952381,72.8201630435,46.0,1.46808510638,47.0,0.0,46.0,0.717391304348,46.0,16.5106382979,47.0,0.170212765957,47.0,0.127659574468,47.0,-0.0967391304348,46.0,-0.224379545455,44.0,-0.354695652174,46.0,-0.120053255814,43.0,0.00477975,40.0,0.000424285714286,35.0,143.284210526,38.0,0.217425,12.0,132.658974359,39.0,-1.00029333333,12.0,0.00454619047619,42.0,-0.000212058823529,34.0,1.14758744681,47.0,-0.0363713333333,15.0
6.0,217.0,120.0,2.03036522824,0.00519995403848,0.0491577554866,0.0952380952381,0.0327380952381,0.502976190476,0.369047619048,0.0,0.0,0.0,1.0,0.125,0.0104166666667,0.385416666667,0.302083333333,0.0104166666667,0.0208333333333,0.03125,0.09375,,0.0208333333333,75.2011838863,211.0,1.51388888889,216.0,0.0511627906977,215.0,0.753488372093,215.0,15.5648148148,216.0,0.230414746544,217.0,0.0783410138249,217.0,-0.131467592593,216.0,-0.176909558824,204.0,-0.237050925926,216.0,-0.191926699507,203.0,0.00553938888889,180.0,0.000236790123457,162.0,122.651428571,175.0,2.71807173913,46.0,130.561878453,181.0,-1.06720617021,47.0,0.00414784530387,181.0,-0.000113,160.0,1.15325934272,213.0,-0.0375364197531,81.0
9.0,82.0,41.0,1.77210319903,0.0414863976035,0.0696284989052,0.113821138211,0.0243902439024,0.609756097561,0.252032520325,0.02,0.02,0.0,0.96,0.1,,0.22,0.54,,0.04,0.04,0.04,,0.02,74.99740125,80.0,1.23170731707,82.0,0.0365853658537,82.0,0.69512195122,82.0,16.012195122,82.0,0.207317073171,82.0,0.146341463415,82.0,0.0418780487805,82.0,-0.184917820513,78.0,0.167012195122,82.0,-0.20202,77.0,0.00594803030303,66.0,0.000202537313433,67.0,111.5640625,64.0,1.323605,26.0,132.240298507,67.0,-2.23763407407,27.0,0.00418890410959,73.0,-0.000107536231884,69.0,1.17517259259,81.0,-0.0184513513514,37.0
19.0,233.0,138.0,0.976849277445,0.99973772566,0.0121120690371,0.429347826087,0.0978260869565,0.426630434783,0.0461956521739,0.986206896552,0.0137931034483,0.0,0.0,0.0138888888889,,0.0347222222222,0.354166666667,0.0833333333333,0.0138888888889,0.0416666666667,0.395833333333,0.00694444444444,0.0555555555556,73.2546969565,230.0,1.42489270386,233.0,0.161572052402,229.0,0.2096069869,229.0,16.4248927039,233.0,0.210300429185,233.0,0.103004291845,233.0,0.611043290043,231.0,0.0181062895928,221.0,0.63038961039,231.0,-0.0323460633484,221.0,0.00358269430052,193.0,6.32795698925e-05,186.0,58.2098901099,182.0,8.12316193548,62.0,221.123243243,185.0,-2.3018833871,62.0,0.00489379487179,195.0,-5.69945355191e-05,183.0,1.30274165939,229.0,-0.00616475,120.0
22.0,25.0,14.0,1.23282278243,0.635695515027,0.0597407988171,0.410256410256,0.0512820512821,0.461538461538,0.0769230769231,0.333333333333,0.25,0.0,0.416666666667,,,0.0833333333333,0.5,,,,0.333333333333,,0.0833333333333,76.8213541667,24.0,1.6,25.0,0.12,25.0,0.2,25.0,15.36,25.0,0.4,25.0,0.08,25.0,0.345625,24.0,5.71428571429e-05,21.0,0.253166666667,24.0,-0.076980952381,21.0,0.004515625,16.0,0.000212,15.0,72.8375,16.0,4.20280166667,6.0,169.69375,16.0,-8.38829166667,6.0,0.0046,20.0,-6.0625e-05,16.0,1.28251583333,24.0,-0.00459363636364,11.0
