,2,7,8,10,13,22,26
CTX_POSTERIORCINGULATE,1.746962333,1.886196266,1.940009583,1.882125888,1.108830688,1.16514514,1.828869691
CTX_FRONTALPOLE,2.388758685,2.515913419,2.268280145,2.133757466,1.244750417,1.388000781,1.691449236
CTX_PRECUNEUS,1.976653411,1.841611728,2.207709736,2.200937156,1.284580564,1.104741568,1.93927237
CTX_SUPERIORFRONTAL,1.732422698,2.097962858,2.00065545,1.942926051,1.059421319,1.221884924,1.878411788
CTX_CAUDALANTERIORCINGULATE,1.681983067,1.984589436,1.927905249,1.759111135,1.074229003,1.258619353,1.91525695
CTX_BANKSSTS_change,0.039499559,0.116568166,0.043972769,0.036795754,0.061796168,0.020064132,0.060782593
CTX_PRECENTRAL_change,0.070972465,0.112479367,0.041077501,0.044202853,0.027858711,-0.017202328,0.052148792
CTX_MEDIALORBITOFRONTAL_change,0.030093302,0.128242152,0.042032167,0.022370136,0.058940267,-0.020364724,0.033438424
CTX_PARSORBITALIS_change,0.038626824,0.094320916,0.036262946,0.043171967,0.073910525,-0.028702307,0.057325292
CAUDATE_change,0.016088726,0.028560173,0.019633927,0.019252174,0.025702184,-0.054144248,0.010925173
CTX_LINGUAL_change,0.059202498,0.1058252,0.060001304,0.048912152,0.037825053,-0.031783479,0.039841593
THALAMUS_PROPER_change,-0.006374854,0.024949749,0.00916102,0.005710163,0.003144199,-0.015485326,0.006913592
CEREBELLUM_CORTEX_change,0.004981453,0.009598355,0.002509809,0.003052237,-0.005096039,-0.007855823,0.000594977
PALLIDUM_change,-0.02199085,0.01651966,0.010352244,-0.016890076,0.044736008,0.013367724,-0.008987496
CTX_ISTHMUSCINGULATE_change,0.032246285,0.070363205,0.041607042,0.032578887,0.056801013,-0.059209967,0.034498621
AMYGDALA_change,0.046634968,0.050938774,0.034156218,0.022516367,0.005071324,-0.029007015,0.023173553
CTX_PARAHIPPOCAMPAL_change,0.013409718,0.068155179,0.025065117,0.044704465,0.022831855,-0.054829235,0.035185635
CTX_INFERIORTEMPORAL_change,0.043850298,0.102119087,0.054858446,0.058878806,0.077986209,-0.013033202,0.059074396
CTX_LATERALOCCIPITAL_change,0.070543068,0.101103039,0.057613358,0.056364706,0.092063566,0.002302395,0.061957065
CTX_POSTCENTRAL_change,0.093890481,0.111715926,0.048777756,0.035998288,0.051462275,-0.025620679,0.069986372
CTX_CUNEUS_change,0.037448939,0.079986036,0.045934464,0.067264887,0.046680719,-0.001448643,0.049548932
CTX_PARSTRIANGULARIS_change,0.051896556,0.139144322,0.039255746,0.040690385,0.053662296,0.007649002,0.068103063
CTX_INSULA_change,0.02402145,0.04698594,0.035265201,0.030043492,0.043407246,-0.0251949,0.028172459
CTX_CAUDALMIDDLEFRONTAL_change,0.087288792,0.097907341,0.056110537,0.031759225,0.067591252,-0.003169641,0.050608468
CTX_ENTORHINAL_change,0.032203665,0.07151169,0.053589851,0.080608726,0.012969217,-0.024024402,0.049010104
CTX_SUPERIORTEMPORAL_change,0.061114074,0.105132307,0.042682866,0.043564284,0.044951296,-0.057375355,0.055879251
CTX_INFERIORPARIETAL_change,0.062795667,0.106293069,0.048901557,0.02934569,0.070664659,-0.000148679,0.059943491
PUTAMEN_change,0.020543103,0.064816492,0.016963912,0.009712914,0.011980197,-0.015707979,0.018876581
VENTRALDC_change,-0.015758331,0.026795825,0.003165305,-0.004163054,0.02289561,0.015637532,-0.004977367
CTX_ROSTRALMIDDLEFRONTAL_change,0.078069564,0.163191916,0.055688548,0.040401788,0.066998028,-0.007781327,0.081986424
CTX_PERICALCARINE_change,0.097942694,0.163465799,0.086484574,0.051148609,0.055928682,-0.004371123,0.06408384
CEREBELLUM_WHITE_MATTER_change,-0.016248172,-0.032630309,-0.00880367,-0.008986711,0.038678295,0.049360303,-0.000151555
CTX_SUPRAMARGINAL_change,0.060418365,0.100846822,0.046591605,0.030151723,0.06071056,-0.020737987,0.054387905
CTX_ROSTRALANTERIORCINGULATE_change,0.024213312,0.05449284,0.026532124,0.023835614,0.052926644,-0.00906107,0.036262126
CTX_PARACENTRAL_change,0.063792562,0.072163508,0.047930003,0.021177523,0.053589076,0.029083283,0.062214943
CTX_TRANSVERSETEMPORAL_change,0.035948042,0.079222229,0.049232455,0.063420737,0.027661255,-0.066717433,0.050630724
CTX_MIDDLETEMPORAL_change,0.05540415,0.10223951,0.052534628,0.046969244,0.057227674,-0.008954944,0.055680182
CTX_TEMPORALPOLE_change,0.044937429,0.096765415,0.038182563,0.033788623,0.014207761,-0.055608694,0.049888306
CTX_FUSIFORM_change,0.05811998,0.08844918,0.048654757,0.045762742,0.065272276,-0.012858469,0.041862199
CTX_SUPERIORPARIETAL_change,0.08882493,0.083415537,0.045298252,0.032820091,0.064476771,-0.02107751,0.067130255
CTX_LATERALORBITOFRONTAL_change,0.014044752,0.103483411,0.048283751,0.035759002,0.073568867,0.020590514,0.044974078
CTX_PARSOPERCULARIS_change,0.056447003,0.094844226,0.042964668,0.039902281,0.061650535,0.009242221,0.051677139
HIPPOCAMPUS_change,0.013826328,0.021200721,0.028008079,0.010880792,0.006229319,-0.026924039,-0.000189035
CEREBRAL_WHITE_MATTER_change,-0.026088873,-0.057013502,-0.01300961,-0.029639145,0.0212418,0.049333132,-0.01332292
BRAIN_STEM_change,-0.020905274,-0.018392285,-0.005050636,-0.009400422,0.01777832,0.017095671,-0.009072982
ACCUMBENS_AREA_change,0.027199316,0.126108985,0.023491058,0.027282934,-0.022656489,-0.045281928,0.006381358
CTX_POSTERIORCINGULATE_change,0.052491798,0.069135274,0.040175502,0.040619616,0.035807941,0.005342776,0.037609991
CTX_FRONTALPOLE_change,0.049960962,0.080968404,0.067523354,0.049676547,0.076934456,0.033883903,0.111173206
CTX_PRECUNEUS_change,0.062826044,0.092766463,0.051032496,0.032443434,0.079375987,-0.00936096,0.053313028
CTX_SUPERIORFRONTAL_change,0.065737031,0.102992154,0.043833998,0.032337355,0.060996881,-0.006588206,0.045601654
CTX_CAUDALANTERIORCINGULATE_change,0.030523072,0.067688466,0.039794726,0.032513647,0.051257235,-0.043827384,0.026238099
