pattern,0.0,1.0,3.0,4.0,5.0,7.0,10.0,11.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,22.0,23.0,24.0,25.0,26.0,27.0,29.0,33.0,34.0,35.0,37.0,38.0,39.0,40.0,42.0,45.0,48.0,56.0,63.0,65.0,67.0,68.0,77.0,AD,AD-AD,AD-MCI,AD-N,AD-SMC,APOE4_BIN,Gender,Handedness,MCI,MCI-AD,MCI-MCI,MCI-N,MCI-SMC,N,N-AD,N-MCI,N-N,N-SMC,SMC,SMC-AD,SMC-MCI,SMC-N,SMC-SMC,UW_EF_slope,UW_MEM_slope,WMH_slope,cortical_summary,cortical_summary_change,count_post,count_prior,neg-neg,neg-pos,pos-neg,pos-pos
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.25,0.166666666667,0.0,0.0,0.0,0.666666666667,1.16666666667,1.16666666667,0.416666666667,0.166666666667,0.333333333333,0.0,0.0,0.333333333333,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0547166666667,-0.15448,0.0012375,1.08365858768,0.0527339224402,6.0,6.0,0.0,0.166666666667,0.0,0.833333333333
17.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.5,1.25,1.125,0.615384615385,0.25,0.5,0.0,0.0,0.307692307692,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.20264125,-0.13884125,0.00016375,1.08478098152,0.0503373635619,5.0,8.0,0.0,0.125,0.0,0.875
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.25,0.0,0.0,0.0,1.0,1.5,1.0,0.571428571429,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.157445,-0.3347625,3.5e-05,1.26943050534,0.0628049081933,3.0,4.0,0.0,0.0,0.0,1.0
19.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0714285714286,0.0,0.0,0.0,0.857142857143,1.57142857143,1.07142857143,0.444444444444,0.285714285714,0.285714285714,0.0,0.0,0.259259259259,0.0714285714286,0.0,0.214285714286,0.0,0.0740740740741,0.0,0.0,0.0,0.0714285714286,-0.0991592857143,-0.104192857143,0.000274285714286,1.11696064457,0.0474471629273,13.0,14.0,0.0,0.0714285714286,0.0,0.928571428571
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.888888888889,0.0,0.75,0.0,0.0,0.111111111111,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062015,0.114815,-0.0001025,0.833157661254,0.0398806726282,5.0,4.0,0.25,0.75,0.0,0.0
22.0,0.0,0.0,0.0169491525424,0.00847457627119,0.0,0.00847457627119,0.00847457627119,0.00847457627119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754237288136,0.0,0.0,0.0169491525424,0.00847457627119,0.0,0.0677966101695,0.0,0.0169491525424,0.0,0.0,0.00847457627119,0.0169491525424,0.0169491525424,0.0,0.0,0.0254237288136,0.0,0.0,0.0,0.0,0.0,0.0,0.0218340611354,0.00847457627119,0.0,0.0,0.0,0.196581196581,1.37288135593,1.12711864407,0.458515283843,0.0254237288136,0.381355932203,0.0932203389831,0.0,0.506550218341,0.0169491525424,0.0338983050847,0.432203389831,0.0,0.0131004366812,0.00847457627119,0.0,0.0,0.0,0.0112305084746,0.0274874576271,0.000169238095238,0.654962211704,0.0123946137663,111.0,118.0,0.974576271186,0.0169491525424,0.0,0.00847457627119
23.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.833333333333,1.5,1.0,0.761904761905,0.25,0.583333333333,0.0833333333333,0.0,0.142857142857,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00812083333333,-0.119915,0.000345454545455,1.19787554466,0.0256836318017,9.0,12.0,0.0,0.0,0.0,1.0
24.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,1.0,0.416666666667,0.0,0.4,0.0,0.0,0.416666666667,0.0,0.0,0.4,0.0,0.166666666667,0.0,0.0,0.0,0.2,-0.044284,-0.060054,0.0013075,1.26930997129,0.0965003429919,7.0,5.0,0.0,0.0,0.0,1.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.2,0.4,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.003962,0.050102,4.66666666667e-05,0.580419573472,0.00653022595195,5.0,5.0,1.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540540540541,0.0,0.0,0.0,0.0,0.222222222222,1.38888888889,1.05555555556,0.567567567568,0.0555555555556,0.5,0.0555555555556,0.0,0.378378378378,0.0,0.0555555555556,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.117700555556,-0.184222777778,0.000158666666667,0.759033155175,0.00561057417052,19.0,18.0,1.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.5,0.0,0.0,0.0,0.75,1.25,1.0,0.428571428571,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.213545,-0.28212,0.00078,1.53831967872,0.0760138608906,3.0,4.0,0.0,0.0,0.0,1.0
29.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.54,0.02,0.0,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111111111111,0.0,0.0,0.0,0.0,0.18,1.56,1.12,0.5,0.0,0.54,0.02,0.0,0.444444444444,0.0,0.0,0.38,0.0,0.0444444444444,0.0,0.0,0.0,0.04,0.0649874,0.0204254,0.000277333333333,0.711293244801,0.0127505745881,40.0,50.0,0.98,0.02,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,1.77777777778,1.0,0.25,0.0,0.222222222222,0.111111111111,0.0,0.4375,0.0,0.0,0.333333333333,0.0,0.3125,0.0,0.0,0.0,0.333333333333,0.120125555556,-0.0132111111111,0.000347777777778,0.771031665935,0.0336404963971,7.0,9.0,0.777777777778,0.222222222222,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.666666666667,0.0,0.5,0.0,0.0,0.333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0401,0.07521,8e-05,0.71035861104,0.0163016729817,4.0,2.0,1.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.9,1.1,0.576923076923,0.0,0.4,0.0,0.0,0.346153846154,0.0,0.0,0.5,0.0,0.0769230769231,0.0,0.0,0.0,0.1,-0.01155,-0.072744,0.000402857142857,0.92482119018,-0.0197447039269,16.0,10.0,0.4,0.1,0.3,0.2
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.833333333333,1.83333333333,1.0,0.4,0.833333333333,0.0,0.0,0.0,0.0666666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.429633333333,-0.474275,-0.00069,1.7232706764,0.0648744635979,9.0,6.0,0.0,0.0,0.0,1.0
38.0,0.0588235294118,0.176470588235,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470588235294,0.0,0.0,0.0,0.0,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.172413793103,0.0588235294118,0.0,0.0,0.0,0.705882352941,1.11764705882,1.05882352941,0.758620689655,0.176470588235,0.705882352941,0.0,0.0,0.0689655172414,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0972211764706,-0.0869294117647,0.000515294117647,1.10395162528,0.044937159808,12.0,17.0,0.0,0.0588235294118,0.0,0.941176470588
39.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846153846,0.0,0.0,0.0,0.461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846153846,1.15384615385,1.15384615385,0.294117647059,0.0,0.307692307692,0.0,0.0,0.705882352941,0.0,0.0,0.692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.000216153846154,0.0885369230769,0.000251,0.607315048342,0.00345368580329,4.0,13.0,1.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,1.2,0.555555555556,0.1,0.4,0.0,0.0,0.388888888889,0.0,0.0,0.3,0.0,0.0555555555556,0.0,0.0,0.0,0.1,0.029688,0.038748,-0.00019625,0.723604955817,-0.00542857884455,10.0,10.0,1.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.5,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.080145,-0.1582,0.0009275,1.24764920259,0.0700453667559,4.0,4.0,0.0,0.0,0.0,1.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.333333333333,1.66666666667,1.0,0.285714285714,0.0,0.333333333333,0.0,0.0,0.571428571429,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.137306666667,-0.0672566666667,0.001105,1.06578775284,0.0782647618588,4.0,3.0,0.0,0.0,0.0,1.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.258064516129,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290323,0.0,0.0,0.548387096774,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0344827586207,0.0322580645161,0.0,0.0,0.0,0.129032258065,1.41935483871,1.22580645161,0.448275862069,0.0,0.354838709677,0.0645161290323,0.0,0.413793103448,0.0,0.0322580645161,0.41935483871,0.0,0.103448275862,0.0,0.0,0.0,0.0967741935484,0.0198964516129,0.0151883870968,0.00012275862069,0.588824942706,0.0048791040106,27.0,31.0,1.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.825,0.0,0.075,0.0,0.0,0.0,0.38202247191,0.15,0.0,0.0,0.0,0.7,1.625,1.075,0.505617977528,0.425,0.3,0.0,0.0,0.112359550562,0.0,0.05,0.075,0.0,0.0,0.0,0.0,0.0,0.0,-0.1473875,-0.171117,0.000410625,1.42199207413,0.0376007565695,49.0,40.0,0.0,0.0,0.0,1.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,1.0,1.0,0.818181818182,0.0,0.833333333333,0.0,0.0,0.181818181818,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.04828,0.05843,0.000503333333333,0.825169018643,-0.0223793090141,5.0,6.0,0.833333333333,0.0,0.166666666667,0.0
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.857142857143,0.0,0.0714285714286,0.0,0.366666666667,0.142857142857,0.0,0.0,0.0,0.428571428571,1.42857142857,1.07142857143,0.4,0.285714285714,0.285714285714,0.0,0.0,0.233333333333,0.0714285714286,0.0,0.214285714286,0.0,0.0,0.0,0.0,0.0,0.0,-0.202492142857,-0.217898571429,0.00055,1.5843418578,0.0457011896532,16.0,14.0,0.0,0.0,0.0,1.0
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.545454545455,0.0,0.666666666667,0.333333333333,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02898,0.139256666667,0.0006,1.00077011045,0.0338378458728,8.0,3.0,0.0,0.333333333333,0.0,0.666666666667
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.25,0.555555555556,0.0,0.5,0.0,0.0,0.444444444444,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0160225,-0.017535,9.25e-05,1.02746620071,0.0308018613015,5.0,4.0,0.0,0.0,0.0,1.0
77.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.166666666667,0.0,0.0,0.0,0.0,0.25,1.75,1.0,0.5,0.0,0.5,0.0,0.0,0.333333333333,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02609,-0.125905,-0.00085,1.01255902045,0.0421687283921,2.0,4.0,0.0,0.25,0.0,0.75
