,1_RANK,1_UPTAKE,2_RANK,2_UPTAKE,4_RANK,4_UPTAKE,7_RANK,7_UPTAKE,8_RANK,8_UPTAKE,9_RANK,9_UPTAKE,10_RANK,10_UPTAKE,13_RANK,13_UPTAKE,14_RANK,14_UPTAKE,16_RANK,16_UPTAKE,18_RANK,18_UPTAKE,19_RANK,19_UPTAKE,22_RANK,22_UPTAKE,26_RANK,26_UPTAKE
0,CTX_ROSTRALMIDDLEFRONTAL_change,0.034625292158785154,CTX_SUPERIORPARIETAL_change,0.206843678099385,CTX_FRONTALPOLE_change,0.21131788879322355,CTX_ROSTRALMIDDLEFRONTAL_change,0.1990073891911289,CTX_PERICALCARINE_change,0.11363022524725477,CTX_PARAHIPPOCAMPAL_change,0.074120997386602,CTX_FRONTALPOLE_change,0.0959241932165625,CTX_BANKSSTS_change,0.07964920770593352,CTX_ROSTRALANTERIORCINGULATE_change,0.13662355493605574,CTX_TRANSVERSETEMPORAL_change,0.05531009383225536,CTX_CUNEUS_change,0.023745023532390424,CTX_MEDIALORBITOFRONTAL_change,0.08802649580739891,CEREBRAL_WHITE_MATTER_change,0.13954854678818582,CTX_PERICALCARINE_change,0.16788703226357496
1,CTX_FRONTALPOLE_change,0.028660026135072045,CTX_CAUDALMIDDLEFRONTAL_change,0.19022881755187623,CTX_PARSTRIANGULARIS_change,0.17036102004312037,CTX_PARSTRIANGULARIS_change,0.1822200041512311,ACCUMBENS_AREA_change,0.1018710282098197,CTX_TRANSVERSETEMPORAL_change,0.048010232625807094,CTX_TRANSVERSETEMPORAL_change,0.08599597779284977,CTX_LATERALOCCIPITAL_change,0.07530351303980536,CTX_FRONTALPOLE_change,0.13558336829189999,CTX_PERICALCARINE_change,0.03942813540421379,CTX_POSTERIORCINGULATE_change,0.017674407296858888,CTX_ISTHMUSCINGULATE_change,0.07868496756863007,CEREBELLUM_WHITE_MATTER_change,0.08822453729617084,CTX_CUNEUS_change,0.10630438012029157
2,CTX_PARSTRIANGULARIS_change,0.027815814176483232,CTX_POSTCENTRAL_change,0.17902809472300926,CTX_POSTCENTRAL_change,0.16608847049635322,CTX_PERICALCARINE_change,0.1719844309235823,CTX_INFERIORPARIETAL_change,0.10143034250912412,CTX_BANKSSTS_change,0.04552182175699455,CTX_PERICALCARINE_change,0.07977830490170343,CTX_PRECUNEUS_change,0.07340821657970854,CTX_ROSTRALMIDDLEFRONTAL_change,0.1261763524932077,CTX_PARSOPERCULARIS_change,0.030895922741190934,CTX_PRECUNEUS_change,0.017186857168879122,CTX_PRECUNEUS_change,0.07572668532555328,CTX_PARSTRIANGULARIS_change,0.06872545259388849,ACCUMBENS_AREA_change,0.09113097256685344
3,CTX_SUPERIORPARIETAL_change,0.0273532760484539,CTX_ROSTRALMIDDLEFRONTAL_change,0.15977169904912272,CTX_PRECUNEUS_change,0.16382729358936338,CTX_POSTCENTRAL_change,0.15665751717746446,CTX_SUPERIORPARIETAL_change,0.09514668709993433,CTX_PARSORBITALIS_change,0.04365711205084651,ACCUMBENS_AREA_change,0.06564686336039367,CTX_SUPRAMARGINAL_change,0.07172691354025981,CTX_CAUDALMIDDLEFRONTAL_change,0.12306897251767968,CTX_LINGUAL_change,0.029109730784626076,CTX_PERICALCARINE_change,0.01692696783906858,CTX_PARAHIPPOCAMPAL_change,0.071311488118605,BRAIN_STEM_change,0.05957402205238352,CTX_LINGUAL_change,0.09054841450261712
4,CTX_CAUDALMIDDLEFRONTAL_change,0.024823999200018355,CTX_PARACENTRAL_change,0.15970350318564816,CTX_ROSTRALMIDDLEFRONTAL_change,0.16054443529540566,CTX_MEDIALORBITOFRONTAL_change,0.15213855100691792,CTX_FRONTALPOLE_change,0.09415922428889047,CTX_MIDDLETEMPORAL_change,0.04283986184544943,CTX_CUNEUS_change,0.05819256683880016,CTX_INFERIORTEMPORAL_change,0.07082225692422384,CTX_MEDIALORBITOFRONTAL_change,0.10389942993126822,CTX_ENTORHINAL_change,0.02842295358025381,CTX_ISTHMUSCINGULATE_change,0.015943896981428056,CTX_ROSTRALANTERIORCINGULATE_change,0.07110698165833519,CTX_PARACENTRAL_change,0.0360685162858667,CTX_POSTCENTRAL_change,0.0784016001034909
5,CTX_PRECENTRAL_change,0.024779796734187017,CTX_PRECENTRAL_change,0.15149302385286048,CTX_INFERIORPARIETAL_change,0.15806692901704303,CTX_PARSORBITALIS_change,0.15168626982497593,CTX_BANKSSTS_change,0.09316659093884541,CTX_INFERIORTEMPORAL_change,0.04003837411303018,CTX_MEDIALORBITOFRONTAL_change,0.05778688667466323,CTX_ROSTRALMIDDLEFRONTAL_change,0.0693947103053854,ACCUMBENS_AREA_change,0.10194931269043433,CTX_CAUDALANTERIORCINGULATE_change,0.025682084748712333,CTX_CAUDALANTERIORCINGULATE_change,0.014493333307319592,CTX_BANKSSTS_change,0.06320739060157415,CTX_PARSOPERCULARIS_change,0.0341099235927292,CTX_LATERALOCCIPITAL_change,0.0780580825130066
6,CTX_SUPRAMARGINAL_change,0.023497918318500077,CTX_PARSTRIANGULARIS_change,0.13212583208912257,CTX_SUPRAMARGINAL_change,0.15781413951490197,CTX_BANKSSTS_change,0.1439972696412328,CTX_ROSTRALMIDDLEFRONTAL_change,0.0929070263006995,CTX_LATERALORBITOFRONTAL_change,0.038993602632482305,CTX_LINGUAL_change,0.055813138687938725,CTX_FRONTALPOLE_change,0.06462467743042256,CTX_PARSOPERCULARIS_change,0.09820245052617312,CTX_ROSTRALANTERIORCINGULATE_change,0.025598502302475065,CTX_INFERIORTEMPORAL_change,0.013806779025604602,CTX_LATERALORBITOFRONTAL_change,0.06260078608645075,CTX_FRONTALPOLE_change,0.021296938164108978,CTX_PRECENTRAL_change,0.07390581807287394
7,CTX_LATERALOCCIPITAL_change,0.021117965274203104,CTX_SUPERIORFRONTAL_change,0.12614322137815812,CTX_LATERALOCCIPITAL_change,0.1539384669264651,CTX_SUPERIORFRONTAL_change,0.14326875954515525,CTX_LATERALOCCIPITAL_change,0.09095177939676927,CTX_FUSIFORM_change,0.02820089975451769,CTX_SUPERIORTEMPORAL_change,0.04983583631298305,CTX_CAUDALMIDDLEFRONTAL_change,0.06039607371345784,CTX_BANKSSTS_change,0.09782297004975031,CTX_PRECUNEUS_change,0.025326459377470124,CTX_MEDIALORBITOFRONTAL_change,0.013588781154692472,CTX_CAUDALANTERIORCINGULATE_change,0.06256249493282647,CTX_LATERALORBITOFRONTAL_change,0.016579860753427003,CTX_PARACENTRAL_change,0.07296805136994172
8,CTX_CUNEUS_change,0.01994533467270803,CTX_PARSORBITALIS_change,0.1254922877762918,CTX_TRANSVERSETEMPORAL_change,0.15366482457376907,CTX_PRECENTRAL_change,0.1426713321120126,CTX_CUNEUS_change,0.09074121800205706,CTX_INSULA_change,0.028117520034876834,CTX_PRECUNEUS_change,0.04700000087246105,CTX_SUPERIORFRONTAL_change,0.05674742048510031,CTX_PARSTRIANGULARIS_change,0.09302611924661011,CTX_ISTHMUSCINGULATE_change,0.024000292827917765,CTX_SUPERIORPARIETAL_change,0.013272570194728604,CTX_PERICALCARINE_change,0.0596394859304991,CTX_CAUDALMIDDLEFRONTAL_change,0.012590195212292455,CTX_TRANSVERSETEMPORAL_change,0.07289076825831454
9,CTX_POSTCENTRAL_change,0.019437601381651966,CTX_PRECUNEUS_change,0.11643053733421345,CTX_SUPERIORPARIETAL_change,0.15125957405819376,CTX_PARSOPERCULARIS_change,0.14155091624640329,CTX_SUPRAMARGINAL_change,0.0905241463829469,CTX_SUPERIORTEMPORAL_change,0.027686393973973464,CTX_ROSTRALANTERIORCINGULATE_change,0.04677401424065936,CTX_PARSTRIANGULARIS_change,0.05649693858788113,CTX_SUPERIORFRONTAL_change,0.08434366245231735,CTX_BANKSSTS_change,0.023030186317219894,CTX_LATERALOCCIPITAL_change,0.01322075023081691,CTX_INFERIORTEMPORAL_change,0.059532179806059675,CTX_ROSTRALANTERIORCINGULATE_change,0.005910667120217101,CTX_CAUDALANTERIORCINGULATE_change,0.06921020705072722
10,CTX_PARSORBITALIS_change,0.01850906395614063,CTX_LATERALOCCIPITAL_change,0.11393343885413425,CTX_PARSORBITALIS_change,0.14592638925939386,CTX_CAUDALMIDDLEFRONTAL_change,0.1356408570469961,CTX_SUPERIORTEMPORAL_change,0.08892689553727892,VENTRALDC_change,0.02411622235129511,CTX_ROSTRALMIDDLEFRONTAL_change,0.04662135243965978,CTX_POSTCENTRAL_change,0.054752258440334566,CTX_PRECUNEUS_change,0.07995445301618867,CTX_MEDIALORBITOFRONTAL_change,0.020254581600931798,CTX_ENTORHINAL_change,0.01297442579133601,CTX_PARSTRIANGULARIS_change,0.05618748317768836,CTX_PRECENTRAL_change,0.003945647614972313,CTX_ENTORHINAL_change,0.06412267245283149
11,CTX_INFERIORPARIETAL_change,0.01831146181682964,CTX_SUPRAMARGINAL_change,0.10097154395284375,CTX_LATERALORBITOFRONTAL_change,0.13253817169910515,CTX_LATERALORBITOFRONTAL_change,0.13172290914158724,CTX_POSTCENTRAL_change,0.08779205277189306,CTX_PARSTRIANGULARIS_change,0.023089262094491917,CTX_ISTHMUSCINGULATE_change,0.046242374764045684,CTX_LATERALORBITOFRONTAL_change,0.05474594146729945,CTX_ISTHMUSCINGULATE_change,0.0774025990866133,CTX_PARAHIPPOCAMPAL_change,0.01975343743780988,CTX_BANKSSTS_change,0.012432073138302299,CTX_PARSOPERCULARIS_change,0.055394078874042824,CTX_ROSTRALMIDDLEFRONTAL_change,0.0017768173482881951,CTX_ISTHMUSCINGULATE_change,0.05847801051759504
12,CTX_ENTORHINAL_change,0.017636962019352793,CTX_PERICALCARINE_change,0.100892016965616,CTX_PRECENTRAL_change,0.13023904800742184,CTX_INFERIORPARIETAL_change,0.12586393612422733,CTX_TRANSVERSETEMPORAL_change,0.08766370176591824,HIPPOCAMPUS_change,0.023020306902333018,CTX_SUPERIORFRONTAL_change,0.04384908960997225,CTX_TRANSVERSETEMPORAL_change,0.054069147210111725,CTX_LATERALORBITOFRONTAL_change,0.07635466339862168,CTX_SUPERIORTEMPORAL_change,0.019177580815181297,CTX_PARACENTRAL_change,0.011822818688850148,CTX_ROSTRALMIDDLEFRONTAL_change,0.05479152722554137,CTX_POSTCENTRAL_change,-0.000530497336562432,CTX_SUPERIORPARIETAL_change,0.05002819042711749
13,CTX_PARACENTRAL_change,0.01706928832842567,CTX_INFERIORPARIETAL_change,0.09045139471384807,CTX_BANKSSTS_change,0.12652221218819074,CTX_SUPRAMARGINAL_change,0.12310900845416795,CTX_MIDDLETEMPORAL_change,0.08523626913166486,CTX_FRONTALPOLE_change,0.022142613996799315,CTX_CAUDALANTERIORCINGULATE_change,0.04296044259197091,CTX_INFERIORPARIETAL_change,0.05327337818248707,CTX_INSULA_change,0.0743818304415749,CTX_INSULA_change,0.01891159474636156,CTX_INFERIORPARIETAL_change,0.011720613338560667,CTX_POSTERIORCINGULATE_change,0.053475380687722125,CTX_SUPERIORFRONTAL_change,-0.002855226486426693,CTX_FUSIFORM_change,0.04811536528817237
14,CTX_MIDDLETEMPORAL_change,0.01668911246659619,CTX_PARSOPERCULARIS_change,0.08802588792193827,CTX_PARSOPERCULARIS_change,0.12467357602066655,CTX_SUPERIORTEMPORAL_change,0.11939286765944006,CTX_PRECUNEUS_change,0.0846489298502521,THALAMUS_PROPER_change,0.01855876023625735,CTX_BANKSSTS_change,0.042810686153760144,CTX_SUPERIORPARIETAL_change,0.049946398308829604,CTX_PARSORBITALIS_change,0.0725167432940773,CTX_CUNEUS_change,0.018750795703575223,CTX_ROSTRALANTERIORCINGULATE_change,0.01151147252367549,CTX_PARACENTRAL_change,0.052056345567024126,CTX_LATERALOCCIPITAL_change,-0.012189995475654636,CTX_INFERIORTEMPORAL_change,0.046233620638471196
15,CTX_POSTERIORCINGULATE_change,0.014318578373199001,CTX_MIDDLETEMPORAL_change,0.0776651066581751,CTX_MIDDLETEMPORAL_change,0.1228375046368722,CTX_MIDDLETEMPORAL_change,0.11774160948380812,CTX_PARSORBITALIS_change,0.08437479833547579,CTX_ENTORHINAL_change,0.01493837516039858,CTX_PARSOPERCULARIS_change,0.04121751825078803,CTX_PARSOPERCULARIS_change,0.048744974888309985,CTX_INFERIORPARIETAL_change,0.0655421194261707,CTX_ROSTRALMIDDLEFRONTAL_change,0.017411337066978134,CTX_FRONTALPOLE_change,0.011117896954806595,CTX_PARSORBITALIS_change,0.05070813865412981,CTX_PARSORBITALIS_change,-0.01639762375395797,CTX_POSTERIORCINGULATE_change,0.04538800542629406
16,CTX_SUPERIORFRONTAL_change,0.013402648462155418,CTX_POSTERIORCINGULATE_change,0.07591796329008309,CTX_SUPERIORTEMPORAL_change,0.12146646300189334,CTX_LINGUAL_change,0.11506475717954558,CTX_CAUDALANTERIORCINGULATE_change,0.08187894711304544,CTX_TEMPORALPOLE_change,0.014802939053672018,CTX_INSULA_change,0.040827713277093024,CTX_MIDDLETEMPORAL_change,0.04779976653357798,CTX_SUPRAMARGINAL_change,0.06074879782271705,CTX_POSTERIORCINGULATE_change,0.017142770029759127,CTX_MIDDLETEMPORAL_change,0.010736852786779567,CTX_INSULA_change,0.04746388188752284,VENTRALDC_change,-0.0176293087872433,CTX_SUPERIORFRONTAL_change,0.04272435107418341
17,CTX_PARSOPERCULARIS_change,0.011573443909325212,CTX_FUSIFORM_change,0.0689708140394155,CTX_CUNEUS_change,0.11689056977940764,CTX_SUPERIORPARIETAL_change,0.11361525328664912,CTX_MEDIALORBITOFRONTAL_change,0.07994245641017052,CTX_LATERALOCCIPITAL_change,0.014590513465726354,CTX_FUSIFORM_change,0.038738418084983066,CTX_PERICALCARINE_change,0.04532260403392416,CTX_PARAHIPPOCAMPAL_change,0.05436302593907768,CTX_INFERIORPARIETAL_change,0.015898811703127267,CTX_ROSTRALMIDDLEFRONTAL_change,0.010128187269240821,CTX_FUSIFORM_change,0.046913599469608824,CEREBELLUM_CORTEX_change,-0.019571153398288535,AMYGDALA_change,0.0402987541793825
18,CTX_LATERALORBITOFRONTAL_change,0.01123595861471262,CTX_SUPERIORTEMPORAL_change,0.05925229013193479,CTX_PERICALCARINE_change,0.11543478682575613,CTX_LATERALOCCIPITAL_change,0.1130741353787052,CTX_LINGUAL_change,0.07920047097453017,AMYGDALA_change,0.013032036307252892,CTX_LATERALOCCIPITAL_change,0.03614112159871519,CTX_POSTERIORCINGULATE_change,0.044857295057434986,CTX_INFERIORTEMPORAL_change,0.05127622380678563,CAUDATE_change,0.015287275093761639,VENTRALDC_change,0.008722963977193104,CTX_MIDDLETEMPORAL_change,0.04623720909561412,CTX_FUSIFORM_change,-0.02328493293354718,CTX_INFERIORPARIETAL_change,0.03790357807942745
19,CTX_PRECUNEUS_change,0.011083525763984928,CTX_CUNEUS_change,0.059230473384614145,CTX_CAUDALMIDDLEFRONTAL_change,0.11254269225868797,CTX_CAUDALANTERIORCINGULATE_change,0.11286348143403525,CTX_ROSTRALANTERIORCINGULATE_change,0.0767086927932886,CTX_PARSOPERCULARIS_change,0.010148748150485103,CTX_ENTORHINAL_change,0.034667653197909785,PALLIDUM_change,0.04421973094909587,CTX_MIDDLETEMPORAL_change,0.050361277823612646,CTX_FRONTALPOLE_change,0.015199408165673412,CTX_INSULA_change,0.008681306766819046,CTX_SUPERIORFRONTAL_change,0.04251169116820742,PUTAMEN_change,-0.02783746298753057,CTX_PARSTRIANGULARIS_change,0.036705433406621545
20,CAUDATE_change,0.009958710423382757,CTX_INFERIORTEMPORAL_change,0.05899174571347193,CTX_INFERIORTEMPORAL_change,0.11152224890533004,CTX_TEMPORALPOLE_change,0.11185153280543451,CTX_SUPERIORFRONTAL_change,0.06970710171059179,CTX_ROSTRALMIDDLEFRONTAL_change,0.00797102126852882,CTX_PRECENTRAL_change,0.032050485204855074,CTX_INSULA_change,0.04176005582915052,CTX_CAUDALANTERIORCINGULATE_change,0.042919879682184844,CTX_CAUDALMIDDLEFRONTAL_change,0.014531205901613718,CTX_SUPRAMARGINAL_change,0.008470046370158456,CTX_SUPRAMARGINAL_change,0.042280063370393375,PALLIDUM_change,-0.02827528781242513,CTX_PARAHIPPOCAMPAL_change,0.03119223002359225
21,CTX_PERICALCARINE_change,0.007876272092144991,CTX_ISTHMUSCINGULATE_change,0.04665679200895201,CTX_POSTERIORCINGULATE_change,0.10568579744880939,CTX_INFERIORTEMPORAL_change,0.10396184315231231,CTX_TEMPORALPOLE_change,0.06945645035358758,CTX_CUNEUS_change,0.007629543125460184,CTX_TEMPORALPOLE_change,0.031038320774233002,CTX_ISTHMUSCINGULATE_change,0.03829510186371539,CTX_SUPERIORPARIETAL_change,0.04277867382716264,VENTRALDC_change,0.014171174478030972,CTX_PARSORBITALIS_change,0.007860953223819208,AMYGDALA_change,0.04207250052561395,CTX_MIDDLETEMPORAL_change,-0.030266594007836593,CTX_SUPERIORTEMPORAL_change,0.029600852652681444
22,CTX_INFERIORTEMPORAL_change,0.007779250276815299,CTX_LINGUAL_change,0.04630106946362152,CTX_ISTHMUSCINGULATE_change,0.10469109099918507,CTX_PRECUNEUS_change,0.10007062122483094,CTX_INSULA_change,0.06624530184744638,BRAIN_STEM_change,0.007147111731258981,CTX_POSTERIORCINGULATE_change,0.029874953936650864,CTX_PARSORBITALIS_change,0.036662460742893276,CTX_POSTERIORCINGULATE_change,0.04164059734195773,CTX_SUPERIORFRONTAL_change,0.014167451490067182,CTX_FUSIFORM_change,0.007561180176682816,CTX_SUPERIORTEMPORAL_change,0.03950387899938096,CTX_POSTERIORCINGULATE_change,-0.03413524741049241,CTX_CAUDALMIDDLEFRONTAL_change,0.0294505847201168
23,CTX_BANKSSTS_change,0.007346106394051135,AMYGDALA_change,0.04243229611478066,CTX_PARACENTRAL_change,0.10460867184573379,CTX_PARACENTRAL_change,0.09749324073139444,CTX_CAUDALMIDDLEFRONTAL_change,0.06441146145007104,CEREBELLUM_WHITE_MATTER_change,0.003327105148515371,CTX_POSTCENTRAL_change,0.02821589270862832,CTX_SUPERIORTEMPORAL_change,0.03619532193631694,CTX_SUPERIORTEMPORAL_change,0.0341698340026738,CTX_SUPRAMARGINAL_change,0.013992517358927625,CTX_PARSOPERCULARIS_change,0.0072985297264658595,CTX_LINGUAL_change,0.038190400927633324,CTX_PERICALCARINE_change,-0.03436952901640465,CTX_TEMPORALPOLE_change,0.02771141627009746
24,CEREBRAL_WHITE_MATTER_change,0.006634897892016357,CTX_CAUDALANTERIORCINGULATE_change,0.041096460502773914,CTX_ROSTRALANTERIORCINGULATE_change,0.10283702228014269,CTX_FRONTALPOLE_change,0.09584653877140775,CTX_FUSIFORM_change,0.06412543832815319,CEREBELLUM_CORTEX_change,-0.0005050997276818224,CTX_CAUDALMIDDLEFRONTAL_change,0.028017820666684012,CTX_CAUDALANTERIORCINGULATE_change,0.026378178553557674,CTX_TRANSVERSETEMPORAL_change,0.03210271519939044,CTX_MIDDLETEMPORAL_change,0.013353947012633361,CTX_CAUDALMIDDLEFRONTAL_change,0.006830513421873661,CTX_POSTCENTRAL_change,0.03815453497265628,CTX_SUPRAMARGINAL_change,-0.03536840130556969,CTX_ROSTRALMIDDLEFRONTAL_change,0.02507078838483413
