"","X.Intercept.","diag_priorLMCI","diag_priorN","diag_priorSMC","CORTICAL_SUMMARY_POSITIVE1","X1","X4","X22","X25","X5","X3","X6","X9","X0","X34","X2","X19","X29","X56","APOE4_BIN1","Age.AV45","Gender1","Edu..Yrs.","YrsPostBL","diag_priorLMCI.YrsPostBL","diag_priorN.YrsPostBL","diag_priorSMC.YrsPostBL","YrsPostBL.CORTICAL_SUMMARY_POSITIVE1","YrsPostBL.X1","YrsPostBL.X4","YrsPostBL.X22","YrsPostBL.X25","YrsPostBL.X5","YrsPostBL.X3","YrsPostBL.X6","YrsPostBL.X9","YrsPostBL.X0","YrsPostBL.X34","YrsPostBL.X2","YrsPostBL.X19","YrsPostBL.X29","YrsPostBL.X56","YrsPostBL.APOE4_BIN1","estimate","stderr","zvalue","pvalues"
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.0221383734013047,0.0054438951842558,4.06664211047463,0.00314191775343908
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.00674997767348409,0.00256073322661681,-2.63595504729793,0.27560830717332
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0.00925743695640202,0.00281507355008448,3.28852400894613,0.0499650241003179
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0.0118747574448314,0.00241621739173685,4.91460639487225,3.576528665028e-05
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0.014459906217024,0.00254004762460786,5.69276972484183,2.59226632826071e-07
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0.0149676448778893,0.00280438347033695,5.33723188579876,5.25826824970821e-06
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0.0226290628443453,0.00519903548500856,4.35255018158586,0.000973705137530811
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0.0160074146298861,0.00299368033204587,5.34706877636021,6.74308650361333e-06
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0.0186247351183155,0.00265410426213536,7.01733363832926,4.90096851990529e-11
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0.0212098838905081,0.00276155720457625,7.6804072192894,2.92765811593654e-13
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0.0217176225513734,0.00300385354407547,7.22992057792142,5.82167647422693e-12
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0.0293790405178294,0.00530677739532991,5.5361358371059,6.20553372132626e-07
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0.00261732048842943,0.00210532455770313,1.24319097445235,0.992768743977658
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0.00520246926062201,0.00204917866228775,2.53880706273501,0.33456051126514
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0.00571020792148733,0.00232957582474687,2.4511792493845,0.393987800547878
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0.0133716258879433,0.00488082758752841,2.739622666064,0.219926384151588
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0.00258514877219258,0.00149059969676503,1.73430115261863,0.8836903320546
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0.0030928874330579,0.00170774531158656,1.81109408532616,0.845987803926233
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0.0107543053995139,0.00466311342819556,2.30625001195293,0.500013348008602
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.000507738660865314,0.00164406499180546,0.308831258737365,0.999999999789744
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0.00816915662732129,0.00459039311446531,1.77962026859498,0.862167651923268
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0.00766141796645597,0.00471906072688723,1.62350484764996,0.926794962936655
