"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"CORTICAL_SUMMARY_POSITIVE",1.88724369326535,1.88724369326535,1,509.763923186753,23.2750435512965,1.85746654468577e-06
"UW_MEM_postAV45_",7.72923455225831,7.72923455225831,1,389.541643600378,95.3232862634367,0
"APOE4_BIN",0.30280161539107,0.30280161539107,1,509.71631689369,3.73439890713637,0.0538565579979318
"Age.AV45",2.85550920738768,2.85550920738768,1,511.948093255589,35.216491330848,5.44084122200417e-09
"Gender",1.074441612804,1.074441612804,1,508.777200661453,13.2508988746809,0.0003003101432002
"Edu..Yrs.",0.567202183822938,0.567202183822938,1,510.987699676326,6.99520447623148,0.00842434641138556
"CORTICAL_SUMMARY_POSITIVE:UW_MEM_postAV45_",5.2702521857897,5.2702521857897,1,382.58331018309,64.997090512637,9.76996261670138e-15
"UW_MEM_postAV45_:APOE4_BIN",0.12994356002703,0.12994356002703,1,387.564289186931,1.60257100322147,0.206299664709963
