"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"CORTICAL_SUMMARY_POSITIVE",527.095842681365,527.095842681365,1,508.596857312005,20.2060041089427,8.61835647403275e-06
"TIMEpostAV45_AVLT.",1043.97320121653,1043.97320121653,1,392.010830460573,40.0202867966068,6.86561030249777e-10
"APOE4_BIN",47.7793376478983,47.7793376478983,1,508.334912333645,1.83160141792203,0.176540008864434
"Age.AV45",1188.57895622208,1188.57895622208,1,508.572564687118,45.5636894251589,4.04010158661094e-11
"Gender",727.727851046079,727.727851046079,1,506.479054230697,27.8971503050123,1.90294300761451e-07
"Edu..Yrs.",193.184607327341,193.184607327341,1,508.646229266061,7.40565311534897,0.00672478751614047
"CORTICAL_SUMMARY_POSITIVE:TIMEpostAV45_AVLT.",1108.67613945823,1108.67613945823,1,382.329613151725,42.5006475395822,2.23700169499352e-10
"TIMEpostAV45_AVLT.:APOE4_BIN",16.5460215943324,16.5460215943324,1,387.552751708363,0.634284988136099,0.42627548021502
