"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"CORTICAL_SUMMARY_POSITIVE",149.093901290713,149.093901290713,1,493.632906673304,19.0526713995744,1.54975947828095e-05
"TIMEpostAV45_ADAS.",838.642026343305,838.642026343305,1,352.852049994067,107.169849413468,0
"APOE4_BIN",17.0232688796197,17.0232688796197,1,491.436570591076,2.17539916322651,0.14087346774554
"Age.AV45",107.444986039573,107.444986039573,1,457.84466020053,13.7303672036339,0.00023681774886164
"Gender",0.000554157845660712,0.000554157845660712,1,449.932237477008,7.08156889414445e-05,0.993289446304876
"Edu..Yrs.",34.6691450631763,34.6691450631763,1,458.206314413272,4.43036115410857,0.0358489582918842
"CORTICAL_SUMMARY_POSITIVE:TIMEpostAV45_ADAS.",408.397172160629,408.397172160629,1,346.509406949235,52.1889698661773,3.22908366712227e-12
"TIMEpostAV45_ADAS.:APOE4_BIN",17.4639954065272,17.4639954065272,1,350.558101652057,2.2317194930425,0.136102828340071
