"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"group",1852.01575140027,142.462750107713,13,498.130850297788,5.48906888725573,2.39354913667e-09
"TIMEpostAV45_AVLT.",397.644884909753,397.644884909753,1,387.731694329845,15.3211991505444,0.000107116859164536
"APOE4_BIN",41.8757959849043,41.8757959849043,1,496.492390325258,1.6134682834356,0.2045998910636
"Age.AV45",1124.15962276392,1124.15962276392,1,496.646753292015,43.3137055472896,1.18683729510849e-10
"Gender",877.012872060249,877.012872060249,1,494.504198139552,33.7911774559241,1.10122101437682e-08
"Edu..Yrs.",138.594326757388,138.594326757388,1,497.144860798908,5.34001910238954,0.0212495511246931
"group:TIMEpostAV45_AVLT.",2596.43627330315,199.725867177165,13,365.487987402027,7.69540839744742,1.57651669496772e-13
"TIMEpostAV45_AVLT.:APOE4_BIN",19.1982130995118,19.1982130995118,1,375.583980212192,0.739704337700625,0.390304254682713
