"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"group",6.28467693134979,0.483436687026907,13,500.117255821301,5.97050559831498,2.3038482233062e-10
"UW_MEM_postAV45_",2.30557580957203,2.30557580957203,1,402.717929274994,28.4741593838186,1.58838171948616e-07
"APOE4_BIN",0.276045205809329,0.276045205809329,1,498.522787538639,3.40919398734188,0.0654266569573161
"Age.AV45",2.63259217044055,2.63259217044055,1,500.005881078941,32.5128537272568,2.02737360233129e-08
"Gender",1.47191550625444,1.47191550625444,1,496.581052102254,18.1783468366554,2.40833714306721e-05
"Edu..Yrs.",0.394588617867617,0.394588617867617,1,499.49430682026,4.87322045519242,0.0277303558306142
"group:UW_MEM_postAV45_",11.1554780080273,0.85811369292518,13,374.009287367451,10.5978150709017,0
"UW_MEM_postAV45_:APOE4_BIN",0.107513118688104,0.107513118688104,1,384.457078046603,1.32780091839389,0.249912814707043
