"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"CORTICAL_SUMMARY_POSITIVE",97.4447364268073,97.4447364268073,1,342.93972583019,3.01100587879866,0.0835992994438637
"TIMEpostAV45_AVLT.",89.6384098116715,89.6384098116715,1,195.708820949849,2.76979330855736,0.0976588071378997
"APOE4_BIN",7.28656698729374,7.28656698729374,1,338.763690021297,0.225152192304211,0.635447660174427
"Age.AV45",739.392925099088,739.392925099088,1,340.49734049651,22.8469646063204,2.61405874313336e-06
"Gender",1041.55512333538,1041.55512333538,1,337.793449782941,32.1836634225113,3.01741953645518e-08
"Edu..Yrs.",506.695420019617,506.695420019617,1,336.838714748139,15.6566988057418,9.26383131047981e-05
"CORTICAL_SUMMARY_POSITIVE:TIMEpostAV45_AVLT.",288.6022406957,288.6022406957,1,201.862924926516,8.9177012041274,0.00317368306107335
"TIMEpostAV45_AVLT.:APOE4_BIN",16.9990620402079,16.9990620402079,1,209.456789664934,0.525264653730934,0.469413356561767
