"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"group",343.408702180923,26.4160540139171,13,332.32648292522,0.822618654214924,0.636043989267955
"TIMEpostAV45_AVLT.",14.3766712597103,14.3766712597103,1,465.278806701858,0.447701914809932,0.50376016105003
"APOE4_BIN",18.3278351720382,18.3278351720382,1,328.388484906462,0.570744559196915,0.450504722853688
"Age.AV45",554.76661035071,554.76661035071,1,329.374210843558,17.275909648339,4.12572582909609e-05
"Gender",953.9188111,953.9188111,1,325.016797739761,29.7058526683797,9.95673626880134e-08
"Edu..Yrs.",565.865511637506,565.865511637506,1,324.978379573805,17.6215389855216,3.48309736770691e-05
"group:TIMEpostAV45_AVLT.",1032.2971339669,79.407471843608,13,233.090541917701,2.47281700696795,0.00358930182617501
"TIMEpostAV45_AVLT.:APOE4_BIN",3.05397471465619,3.05397471465619,1,220.236276029713,0.0951034006991854,0.758078304944111
