"","Sum Sq","Mean Sq","NumDF","DenDF","F.value","Pr(>F)"
"group",9.59045030289303,0.737726946376387,13,499.38289305805,5.7862497320261,5.6482019061832e-10
"UW_EF_postAV45_",0.561627622777962,0.561627622777962,1,388.911991321152,4.40504132017897,0.0364771380147
"APOE4_BIN",0.479532902828607,0.479532902828607,1,497.607196164892,3.76114380004506,0.053021537651577
"Age.AV45",8.44251853709951,8.44251853709951,1,499.30069061796,66.2176173215097,3.21964677141295e-15
"Gender",0.00652574767476677,0.00652574767476677,1,496.805575417183,0.0511837149501711,0.821109224126677
"Edu..Yrs.",1.45790743632994,1.45790743632994,1,498.956586261821,11.4348764867795,0.000777365145174569
"group:UW_EF_postAV45_",14.2280995575718,1.0944691967363,13,344.509183212171,8.58430361996727,3.77475828372553e-15
"UW_EF_postAV45_:APOE4_BIN",7.01207466477892e-05,7.01207466477892e-05,1,352.650570578361,0.000549981471455205,0.981303242635133
