"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",1.39978331918637,0.428626078550216,330.765571369233,3.26574464139232,0.00120612186835523
"group1",0.14468474812529,0.319273046438218,321.100127331421,0.453169316168026,0.650732896513435
"group2",0.168421356485996,0.142535511989764,330.027093731102,1.18160979067512,0.238211298463394
"group3",-0.0740566939826267,0.194378800331913,330.296554594816,-0.380991619745418,0.703454401541595
"group4",0.0285650778683955,0.188730740597129,322.32800091574,0.151353604495049,0.879791467507317
"group5",-0.350982600918883,0.225729996746527,335.426938540996,-1.55487797801637,0.120918117588473
"group6",0.0258944418044487,0.165359636288007,328.785797861755,0.156594694967449,0.875660394484786
"group9",0.0649686696538466,0.19836516512806,331.389347193483,0.327520558420146,0.743481001446081
"group19",0.0629253574007042,0.135708113346886,328.046486226255,0.463681616734732,0.643183377115465
"group22",-0.0318848181600306,0.194827813601801,331.220259880574,-0.163656397772848,0.870101458172845
"group25",-0.0473161911817445,0.233247803675527,341.612811529973,-0.2028580352575,0.839366763249523
"group29",0.166785166743056,0.150521076561167,326.495955294977,1.10805191241959,0.268654990271745
"group34",0.468467673077986,0.187624200314795,329.316774675966,2.49684034517932,0.0130185913908609
"group56",-0.508174607393365,0.522897313156956,324.523920832638,-0.971843982760776,0.331851963249877
"UW_MEM_postAV45_",-0.0670350782711731,0.0489887507168764,329.680589360358,-1.36837697002303,0.172125898943259
"APOE4_BIN1",-0.0273490954285348,0.0695494653858258,327.713179118888,-0.393232288369373,0.694403613190067
"Age.AV45",-0.0188288302869915,0.00460325193008216,328.214455537848,-4.09033235047282,5.42465263873027e-05
"Gender1",0.308993813434484,0.0585831251871273,324.648954748877,5.27445083285486,2.43716345771361e-07
"Edu..Yrs.",0.0429837535935626,0.0107840737202601,324.543048364318,3.9858549476353,8.30901255881589e-05
"group1:UW_MEM_postAV45_",0.111770676118565,0.0995015159298926,191.608284803062,1.12330626397005,0.262712903502822
"group2:UW_MEM_postAV45_",0.0497699977211065,0.0538475471540134,324.231156546418,0.924276041372052,0.356029968698201
"group3:UW_MEM_postAV45_",0.103331751806238,0.0708771294211088,218.823124083637,1.45789978587174,0.146301850995751
"group4:UW_MEM_postAV45_",0.0504323582398404,0.0679517872316717,250.443579761458,0.74217854002719,0.458674652747506
"group5:UW_MEM_postAV45_",0.0172508978900195,0.0983662074470053,499.818859224582,0.17537423000997,0.86085661127791
"group6:UW_MEM_postAV45_",-0.0562075368651519,0.0614632630282882,279.972745699779,-0.914489958648675,0.36124635748291
"group9:UW_MEM_postAV45_",-0.0982607306146358,0.0665650960317187,189.487447499798,-1.47615997681148,0.141560806618338
"group19:UW_MEM_postAV45_",0.0732268636963477,0.0511788965334201,311.524324204342,1.43080192533128,0.153489304862737
"group22:UW_MEM_postAV45_",0.0347985810384563,0.0699338272524922,276.867984988415,0.497592973323453,0.61916591293151
"group25:UW_MEM_postAV45_",0.190027839675082,0.100132822243207,536.016408895508,1.89775775233354,0.0582650256752655
"group29:UW_MEM_postAV45_",0.106149348971992,0.0553586428414355,286.34976444098,1.91748466948579,0.0561711131362834
"group34:UW_MEM_postAV45_",-0.0700229527872612,0.0732331686708431,389.945822913269,-0.956164454688412,0.339581548384094
"group56:UW_MEM_postAV45_",-0.0760574591973186,0.205788671355294,540.457672971999,-0.36959011735882,0.711832683274439
"UW_MEM_postAV45_:APOE4_BIN1",0.0119058615616709,0.0245487611832884,239.229811659387,0.484988284043265,0.628128452886956
