"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",2.22664204979746,0.434825476677036,497.836957269292,5.12077182508625,4.35671595244713e-07
"group1",0.150023055768909,0.373388717744334,481.297824362341,0.401787865137458,0.68801850369253
"group2",0.163318400075758,0.161549584687906,490.1257285303,1.01094905561824,0.312539623420926
"group3",-0.569952069709796,0.189347590940297,495.881657128184,-3.01008355521939,0.00274480712763525
"group4",0.0114090325381775,0.229732280971166,495.571816058381,0.0496622959992699,0.960411511756734
"group5",-0.447376690991916,0.192262939245736,498.400732468942,-2.32690029990707,0.020370386331654
"group6",-0.196901344843044,0.145509822517549,493.843914859396,-1.35318249611154,0.176616435435073
"group9",0.210565493541101,0.164291351233758,491.332730243418,1.28165902806109,0.200566768277196
"group19",0.127171053885994,0.151828879350366,491.003436410205,0.837594629099053,0.402665923575266
"group22",0.159441423916119,0.262295240610668,510.296814671544,0.607870061023264,0.543544083406847
"group25",0.183090833815017,0.3175654103213,505.673287235382,0.576545265524268,0.564503223459435
"group29",0.409966785193714,0.179056155868243,492.639693618915,2.28959894288909,0.0224666032947993
"group34",0.636005016905739,0.190543967896013,496.934384922969,3.33783863078169,0.000907659290837248
"group56",-0.423334632332142,0.347193220419767,511.803253596311,-1.21930558384843,0.22328986182351
"UW_EF_postAV45_",-0.0121070500671538,0.0376977005922633,314.387095264622,-0.321161499957335,0.748301402301604
"APOE4_BIN1",-0.139545050929678,0.0719539222834412,497.607433689854,-1.93936684062867,0.0530215391911417
"Age.AV45",-0.0353282787330688,0.00434145902969685,499.300969647421,-8.13742073607352,3.10862446895044e-15
"Gender1",0.01486109327978,0.065687821449521,496.805839048632,0.226238181627021,0.821109224290793
"Edu..Yrs.",0.0397094862027229,0.0117429856716917,498.95685147298,3.38154940429238,0.000777365160652854
"group1:UW_EF_postAV45_",0.0914185097750831,0.0935492707312513,324.278152084831,0.977223115268429,0.329187152434795
"group2:UW_EF_postAV45_",0.0434742289611811,0.0430313727031556,303.446757531119,1.01029147410845,0.313160567402361
"group3:UW_EF_postAV45_",-0.21089026853283,0.0531694225797084,320.723342357469,-3.96638252402828,9.00480353838162e-05
"group4:UW_EF_postAV45_",-0.000876533239306715,0.0626865059180506,296.368006633855,-0.0139828058123481,0.988853106762526
"group5:UW_EF_postAV45_",-0.126170893878765,0.0540587643643026,348.136270727394,-2.33395815391743,0.0201663717875578
"group6:UW_EF_postAV45_",-0.169426605083505,0.0405587126478496,332.968555303644,-4.17731712923309,3.7722246440719e-05
"group9:UW_EF_postAV45_",-0.0814288274836194,0.0449957164917191,327.013828896398,-1.80970176346909,0.0712600334952849
"group19:UW_EF_postAV45_",0.0414840291678033,0.0408834579421596,314.934815511179,1.01468983437001,0.311032598390666
"group22:UW_EF_postAV45_",-0.0985965100971761,0.0769315905658778,393.915285304139,-1.28161278574822,0.200732372829109
"group25:UW_EF_postAV45_",0.0546880653288753,0.104607333934485,562.31496313946,0.522793797260201,0.60132367471486
"group29:UW_EF_postAV45_",0.0536123744350867,0.0473955774591175,311.923993615238,1.13116829268156,0.258853196915546
"group34:UW_EF_postAV45_",-0.0604913961776815,0.0520910327443214,295.999308953118,-1.16126313860183,0.246470510474289
"group56:UW_EF_postAV45_",0.210324722508017,0.0957295400187126,344.776629896898,2.19707231923295,0.0286801822818701
"UW_EF_postAV45_:APOE4_BIN1",-0.000461533839119017,0.0196802026437577,352.650097642218,-0.0234516812389332,0.981303244667148
